_id,substance_label
2011-002821-24-IT,Rifaximin
2011-002823-16-IT,Ergocalciferol
2011-002824-42-HU,Elamipretide hydrochloride
2011-002825-22-ES,Propofol / Soybean oil
2011-002827-17-SK,Ropinirole
2011-002828-41-EE,Ropinirole
2011-002829-21-IT,Sildenafil
2011-002843-92-BE,Doxorubicin
2011-002853-77-ES,Emtricitabine / Tenofovir disoproxil fumarate
2011-002859-34-CZ,Ranibizumab
2011-002860-26-DE,Linezolid
2011-002863-84-AT,Pentagastrin
2011-002865-39-SE,Rituximab
2011-002866-19-IT,Ciclosporin / Everolimus / Mycophenolic acid
2011-002867-40-IE,Levobupivacaine
2011-002871-40-PL,Epoetin alfa
2011-002872-17-GR,Everolimus / Pasireotide
2011-002873-47-ES,Dovitinib
2011-002876-18-IT,Ciclosporin
2011-002877-46-ES,Paricalcitol
2011-002887-26-BE,Everolimus
2011-002893-21-DE,Bevacizumab / Carboplatin / Paclitaxel
2011-002894-48-BE,Rituximab
2011-002896-40-DE,Rituximab
2011-002900-34-ES,Benznidazole
2011-002901-31-HU,Naloxone / Oxycodone hydrochloride
2011-002905-31-GB,Roflumilast
2011-002908-33-BE,Rituximab
2011-002911-27-IT,Interferon alfa-2b / Ribavirin
2011-002912-10-IT,Octreotide acetate
2011-002913-12-BE,Carboplatin / Paclitaxel / Temozolomide / Veliparib
2011-002919-28-IT,Betamethasone sodium phosphate
2011-002920-41-DE,Ustekinumab
2011-002921-23-AT,Capecitabine / Cetuximab / Oxaliplatin
2011-002931-25-SK,Ranolazine
2011-002935-24-GB,Levobupivacaine hydrochloride
2011-002943-92-NL,Epoprostenol
2011-002944-28-DK,Darapladib
2011-002955-33-RO,Prulifloxacin
2011-002959-34-DK,Fampridine
2011-002962-19-IE,Chlorhexidine / Iodine
2011-002965-39-GB,Orteronel
2011-002968-24-PL,Liraglutide
2011-002969-38-DE,Fingolimod
2011-002970-22-DE,Ixekizumab
2011-002977-44-IT,Amoxicillin / Clavulanic acid / Ertapenem
2011-002985-19-BE,Paclitaxel
2011-002986-39-DE,Dextromethorphan
2011-002987-26-DK,Terbutaline
2011-002995-17-NL,Losartan
2011-003006-25-BE,Lisdexamfetamine dimesylate
2011-003016-23-IT,Interleukin-10 / Interleukin-7
2011-003018-17-ES,Lisdexamfetamine dimesylate
2011-003019-47-BE,Lisdexamfetamine dimesylate
2011-003025-10-GB,Calcitriol
2011-003032-31-DE,Ozenoxacin / Retapamulin
2011-003038-14-BE,Infliximab
2011-003044-53-BE,Letrozole
2011-003047-22-SE,Buprenorphine hydrochloride / Naloxone
2011-003049-16-NL,Ilacirnon
2011-003052-40-GB,Capecitabine / Fluorouracil / Irinotecan / Leucovorin / Oxaliplatin
2011-003053-25-GB,Rivastigmine
2011-003059-20-DK,Sprifermin
2011-003065-15-FI,Pazopanib
2011-003067-30-BE,Daclatasvir / Ribavirin
2011-003069-14-BE,Everolimus
2011-003071-11-BE,Raclopride
2011-003072-37-BE,Efmoroctocog alfa
2011-003075-11-BE,Eftrenonacog alfa
2011-003076-36-IE,Eftrenonacog alfa
2011-003078-10-SE,Cabazitaxel
2011-003081-32-NL,Dabigatran etexilate
2011-003082-15-DK,Dexamethasone
2011-003084-30-IT,Caffeine / Ketoprofen / Paracetamol
2011-003087-70-LV,Amorolfine / Ciclopirox
2011-003099-35-GB,Selumetinib
2011-003100-21-BE,Lacosamide
2011-003104-20-BE,Rimonabant
2011-003105-22-DK,Gabapentin
2011-003115-34-AT,Human fibrinogen|human thrombin
2011-003117-41-DE,Secukinumab
2011-003119-50-FI,Ropivacaine hydrochloride
2011-003121-94-NL,Iron isomaltoside 1000
2011-003123-35-GB,Acetylsalicylic acid
2011-003128-11-PL,Dasatinib
2011-003129-92-NL,Polyethylene glycol
2011-003130-14-HU,Cobitolimod sodium
2011-003134-13-NL,Aminolevulinic acid hydrochloride / Clobetasol propionate / Imiquimod
2011-003137-33-FI,Bevacizumab / Capecitabine
2011-003142-41-BE,Romosozumab
2011-003144-50-PL,Propranolol hydrochloride
2011-003147-22-ES,Clindamycin
2011-003148-39-NL,Insulin degludec / Insulin detemir
2011-003154-12-DE,Zoledronic acid
2011-003156-39-FI,Cabazitaxel
2011-003163-29-NL,Sunitinib
2011-003166-32-HU,Fluoxetine
2011-003168-63-DE,Cytarabine / Daunorubicin / Midostaurin
2011-003172-36-FI,Desflurane
2011-003173-28-FI,Crenigacestat / Hydroxyethyl starch 130|0.4
2011-003176-36-IT,Amikacin / Amoxicillin / Ampicillin / Azithromycin / Cefepime / Cefotaxime / Ceftazidime / Ceftriaxone / Cilastatin / Ciprofloxacin / Clarithromycin / Clindamycin / Imipenem / Levofloxacin / Linezolid / Meropenem / Metronidazole / Piperacillin / Sulbactam / Tazobactam / Teicoplanin / Vancomycin
2011-003179-12-DE,Spironolactone
2011-003181-32-SE,Ciclosporin / Cyclophosphamide / Fludarabine
2011-003183-75-IT,Colecalciferol
2011-003184-29-FR,Tacrolimus
2011-003190-29-DE,Amitriptyline hydrochloride / Amitriptylinoxide / Citalopram / Escitalopram / Nortriptyline hydrochloride / Paroxetine / Sertraline hydrochloride / Trimipramine maleate / Venlafaxine
2011-003192-11-BE,Anastrozole
2011-003194-28-DE,Indocyanine green
2011-003197-84-IT,Elosulfase alfa
2011-003201-14-DE,Ertumaxomab
2011-003206-25-DE,Methoxamine
2011-003207-37-IT,Hyaluronic acid / Methylprednisolone
2011-003216-23-FR,Ketamine / Midazolam
2011-003217-41-AT,Cetuximab / Fluorouracil / Irinotecan / Leucovorin / Oxaliplatin
2011-003221-97-ES,Insulin human
2011-003226-27-GB,Pazopanib
2011-003227-35-IT,Choline c-11
2011-003232-31-DE,Sar-113945
2011-003233-34-GB,Iron sucrose
2011-003238-15-DE,Naloxone / Oxycodone hydrochloride / Tapentadol
2011-003248-36-CZ,Sulphur hexafluoride
2011-003249-16-BE,Beclometasone
2011-003250-34-ES,Progesterone
2011-003259-20-FI,Duloxetine / Tramadol / Venlafaxine
2011-003264-77-NL,Cabergoline / Ketoconazole / Octreotide
2011-003266-32-SE,Pregabalin
2011-003273-28-DE,Tadalafil
2011-003288-31-DE,Fluorouracil / Oxaliplatin
2011-003293-93-NL,Midazolam
2011-003295-37-PL,Glycerin / Paraffin
2011-003297-81-SE,Dexamethasone
2011-003298-26-NL,Raltegravir
2011-003299-36-IT,Peginterferon alfa-2b / Ribavirin
2011-003301-16-IT,Bevacizumab / Carboplatin / Paclitaxel
2011-003303-38-DE,Fosdevirine
2011-003304-20-GB,Bevacizumab
2011-003308-18-DK,Pertuzumab / Trastuzumab / Vinorelbine
2011-003309-12-FR,Anastrozole
2011-003310-17-ES,Iloprost
2011-003311-27-GB,Padeliporfin
2011-003313-42-ES,Agomelatine
2011-003314-16-HU,Fluoxetine
2011-003317-41-DE,Diclofenac
2011-003320-12-GB,Prasugrel
2011-003325-10-NL,Folic acid
2011-003328-11-FR,Perindopril erbumine
2011-003329-89-PL,Censavudine / Tenofovir disoproxil fumarate
2011-003335-63-IT,Glimepiride / Insulin detemir / Liraglutide / Metformin
2011-003338-15-DE,Fluticasone
2011-003339-74-GB,Dexamethasone
2011-003340-45-IT,Bevacizumab / Capecitabine / Fluorouracil / Irinotecan / Oxaliplatin
2011-003341-18-CZ,Givinostat
2011-003346-40-NL,Budesonide / Cabazitaxel
2011-003372-37-FR,Vismodegib
2011-003390-29-DK,Ropivacaine hydrochloride
2011-003399-36-LV,Filgrastim
2011-003400-20-DE,Adalimumab
2011-003401-21-FR,Treprostinil
2011-003402-25-DE,Octenidine
2011-003406-24-SE,Adalimumab
2011-003407-38-FR,Dalotuzumab / Ridaforolimus
2011-003412-23-CZ,Acetylleucine
2011-003414-17-LT,Canakinumab
2011-003415-31-FR,Cabazitaxel / Topotecan
2011-003418-18-SE,Mesalazine
2011-003425-96-GB,Clarithromycin / Lansoprazole / Metronidazole
2011-003427-36-HU,Veliparib
2011-003430-13-IE,Dexamethasone / Leucovorin / Mercaptopurine / Methotrexate / Vincristine
2011-003432-32-FR,Topiramate
2011-003447-21-GB,Maraviroc
2011-003448-28-BE,Human normal immunoglobulin (scig)
2011-003449-17-IT,Beclometasone / Fluticasone / Formoterol / Salmeterol
2011-003466-33-NL,Memantine hydrochloride
2011-003470-88-NL,Phenylephrine hydrochloride
2011-003473-29-DE,Furosemide
2011-003474-86-FI,Albumin human
2011-003478-98-NL,Adalimumab
2011-003484-30-ES,Fingolimod
2011-003486-15-AT,Rotigotine
2011-003487-75-IT,Carboplatin / Carmustine / Cyclophosphamide / Cytarabine / Doxorubicin / Etoposide / Ifosfamide / Melphalan / Methotrexate / Methylprednisolone / Rituximab / Vincristine
2011-003494-29-DE,Fludeoxyglucose
2011-003495-36-IT,Bendamustine / Ofatumumab
2011-003496-11-DE,Mitomycin
2011-003498-27-ES,Cabazitaxel
2011-003502-24-BE,Bevacizumab / Tivozanib
2011-003507-38-BE,Fampridine
2011-003509-65-IT,Carboplatin / Docetaxel
2011-003513-41-DK,Telmisartan / Verapamil
2011-003517-42-CZ,Apaziquone
2011-003523-35-IE,Ropivacaine
2011-003530-13-GB,Pictilisib
2011-003538-16-HU,Sarilumab
2011-003539-68-FR,Rituximab
2011-003541-17-ES,Allopurinol
2011-003544-42-AT,Dexamethasone
2011-003545-18-BE,Alisertib / Gemcitabine / Pralatrexate
2011-003547-21-DE,Ciclosporin
2011-003553-26-DE,Fluorouracil
2011-003556-39-NL,Dabigatran etexilate / Nadroparin calcium / Rivaroxaban
2011-003559-21-ES,Alisporivir / Peginterferon alfa-2a / Ribavirin
2011-003560-74-NL,Clonidine
2011-003564-72-DK,Vinorelbine
2011-003570-89-NL,Interferon beta-1a
2011-003571-11-FR,Erlotinib / Fulvestrant / Gefitinib
2011-003572-36-GB,Liraglutide
2011-003573-28-IT,"A|victoria|4897|2022 (h1n1)pdm09 like strain (a|victoria|4897|2022, ivr-238)|a|croatia|10136rv|2023 (h3n2)-like strain (a|croatia|10136rv|2023, x-425a)|b|austria|1359417|2021 like strain (b|austria|1359417|2021, bvr-26)"
2011-003575-11-AT,Colecalciferol
2011-003576-36-BE,Paclitaxel
2011-003588-31-PL,Beclometasone / Glycopyrronium bromide
2011-003591-37-GB,Erythromycin / Flucloxacillin / Fusidic acid
2011-003593-85-BE,Telaprevir
2011-003595-36-GB,Idremcinal
2011-003600-20-BG,Atorvastatin / Glimepiride / Sitagliptin
2011-003602-25-ES,Capecitabine / Trastuzumab
2011-003603-37-DE,"A|victoria|4897|2022 (h1n1)pdm09 like strain (a|victoria|4897|2022, ivr-238)|a|croatia|10136rv|2023 (h3n2)-like strain (a|croatia|10136rv|2023, x-425a)|b|austria|1359417|2021 like strain (b|austria|1359417|2021, bvr-26)"
2011-003604-21-AT,Cyclosporine / Everolimus / Sirolimus / Tacrolimus
2011-003606-24-IT,Roflumilast
2011-003608-19-GB,Afatinib
2011-003611-37-IT,Sodium bicarbonate
2011-003614-17-DE,Liraglutide
2011-003615-28-GB,Lisdexamfetamine dimesylate
2011-003618-18-BE,Veliparib
2011-003622-27-BG,Tofacitinib
2011-003625-97-GR,Cabazitaxel
2011-003628-11-DE,Tapentadol hydrochloride
2011-003629-86-ES,Darunavir / Dolutegravir / Ritonavir
2011-003633-33-GB,Doconexent / Icosapent
2011-003646-41-AT,Botulinum toxin type a
2011-003648-31-DE,Hydromorphone hydrochloride / Sufentanil citrate
2011-003652-39-DK,Montelukast
2011-003654-40-IE,Ketamine hydrochloride
2011-003668-55-BE,Adalimumab / Tofacitinib
2011-003669-14-IT,Tranexamic acid
2011-003675-11-BE,Bupivacaine / Chloroprocaine / Lidocaine hydrochloride
2011-003676-37-ES,Taliglucerase alfa
2011-003678-97-BE,Golimumab / Methotrexate
2011-003685-32-ES,Taliglucerase alfa
2011-003692-12-PL,Brinzolamide
2011-003695-36-GB,Darbepoetin alfa / Iron isomaltoside 1000
2011-003697-93-ES,Oxygen
2011-003699-34-GB,Colecalciferol
2011-003712-23-EE,Metformin / Vildagliptin
2011-003715-28-SK,Gemcitabine
2011-003718-18-GB,Fexagratinib
2011-003719-42-LV,Onartuzumab
2011-003720-12-LV,Onartuzumab
2011-003730-13-IT,Hydroxytyrosol
2011-003733-34-DE,Insulin aspart / Insulin glulisine
2011-003741-17-BG,Daptomycin
2011-003742-40-DE,Budesonide
2011-003743-22-IT,Budesonide
2011-003745-18-DE,Pazopanib
2011-003746-41-DE,Omalizumab
2011-003751-19-NL,Bleomycin
2011-003756-39-BE,Lesinurad
2011-003767-29-BE,Lesinurad
2011-003768-55-ES,Lesinurad
2011-003769-14-IT,Cyclophosphamide / Doxorubicin / Prednisone / Rituximab / Vincristine
2011-003775-11-BE,Fluoxetine
2011-003777-28-GB,Obeticholic acid
2011-003786-14-BE,Ibuprofen / Ketamine / Paracetamol
2011-003791-37-DK,Bortezomib / Melphalan
2011-003795-36-DE,Mycophenolate sodium
2011-003799-35-ES,Lopinavir / Raltegravir / Ritonavir
2011-003803-39-GB,Duloxetine hydrochloride / Pregabalin
2011-003807-39-DE,Mometasone
2011-003808-20-DE,Acetylsalicylic acid
2011-003810-18-DE,Dulaglutide / Liraglutide
2011-003812-22-LT,Aztreonam / Cefazolin / Ceftaroline fosamil / Vancomycin
2011-003814-18-BE,Belimumab
2011-003815-46-NL,Hydrocortisone
2011-003816-21-BE,Travoprost
2011-003818-16-DE,Liraglutide / Metformin / Vildagliptin
2011-003821-93-DE,Ivacaftor
2011-003822-29-BE,Landogrozumab
2011-003823-36-IT,Aprepitant / Palonosetron
2011-003824-12-IT,Romiplostim
2011-003825-81-AT,Icatibant
2011-003832-30-BE,Etirinotecan pegol / Gemcitabine / Paclitaxel
2011-003847-22-IE,Bicalutamide
2011-003849-18-BE,Inotuzumab ozogamicin
2011-003850-26-BE,Aripiprazole
2011-003851-20-SE,Travoprost
2011-003866-34-GB,Liatermin
2011-003890-27-DE,Nicoboxil / Nonivamide
2011-003893-97-PT,Avibactam / Ceftazidime / Meropenem / Metronidazole
2011-003895-35-BE,Avibactam / Ceftazidime / Meropenem / Metronidazole
2011-003933-32-GB,Ivabradine
2011-003938-14-BE,Posaconazole / Voriconazole
2011-003943-23-DE,Resiquimod
2011-003950-24-GB,Docosapentaenoic acid
2011-003952-37-ES,Nitrous oxide / Remifentanil
2011-003953-25-DE,Adalimumab
2011-003966-34-BE,Adalimumab
2011-003971-12-ES,Insulin glargine
2011-003998-28-NL,Omega-3 fatty acids / Recombinant human kallikrein-1
2011-004005-24-ES,Ketamine
2011-004011-24-BE,Vemurafenib
2011-004013-16-BE,Aztreonam / Ceftaroline fosamil / Vancomycin
2011-004016-29-HU,Clazakizumab
2011-004017-17-GB,Tocilizumab
2011-004025-27-CZ,Betahistine / Cinnarizine / Dimenhydrinate
2011-004029-28-BE,Ipilimumab
2011-004030-33-FR,Memantine
2011-004033-13-GB,Olodanrigan
2011-004038-33-IT,Efavirenz / Emtricitabine / Tenofovir disoproxil fumarate
2011-004039-30-GB,Cytarabine / Dexamethasone / Rituximab
2011-004062-15-AT,Dasatinib / Irinotecan / Sirolimus / Temozolomide
2011-004063-77-DE,Gemcitabine
2011-004064-29-GB,Ticagrelor
2011-004070-29-BE,Cefazolin
2011-004072-10-GB,Gemcitabine
2011-004080-70-AT,Vitamin k
2011-004085-15-DE,Drospirenone
2011-004086-32-FR,Imeglimin
2011-004090-82-GB,Cabazitaxel / Cisplatin
2011-004091-12-DE,Emiplacel
2011-004094-93-ES,Rupatadine
2011-004096-36-IT,Thalidomide
2011-004097-29-BE,Simeprevir
2011-004104-38-ES,Mecasermin
2011-004106-16-PT,Bosentan
2011-004109-25-ES,Midazolam
2011-004114-42-BE,Fenfluramine
2011-004129-28-SK,Danoprevir / Ritonavir
2011-004130-34-DE,Ezetimibe
2011-004138-33-DK,Melatonin
2011-004146-18-GB,Methylprednisolone
2011-004148-23-DE,Linagliptin
2011-004150-26-DE,Peginterferon alfa-2a / Ribavirin / Telaprevir
2011-004151-39-NL,Mogamulizumab
2011-004152-19-AT,Roflumilast
2011-004154-25-BG,"Fibrinogen, human"
2011-004155-39-FR,Carboplatin / Cisplatin / Etoposide
2011-004157-66-BE,Ranibizumab
2011-004158-24-SK,Metformin
2011-004160-30-DE,Fingolimod
2011-004168-30-BE,Doxorubicin / Pazopanib
2011-004171-36-ES,Rituximab
2011-004172-11-ES,Fluocinolone
2011-004178-27-SE,Cabazitaxel
2011-004182-33-DK,Capecitabine / Gemcitabine
2011-004183-29-GB,Chlorhexidine / Mineral oil
2011-004184-79-GB,Niacinamide
2011-004187-30-AT,Ladostigil
2011-004188-65-SE,Fluorouracil / Irinotecan / Oxaliplatin
2011-004189-13-AT,Tariquidar
2011-004192-37-GB,Angiotensin / Calcium
2011-004198-10-AT,Carpindolol
2011-004199-12-GB,Colecalciferol
2011-004201-25-NL,Tenofovir disoproxil
2011-004205-24-DE,Lebrikizumab
2011-004206-19-NL,Propofol
2011-004208-39-LV,Ciprofloxacin
2011-004211-23-FR,Tetrabenazine
2011-004213-16-GB,Goserelin / Leuprorelin / Triptorelin
2011-004216-31-DE,Omalizumab
2011-004218-41-ES,Lebrikizumab
2011-004220-34-GB,Flutroline
2011-004221-28-FR,Glibenclamide
2011-004228-37-DE,Fluorouracil / Leucovorin / Oxaliplatin
2011-004231-31-NL,Pegvisomant
2011-004232-66-FR,Cephradine / Norepinephrine
2011-004235-31-DE,Amlodipine / Candesartan
2011-004237-14-AT,Daclatasvir
2011-004239-29-BE,Ceftazidime / Piperacillin / Tazobactam
2011-004245-41-GB,Metformin
2011-004249-42-DE,Amlodipine / Candesartan
2011-004250-26-ES,Rucaparib
2011-004253-11-IE,Olodaterol / Tiotropium
2011-004254-25-DE,Omalizumab
2011-004257-29-IE,Interferon alfa-2b / Ipilimumab
2011-004258-24-IT,Mesna
2011-004265-32-NL,Acenocoumarol
2011-004266-15-NO,Testosterone undecanoate
2011-004267-71-DE,Amisulpride
2011-004268-31-DK,Adalimumab
2011-004269-34-DE,Hexaminolevulinate
2011-004271-36-BE,Roflumilast
2011-004272-11-NL,Entecavir / Tenofovir
2011-004273-88-DK,Hetastarch
2011-004274-28-DK,Hetastarch
2011-004285-15-DK,Ropivacaine
2011-004286-32-DE,Glimepiride / Metformin / Vildagliptin
2011-004287-30-BE,Sebelipase alfa
2011-004294-87-DK,Imipramine
2011-004295-11-CZ,Elagolix
2011-004296-36-CZ,Anifrolumab
2011-004301-24-DE,Basiliximab / Mycophenolate mofetil / Mycophenolic acid / Prednisolone / Tacrolimus
2011-004304-38-BE,Ciclosporin
2011-004305-24-AT,Itraconazole
2011-004307-20-FI,Articaine
2011-004327-13-BE,Pomaglumetad methionil
2011-004350-26-AT,Etanercept / Ixekizumab
2011-004354-25-DE,Empagliflozin
2011-004355-40-BE,Velmanase alfa
2011-004363-74-BE,Sunitinib
2011-004368-31-DE,Etanercept / Ixekizumab
2011-004369-34-NL,Pyridostigmine bromide
2011-004370-28-DE,Betamethasone valerate / Fusidic acid
2011-004371-36-ES,Pregabalin
2011-004372-11-FR,Ondansetron
2011-004376-11-BE,Azimilide
2011-004377-84-IT,Obinutuzumab / Pinatuzumab vedotin / Polatuzumab vedotin / Rituximab
2011-004378-27-SK,Mavoglurant
2011-004384-75-NL,Ascorbic acid / Citric acid / Sodium picosulfate
2011-004388-62-BE,Revexepride
2011-004396-36-DE,Pazopanib / Sorafenib
2011-004397-28-ES,Pregabalin
2011-004404-37-FI,Pazopanib
2011-004405-25-DE,Cisplatin / Mitomycin
2011-004406-25-FR,Fluorouracil / Irinotecan / Oxaliplatin
2011-004417-16-NL,Ceftriaxone
2011-004418-40-BE,Lomustine
2011-004420-35-BE,Abacavir / Didanosine / Efavirenz / Emtricitabine / Lamivudine / Stavudine / Tenofovir disoproxil fumarate / Zidovudine
2011-004421-27-HU,"Meningococcal group a, c, w-135 and y conjugate vaccine"
2011-004425-27-GB,Levothyroxine sodium
2011-004426-10-DE,Cetuximab / Vemurafenib
2011-004435-31-BE,Maraviroc
2011-004436-61-GB,Gemfibrozil / Ketoconazole / Warfarin
2011-004438-32-DE,Camicinal
2011-004446-17-NL,Dexamethasone / Metoclopramide hydrochloride
2011-004458-25-FR,Diphtheria toxoid
2011-004463-69-DE,Ranibizumab
2011-004464-30-ES,Darunavir / Lopinavir / Raltegravir / Ritonavir
2011-004465-32-DK,Parathyroid hormone
2011-004466-14-GB,Paracetamol
2011-004468-31-PL,Infliximab
2011-004470-28-GB,Piperacillin / Tazobactam
2011-004471-37-SI,Hydromorphone hydrochloride
2011-004474-29-LT,Ulimorelin
2011-004476-10-ES,Paclitaxel
2011-004481-15-FR,Bevacizumab / Erlotinib
2011-004482-32-DE,Rasagiline
2011-004483-30-BE,Cobicistat / Elvitegravir / Emtricitabine / Tenofovir disoproxil fumarate
2011-004494-81-BE,Pipamperone
2011-004495-12-NL,Amoxicillin / Clavulanic acid / Gentamicin sulfate
2011-004496-37-FI,Ibuprofen
2011-004497-28-FI,Ibuprofen
2011-004498-96-GB,Dexamethasone
2011-004507-20-IT,Ranolazine
2011-004520-35-DE,Tasimelteon
2011-004525-27-ES,Anacetrapib
2011-004532-58-BG,Pegfilgrastim
2011-004538-32-DE,Imiquimod
2011-004539-30-IT,Rivaroxaban
2011-004540-22-BE,Desmopressin acetate
2011-004545-40-AT,Colecalciferol
2011-004552-19-FR,Midodrine hydrochloride
2011-004553-60-BG,Somatropin
2011-004554-26-NL,Levothyroxine sodium
2011-004559-38-GB,Deferasirox
2011-004560-29-BE,Desmopressin acetate
2011-004561-33-AT,Ferric carboxymaltose
2011-004562-16-GB,Axitinib
2011-004564-30-BE,Peginterferon alfa-2b / Ribavirin / Telaprevir
2011-004566-14-NL,Dexamethasone
2011-004567-80-AT,Iloprost
2011-004569-33-BE,Belimumab
2011-004570-28-BE,Belimumab
2011-004571-37-IT,Amiodarone
2011-004577-91-DK,Imiquimod
2011-004581-14-BE,Tofacitinib
2011-004584-67-DE,Lixisenatide
2011-004585-15-DE,Catumaxomab / Doxorubicin hydrochloride / Gemcitabine / Paclitaxel / Topotecan
2011-004587-29-SE,Travoprost
2011-004592-36-ES,Hyaluronic acid (non-animal stabilized) / Perlapine
2011-004593-29-DE,Celecoxib / Cyclophosphamide / Etoposide / Propranolol hydrochloride / Vinblastine
2011-004594-82-BG,Neomycin sulfate
2011-004608-39-IT,Eltrombopag
2011-004609-26-FR,Methadone
2011-004610-42-GB,Ibuprofen
2011-004612-31-PT,Bosentan
2011-004613-17-SE,Ranibizumab
2011-004616-36-ES,Clopidogrel bisulfate / Ticagrelor
2011-004617-16-IT,Tafluprost
2011-004618-40-BE,Cinacalcet
2011-004622-96-BE,Sitagliptin
2011-004631-31-DE,Treprostinil
2011-004641-41-SE,Indacaterol / Tiotropium
2011-004651-40-DE,Bortezomib / Dexamethasone
2011-004653-31-DE,Alisporivir / Peginterferon alfa-2a / Ribavirin
2011-004657-11-IT,Eltrombopag olamine
2011-004659-37-BE,Olodaterol / Tiotropium
2011-004660-30-AT,Olodaterol / Tiotropium
2011-004665-32-IT,Insulin degludec / Liraglutide
2011-004666-15-DE,Tranexamic acid
2011-004667-76-SE,Pemirolast
2011-004668-31-BE,Guanfacine hydrochloride
2011-004670-28-DK,Melatonin
2011-004671-37-ES,Dacomitinib
2011-004676-11-RO,Paliperidone
2011-004681-15-AT,Bezafibrate
2011-004682-32-IT,Botulinum toxin type a
2011-004683-30-NL,Sorafenib
2011-004687-30-CZ,Fluorouracil / Irinotecan
2011-004690-87-SK,Lanicemine
2011-004692-36-ES,Varenicline
2011-004695-11-BE,Peginterferon alfa-2a / Peginterferon lambda-1a / Ribavirin / Telaprevir
2011-004697-28-CZ,Pentoxifylline
2011-004698-98-AT,Lenalidomide
2011-004701-24-IT,Vandetanib
2011-004702-17-IE,Levobupivacaine
2011-004704-38-DE,Afatinib / Paclitaxel / Trastuzumab
2011-004710-42-BE,Olodaterol / Tiotropium
2011-004711-23-GB,Articaine hydrochloride
2011-004712-32-FR,Cabazitaxel
2011-004714-41-DE,Paclitaxel / Pertuzumab
2011-004724-35-BE,Peginterferon alfa-2a / Ribavirin / Telaprevir
2011-004725-27-GB,Sodium alginate / Sodium bicarbonate
2011-004728-36-BE,Obeticholic acid
2011-004729-29-ES,Ofatumumab
2011-004730-34-IT,Fludarabine / Rituximab / Thiotepa / Treosulfan
2011-004742-18-BG,Lipegfilgrastim
2011-004745-40-GB,Azithromycin / Metronidazole
2011-004748-23-DK,Clopidogrel
2011-004749-41-NL,Bicalutamide / Leuprorelin
2011-004755-39-PT,Bevacizumab
2011-004759-37-HU,Beclometasone / Formoterol / Glycopyrronium
2011-004760-29-ES,Acetylsalicylic acid
2011-004762-15-NL,Haloperidol
2011-004765-32-BE,Levocarnitine
2011-004770-28-LT,Levocarnitine
2011-004779-35-IE,Ivabradine
2011-004780-75-GB,Abt-126
2011-004783-30-BE,Plerixafor
2011-004787-30-DE,Fingolimod / Interferon
2011-004791-11-CZ,Ivermectin / Metronidazole
2011-004792-36-AT,Docetaxel / Nivolumab
2011-004795-11-BE,Bortezomib
2011-004797-28-NO,Methyl aminolevulinate
2011-004798-99-DE,Pyrimethamine
2011-004803-19-SE,Verdiperstat
2011-004808-37-IT,Clarithromycin
2011-004810-41-PL,Boceprevir / Peginterferon alfa-2a / Ribavirin
2011-004811-21-BE,Sildenafil
2011-004812-40-IT,Tralokinumab
2011-004815-22-DK,Enalapril / Methylphenidate hydrochloride
2011-004822-85-AT,Cyclophosphamide / Docetaxel / Epirubicin / Letrozole
2011-004825-29-ES,Rotigotine
2011-004826-87-ES,Amisulpride / Aripiprazole / Asenapine / Chlorpromazine / Clozapine / Droperidol / Flupentixol / Fluphenazine / Levomepromazine / Olanzapine / Periciazine / Perphenazine / Pimozide / Pipotiazine palmitate / Quetiapine / Sertindole / Tiapride / Trifluoperazine / Ziprasidone / Zuclopenthixol
2011-004829-27-SE,Bupivacaine / Bupivacaine hydrochloride / Epinephrine / Fentanyl / Metformin hydrochloride / Ropivacaine / Sufentanil
2011-004830-32-ES,Bilastine
2011-004834-32-IT,Procaine
2011-004835-30-DK,Bendamustine / Rituximab
2011-004836-76-SE,Buserelin
2011-004847-35-DE,Everolimus / Prednisone
2011-004853-18-BE,Ataluren
2011-004854-25-GB,Everolimus
2011-004860-31-AT,Duloxetine / Escitalopram / Mirtazapine / Venlafaxine
2011-004867-65-ES,Mavoglurant
2011-004870-26-DE,Glycopyrronium / Tiotropium
2011-004885-14-BE,Daclatasvir / Peginterferon alfa-2a / Peginterferon lambda-1a / Ribavirin
2011-004886-34-CZ,Fluticasone
2011-004887-31-GB,Fluticasone
2011-004889-15-BE,Paliperidone
2011-004890-10-GB,Cholecalciferol / Colecalciferol
2011-004893-28-IT,Clofarabine
2011-004895-13-AT,Midazolam
2011-004906-12-DK,Hetastarch
2011-004908-37-IT,Rituximab
2011-004912-43-AT,Fludarabine / Lenalidomide / Rituximab
2011-004914-40-IT,Tofacitinib
2011-004916-51-BE,Ibritumomab tiuxetan / Rituximab / Yttrium y 90 ibritumomab tiuxetan
2011-004923-11-BE,Capecitabine / Cisplatin / Epirubicin / Rilotumumab
2011-004927-11-HU,Doxorubicin
2011-004928-35-ES,Telaprevir
2011-004930-33-PT,Insulin aspart
2011-004935-30-IT,Abacavir sulfate / Efavirenz / Emtricitabine / Lamivudine / Tenofovir disoproxil / Tenofovir disoproxil fumarate / Zidovudine
2011-004936-75-GB,Losmapimod
2011-004942-16-HU,Gefitinib
2011-004943-32-IE,Cyclophosphamide / Docetaxel / Doxorubicin / Paclitaxel / Trastuzumab
2011-004953-17-DE,Pimecrolimus
2011-004955-38-NL,Liraglutide
2011-004959-39-SK,Ranibizumab
