_id,raw_sponsor,is_commercial
2014-004868-38-DE,Amgen Inc.,TRUE
2014-004869-24-CZ,Amgen Inc.,TRUE
2014-004872-47-SE,"Karolinska Institutet, Department of Laboratory Medicine, Clinical Physiology C1:82,Karolinska Univ. Hosp., Huddinge",FALSE
2014-004874-41-SE,Nordic MDS study group,FALSE
2014-004878-42-LV,"Minerva Neurosciences, Inc.",TRUE
2014-004879-23-DK,Bispebjerg Hospital,FALSE
2014-004882-26-BG,Nitto Denko Corporation,TRUE
2014-004884-19-GB,Kings College London / Guys and St Thomas NHS Foundation Trust,FALSE
2014-004886-26-BE,Alcon Research Ltd,TRUE
2014-004887-39-PL,"Samsung Bioepis Co., Ltd",TRUE
2014-004895-48-DE,Profil Institut fr Stoffwechselforschung GmbH,FALSE
2014-004897-40-DE,PHARM  Pharmaceutical Research Management srl,TRUE
2014-004898-16-AT,Medizinische Universitt Wien,FALSE
2014-004899-35-NL,Maastricht University,FALSE
2014-004900-31-DE,"Pfizer Inc, 235 East 42nd Street, New York, NY 10017",TRUE
2014-004902-13-SE,AstraZeneca AB,TRUE
2014-004904-31-BE,Mundipharma Pharmaceuticals B.V.,TRUE
2014-004909-33-GB,Manchester University NHS Foundation Trust,FALSE
2014-004915-35-DE,Novartis Pharma AG,TRUE
2014-004927-27-AT,"Med. Univ. Wien, Innere Med. I",FALSE
2014-004928-21-BE,Novartis Pharma Services AG,TRUE
2014-004932-20-BE,SCS Boehringer Ingelheim Comm.V,TRUE
2014-004937-15-GB,BIONOMICS LIMITED,TRUE
2014-004938-25-FR,Bayer HealthCare AG,TRUE
2014-004939-39-BE,Gilead Sciences International Ltd.,TRUE
2014-004940-36-ES,Sanofi-aventis Recherche  Dveloppement,TRUE
2014-004942-91-BE,Shionogi Ltd,TRUE
2014-004948-35-GB,Cambridge University Hospitals NHS Foundation Trust and the University of Cambridge,FALSE
2014-004951-30-FR,CHU de Clermont-Ferrand,FALSE
2014-004954-33-FI,Central Finland Hospital District,FALSE
2014-004958-34-GB,University of Leicester,FALSE
2014-004959-30-BE,SCS Boehringer Ingelheim Comm.V,TRUE
2014-004961-26-AT,McMaster University,FALSE
2014-004962-76-NL,Solenne BV,TRUE
2014-004964-39-NL,Sint Antonius Ziekenhuis,FALSE
2014-004972-49-DE,Novartis Pharma Services AG,TRUE
2014-004975-22-ES,Oral and Maxillofacial Surgery Department of Vall dHebron Hospital,FALSE
2014-004978-42-FR,CHU DE POITIERS,FALSE
2014-004981-52-DE,University Hospital Essen,FALSE
2014-004982-25-FR,GlaxoSmithKline Research and Development Ltd,TRUE
2014-004983-39-BG,"Melinta Therapeutics, Inc",TRUE
2014-004989-23-LT,"GTx, Inc.",TRUE
2014-004995-49-FR,Genzyme Corporation,TRUE
2014-004996-22-BE,Astellas Pharma Europe B.V.,TRUE
2014-005000-19-ES,Janssen-Cilag International N.V.,TRUE
2014-005001-20-ES,DR. ALEJANDRO SOUSA ESCANDN,FALSE
2014-005003-24-BE,Biogen Idec Research Limited,TRUE
2014-005004-21-DE,"Universittsklinikum Tbingen, STZ eyetrial am Department fr Augenheilkunde",FALSE
2014-005005-20-SE,Karolinska Institute,FALSE
2014-005006-38-ES,SOLTI,FALSE
2014-005010-31-IT,Insmed Inc.,TRUE
2014-005011-17-NL,Radboudumc,FALSE
2014-005012-42-BE,Intercept Pharmaceuticals Inc.,TRUE
2014-005016-42-IT,Dipartimento di Oncologia-Universit degli studi di Torino,FALSE
2014-005017-23-DE,Fondazione Michelangelo - Avanzamento dello studio e cura dei tumori,FALSE
2014-005018-47-IT,FONDAZIONE DEL PIEMONTE PER LONCOLOGIA IRCCS,FALSE
2014-005024-10-SE,Eli Lilly and Company,TRUE
2014-005026-35-FR,Centre Hospitalier Universitaire de Rennes,FALSE
2014-005028-92-DE,Adocia,TRUE
2014-005033-31-FR,Addmedica S.A.S,TRUE
2014-005035-13-GB,University of Edinburgh / NHS Lothian,FALSE
2014-005040-18-DK,"Kirurgisk afdeling, Nordsjllands Hospital",FALSE
2014-005041-41-GB,Janssen Sciences Ireland UC,TRUE
2014-005042-21-BE,Eli Lilly and Company,TRUE
2014-005045-53-SE,Landstinget Vstmanland,FALSE
2014-005047-40-DE,Sanofi-Aventis AG,TRUE
2014-005052-25-IT,AZIENDA OSPEDALIERA DI PADOVA,FALSE
2014-005057-39-BE,Ziarco Pharma Ltd,TRUE
2014-005060-15-BE,Merck KGaA,TRUE
2014-005062-30-ES,University Hospital Germans Trias i Pujol,FALSE
2014-005064-15-NL,Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital NKI-ALV,FALSE
2014-005067-32-BE,Eli Lilly and Company,TRUE
2014-005068-13-BE,Eli Lilly and Company,TRUE
2014-005069-60-AT,Medical Center - University of Freiburg,FALSE
2014-005070-11-PL,AbbVie Deutschland GmbH  Co. KG,TRUE
2014-005073-37-DK,"Department of Nuclear Medicine, Aalborg University Hospital",FALSE
2014-005074-11-GB,University Hospital South Manchester NHS Foundation Trust,FALSE
2014-005077-36-SE,rebro Lns Landsting,FALSE
2014-005079-10-BE,Tokai Pharmaceuticals Inc,TRUE
2014-005084-32-FR,AstraZeneca AB,TRUE
2014-005086-70-IT,SHIRE DEVELOPMENT LLC AND INTERNATIONAL AFFILIATES,TRUE
2014-005088-34-GB,Cardiff University,FALSE
2014-005093-11-FR,InnaVirVax,TRUE
2014-005095-28-IT,ISTITUTO SCIENTIFICO ROMAGNOLO PER LO STUDIO E LA CURA DEI TUMORI IRST S.R.L. IRCCS,FALSE
2014-005096-85-ES,Merckle GmbH,TRUE
2014-005097-11-BE,ETOP European Thoracic Oncology Platform,FALSE
2014-005098-35-NL,ETOP European Thoracic Oncology Platform,FALSE
2014-005099-27-ES,Institut de Recerca de lHospital de la Santa Creu i Sant Pau  IIB Sant Pau,FALSE
2014-005101-21-HR,Genera Research Ltd,TRUE
2014-005102-38-BE,SCS Boehringer Ingelheim Comm.V,TRUE
2014-005109-19-DE,University Hospital Tuebingen,FALSE
2014-005111-16-ES,Instituto de Investigaciones del Sueo,FALSE
2014-005112-42-FR,INSERM,FALSE
2014-005114-33-BE,UZ Leuven,FALSE
2014-005116-41-IT,University of Padova,FALSE
2014-005117-23-CZ,Boehringer Ingelheim RCV GmbH  Co. KG,TRUE
2014-005118-49-NL,Stichting Het Nederlands Kanker Instituut-Antoni van Leeuwenhoek Ziekenhuis,FALSE
2014-005119-17-AT,Bayer AG,TRUE
2014-005121-13-DE,University Hospital Regensburg,FALSE
2014-005123-27-IT,ISTITUTO SCIENTIFICO ROMAGNOLO PER LO STUDIO E LA CURA DEI TUMORI IRST S.R.L. IRCCS,FALSE
2014-005125-12-ES,"Dr. Albert Lecube, Ph.D., M.D.",FALSE
2014-005126-35-DE,GBG Forschungs GmbH,FALSE
2014-005127-27-NL,UMC Utrecht,FALSE
2014-005129-10-FI,Irina Elovaara,FALSE
2014-005137-32-DE,ENCELADUS Pharmaceuticals BV,TRUE
2014-005139-14-FR,Janssen-Cilag International N.V.,TRUE
2014-005140-18-IT,ENTE OSPEDALIERO OSPEDALI GALLIERA,FALSE
2014-005142-21-SK,Takeda Development Centre Europe Limited,TRUE
2014-005145-51-DE,Maastricht University Medical Centre,FALSE
2014-005147-40-BE,ViiV Healthcare UK Limited,TRUE
2014-005148-16-FR,ViiV Healthcare UK Limited,TRUE
2014-005149-40-FR,Laboratoire GlaxoSmithKline,TRUE
2014-005153-39-BE,"Lexicon Pharmaceuticals, Inc.",TRUE
2014-005156-26-ES,Dr. Enrique Alday,FALSE
2014-005162-29-NL,University of Insubria,FALSE
2014-005164-15-DE,"Klinikum der Universitt Mnchen, Medizinische Klinik und Poliklinik III",FALSE
2014-005169-63-PL,Nabriva Therapeutics AG,TRUE
2014-005170-11-BE,Cliniques universitaires Saint Luc,FALSE
2014-005172-28-PT,Montreal Heart Institute,FALSE
2014-005174-11-SE,Uppsala University Hospital,FALSE
2014-005179-10-GR,Charalampos Vlachopoulos,FALSE
2014-005186-73-DK,Bispebjerg University Hospital,FALSE
2014-005189-31-DK,Dept Hematology SLB Vejle / Dept Hematology SLB Vejle,FALSE
2014-005192-89-FI,Hospira UK Ltd.,TRUE
2014-005193-11-GB,Kings College London / Guys and St Thomas NHS Foundation Trust,FALSE
2014-005194-37-ES,Orphazyme ApS,TRUE
2014-005197-11-IT,AZIENDA OSPEDALIERA PAPA GIOVANNI XXIII,FALSE
2014-005199-27-BE,Eisai Ltd.,TRUE
2014-005200-13-BE,Ghent University,FALSE
2014-005206-37-PL,Janssen-Cilag International N.V.,TRUE
2014-005207-25-GB,Manchester University NHS Foundation Trust,FALSE
2014-005210-28-DE,University Medical Center Hamburg-Eppendorf,FALSE
2014-005215-16-BE,CHU Brugmann,FALSE
2014-005217-24-BE,"Gilead Sciences, Inc",TRUE
2014-005221-12-GB,NHS Greater Glasgow and Clyde / The University of Glasgow,FALSE
2014-005235-13-SE,Sahlgrenska University hospital of gothenburg Department of dermatology,FALSE
2014-005238-76-PT,Centro Hospitalar do Porto,FALSE
2014-005239-15-DE,Charit - Universittsmedizin Berlin,FALSE
2014-005241-45-BE,"Merck Sharp  Dohme Corp., a subsidiary of Merck  Co., Inc.",TRUE
2014-005244-17-IT,PPM SERVICES S.A.,TRUE
2014-005251-39-BE,"Pharma Mar S.A., Sociedad Unipersonal",TRUE
2014-005256-26-GR,Boehringer Ingelheim Ellas SA,TRUE
2014-005258-20-DE,Novartis Pharma GmbH,TRUE
2014-005259-20-ES,Investigacion Independiente,FALSE
2014-005260-15-BE,Faron Pharmaceuticals Ltd,TRUE
2014-005261-69-IT,RECKITT BENCKISER HEALTHCARE UK LIMITED,TRUE
2014-005263-33-DE,Medizinische Fakultt der Universitt Bonn,FALSE
2014-005264-14-FR,ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS AP-HP,FALSE
2014-005273-37-DE,Santen Oy,TRUE
2014-005277-36-ES,Grupo Espaol Multidisciplicinar de Melanoma GEM,FALSE
2014-005279-10-GB,Allergan Ltd.,TRUE
2014-005281-30-PL,Allergan Ltd.,TRUE
2014-005286-69-FI,Kuopion yliopistollinen sairaala/Ensihoitokeskus,FALSE
2014-005287-15-DE,"Technische Universitt Mnchen, Fakultt fr Medizin",FALSE
2014-005289-31-IT,CHEMI S.P.A.,TRUE
2014-005296-81-BE,BioMarin Pharmaceutical Inc.,TRUE
2014-005297-12-DK,Bayer HealthCare AG,TRUE
2014-005299-26-BE,Janssen-Cilag International N.V.,TRUE
2014-005301-21-DE,Allergan Ltd.,TRUE
2014-005302-38-DE,Allergan Ltd.,TRUE
2014-005303-24-BE,Medytox Inc,TRUE
2014-005306-37-DE,AstraZeneca AB,TRUE
2014-005308-12-DK,"Region Sjlland, Slagelse Hospital",FALSE
2014-005310-28-FR,Bristol-Myers Squibb International Corporation,TRUE
2014-005317-23-GB,Tayside Medical Sciences Centre on behalf of University of Dundee  NHS Tayside,FALSE
2014-005318-50-DE,"AstraZeneca AB Karlebyhus, Astraalln, Sdertlje SE-151 85, Sweden",TRUE
2014-005320-10-FR,CHU de DIJON,FALSE
2014-005323-27-GB,University of Michigan,FALSE
2014-005324-10-PT,"CELLTRION, Inc.",TRUE
2014-005325-12-BE,"Onyx Therapeutics, Inc. an Amgen Inc. subsidiary",TRUE
2014-005327-27-DE,Robugen GmbH / Robugen GmbH,TRUE
2014-005329-11-DK,Flexion Therapeutics,TRUE
2014-005330-58-DE,SAKK Schweizerische Arbeitsgemeinschaft fr klinische Krebsforschung,FALSE
2014-005331-14-ES,IVI Madrid,FALSE
2014-005337-31-BE,CHU Brugmann,FALSE
2014-005338-74-LT,Novartis Pharma Services AG,TRUE
2014-005339-15-BE,Novartis Pharma Services AG,TRUE
2014-005341-44-AT,Medical University of Graz,FALSE
2014-005344-17-DE,"Department of Anesthesiology and Operative Intensive Care Medicine, Charit CBF",FALSE
2014-005345-50-CZ,Masarykv onkologick stav,FALSE
2014-005350-19-ES,Grupo de Tratamiento de los Tumores Digestivos TTD,FALSE
2014-005352-25-BE,KU Leuven,FALSE
2014-005355-83-BE,"PTC Therapeutics, Inc.",TRUE
2014-005363-33-NL,VU university medical center,FALSE
2014-005364-14-IT,ISTITUTO EUROPEO DI ONCOLOGIA,FALSE
2014-005366-30-FI,University of Helsinki,FALSE
2014-005367-32-IT,FONDAZIONE IRCCS ISTITUTO NEUROLOGICO CARLO BESTA,FALSE
2014-005368-13-DE,Archigen Biotech Limited,TRUE
2014-005369-64-ES,Consorci MAr Parc de Salut de Barcelona,FALSE
2014-005370-11-BE,University Hospitals Leuven,FALSE
2014-005375-91-IE,Novo Nordisk A/S,TRUE
2014-005376-29-BE,"Academic Medical Center, Gastroenterology",FALSE
2014-005377-36-FI,"AstraZeneca AB, RD Mlndal",TRUE
2014-005378-12-BG,Institut de Recherche Internationales Servier,TRUE
2014-005379-10-ES,Emiliano Hernndez Galilea,FALSE
2014-005382-79-IT,FONDAZIONE ITALIANA LINFOMI ONLUS,FALSE
2014-005383-14-DK,Aarhus University Hospital,FALSE
2014-005384-33-DE,PIQUR Therapeutics AG,TRUE
2014-005386-67-BE,Amgen Inc.,TRUE
2014-005387-15-BE,ETOP IBCSG Partners Foundation,FALSE
2014-005388-34-IT,AZIENDA OSPEDALIERA DI PADOVA,FALSE
2014-005389-31-IT,HPITAUX UNIVERSITAIRES DE GENVE,FALSE
2014-005390-36-GB,The University of Liverpool,FALSE
2014-005391-29-AT,Medical University of Vienna,FALSE
2014-005394-37-BE,"Millennium Pharmaceuticals, Inc.",TRUE
2014-005396-82-BE,PIERRE FABRE MEDICAMENT,TRUE
2014-005407-24-CZ,IKEM,FALSE
2014-005411-16-BE,Exalenz Bioscience Ltd.,TRUE
2014-005413-23-BE,"Cytokinetics, Inc.",TRUE
2014-005416-42-SE,Uppsala University. Department of Womens and childrens health,FALSE
2014-005418-45-SE,Christine Bengtsson / Solveig Wllberg-Jonsson,FALSE
2014-005419-18-ES,silvia sanchez ramon,FALSE
2014-005420-10-GB,AstraZeneca  AB,TRUE
2014-005422-35-GB,Imperial College London-Imperial College Healthcare NHS Trust,FALSE
2014-005424-97-FR,NOVARTIS PHARMA SAS,TRUE
2014-005425-13-FR,Hospices Civils de Lyon,FALSE
2014-005428-81-FR,ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS AP-HP,FALSE
2014-005429-11-BE,Eli Lilly and Company,TRUE
2014-005431-13-FI,Tampere University Hospital,FALSE
2014-005432-33-IT,ULTRAGENYX PHARMACEUTICAL INC.,TRUE
2014-005438-69-LV,F. Hoffman-La Roche Ltd.,TRUE
2014-005439-15-NO,Akershus University Hospital,FALSE
2014-005440-17-DE,Private Universitt Witten/Herdecke gGmbH,FALSE
2014-005443-40-BE,Academic Medical Center/ Gastroenterology,FALSE
2014-005448-17-GB,Janssen Sciences Ireland UC,TRUE
2014-005450-19-PL,MedImmune LLC a wholly owned subsidiary of AstraZeneca PLC,TRUE
2014-005452-26-NO,OptiNose AS,TRUE
2014-005454-19-NL,Erasmus MC,FALSE
2014-005459-13-BE,"Infinity Pharmaceuticals, Inc.",TRUE
2014-005462-30-HU,The Medicines Company,TRUE
2014-005467-32-NL,Haga Teaching Hospital,FALSE
2014-005468-14-AT,"Medical University of Vienna, Department of Clinical Pharmacology",FALSE
2014-005469-58-BE,Ghent University Hospital,FALSE
2014-005471-88-ES,"INMUNOTEK, S.L.",TRUE
2014-005472-29-IT,AZIENDA OSPEDALIERO-UNIVERSITARIA MEYER,FALSE
2014-005473-36-DE,Universittsklinikum Freiburg,FALSE
2014-005474-11-IT,"USS Centro di Fisiopatologia della Riproduzione, A.O. Papa Giovanni XXIII",FALSE
2014-005475-86-GB,The Newcastle upon Tyne Hospitals NHS Foundation Trust,FALSE
2014-005477-37-SE,Baxalta Innovations GmbH,TRUE
2014-005484-32-SE,Lund University,FALSE
2014-005486-75-BE,Eli Lilly and Company,TRUE
2014-005487-15-DE,Jazz Pharmaceuticals Inc.,TRUE
2014-005489-31-FI,Jazz Pharmaceuticals Inc.,TRUE
2014-005490-37-BE,F. Hoffmann-La Roche Ltd,TRUE
2014-005491-28-ES,"Roche Farma, S.A  en nombre de F. Hoffmann-La Roche Ltd",TRUE
2014-005493-11-FR,Centre Hospitalier de Pau,FALSE
2014-005496-87-GR,Baxalta Innovations GmbH,TRUE
2014-005498-35-PL,The Office of Interventional Cardiovascular Research and Clinical Trials at Icahn School of Medicine at Mount Sinai,FALSE
2014-005508-62-IT,ISTITUTI FISIOTERAPICI OSPITALIERI,FALSE
2014-005510-34-DE,Medicines for Malaria Venture,FALSE
2014-005514-31-DE,Jazz Pharmaceuticals Inc.,TRUE
2014-005515-16-FI,Jazz Pharmaceuticals Inc.,TRUE
2014-005518-44-DE,Dermapharm AG,TRUE
2014-005519-18-DE,Dermapharm AG,TRUE
2014-005521-12-IT,FONDAZIONE IRCCS CA GRANDA OSPEDALE MAGGIORE POLICLINICO,FALSE
2014-005523-27-ES,INSTITUTO DE INVESTIGACIONES BIOMEDICAS AUGUST PI I SUNYER IDIBAPS,FALSE
2014-005525-13-EE,"Merck Sharp  Dohme Corp., a subsidiary of Merck  Co., Inc.",TRUE
2014-005526-35-PL,Biotest AG,TRUE
2014-005527-27-DE,AbbVie Deutschland GmbH  Co. KG,TRUE
2014-005529-11-IE,Ultragenyx Pharmaceutical Inc.,TRUE
2014-005530-64-BE,Acerta Pharma B.V.,TRUE
2014-005531-13-DE,Univerity of Bonn,FALSE
2014-005534-55-FR,CHU de Nmes,FALSE
2014-005537-30-NL,Radboud university medical center,FALSE
2014-005541-50-FR,Sarcoma Alliance for Research Through Collaboration SARC,FALSE
2014-005544-18-ES,Protalix Ltd.,TRUE
2014-005548-17-FR,HOSPICES CIVILS DE LYON,FALSE
2014-005550-18-BE,"Merck Sharp  Dohme Corp., a subsidiary of Merck  Co., Inc.",TRUE
2014-005553-39-SE,Karolinska University Hospital,FALSE
2014-005554-20-NL,Radboud University Medical Center Nijmegen,FALSE
2014-005555-80-ES,Pierre Fabre Dermatologie represented by IRPF,TRUE
2014-005556-25-ES,Investigacion Independiente,FALSE
2014-005558-21-GB,Lumena Pharmaceuticals LLC,TRUE
2014-005559-16-ES,"Novartis Farmacutica, S.A.",TRUE
2014-005562-30-IT,PIAM FARMACEUTICI S.P.A.,TRUE
2014-005567-33-HR,Menarini International Operations Luxembourg S.A.,TRUE
2014-005569-58-BE,Bayer HealthCare AG,TRUE
2014-005571-89-PL,Futura Medical Developments Ltd.,TRUE
2014-005572-28-FR,Chiesi Farmaceutici S.p.A.,TRUE
2014-005573-36-DE,Pierre Fabre Dermatologie represented by the Institut de Recherche Pierre Fabre IRPF,TRUE
2014-005574-11-DE,Nuvo Research GmbH,TRUE
2014-005575-84-FR,CHU de Clermont-Ferrand,FALSE
2014-005576-28-DE,VACCIBODY A.S.,TRUE
2014-005577-36-FI,Teijo Saari,FALSE
2014-005579-10-IT,IPSEN S.P.A.,TRUE
2014-005585-30-FR,ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS AP-HP,FALSE
2014-005586-75-ES,Gustave Roussy,FALSE
2014-005589-31-DK,"Department of infectious Diseases, Odense University Hospital",FALSE
2014-005593-11-AT,"University Hospital of Dermatology, Paracelsus Medical University",FALSE
2014-005594-36-GB,Portsmouth Hospitals NHS Trust,FALSE
2014-005595-28-DE,AIO-Studien-gGmbH,FALSE
2014-005596-90-NL,St. Lucas Andreas Hospital,FALSE
2014-005599-27-NL,Radboud University Medical Center Nijmegen,FALSE
2014-005603-25-BE,F. Hoffmann-La Roche Ltd,TRUE
2014-005606-38-BE,Janssen-Cilag International NV,TRUE
2014-005607-24-BE,Ipsen Innovation,TRUE
2014-005610-37-GB,Central Manchester University Hospitals NHS Foundation Trust,FALSE
2014-005611-16-NL,"Academic Medical Center, University of Amsterdam",FALSE
2014-005612-41-NL,Meander Medical Centre,FALSE
2014-005613-24-ES,Fundacin Investigacin Biomdica Hospital Universitario Puerta de Hierro,FALSE
2014-005614-29-GR,Celgene Corporation,TRUE
2014-005615-17-SE,Verona Pharma plc,TRUE
2014-005619-18-DE,Takeda Development Centre Europe Ltd.,TRUE
2014-005623-27-BE,"Rhythm Pharmaceuticals, Inc.",TRUE
2014-005624-98-IT,BIOGEN IDEC RESEARCH LIMITED,TRUE
2014-005630-60-DE,Biotie Therapies Inc.a wholly owned subsidiary of Acorda Therapeutics Inc.,TRUE
2014-005634-59-DK,Aarhus University Hospital,FALSE
2014-005635-14-LV,Dr. Falk Pharma GmbH,TRUE
2014-005639-15-PL,Novo Nordisk A/S,TRUE
2014-005640-18-DK,Kge Sygehus,FALSE
2014-005642-22-DK,Pia Jger,FALSE
2014-005651-89-DK,Kge Sygehus,FALSE
2014-005656-26-NL,Westfriesgasthuis,FALSE
2014-005657-39-FI,Tampere University Hospital,FALSE
2014-005658-20-BG,"FibroGen, Inc.",TRUE
2014-005659-19-GB,University of Birmingham,FALSE
2014-005663-32-BE,Novartis Pharma Services AG,TRUE
2014-005666-29-GB,4D Pharma,TRUE
2014-005671-92-BE,"Pearl Therapeutics, Inc.",TRUE
2014-005679-96-NL,"Scioderm, INC",TRUE
2014-005681-29-FR,Institut de Cancrologie de Lorraine Alexis Vautrin,FALSE
2014-005684-32-GB,The Royal Marsden NHS Foundation Trust,FALSE
2014-005685-30-GB,ApoPharma Inc.,TRUE
2014-005696-93-BE,Sanofi-aventis recherche  dveloppement,TRUE
2014-005697-10-IT,Fondazione Italiana Linfomi ONLUS,FALSE
2014-005700-24-AT,"Abteilung fr Augenheilkunde, AKH Linz",FALSE
2014-005701-20-NL,Leiden University Medical Center,FALSE
2014-005702-37-NL,Erasmus Medical Center,FALSE
2014-005722-35-DK,Glostrup University Hospital,FALSE
2014-005724-10-IT,STEALTH BIOTHERAPEUTICS,TRUE
2015-000050-38-EE,Novartis Pharma Services AG,TRUE
2015-000051-24-FI,Klaus Olkkola/University of Helsinki,FALSE
2015-000053-21-BE,FLUIDDA nv,TRUE
2015-000054-37-BE,Institute of Tropical Medicine,FALSE
2015-000056-23-NL,UMC Utrecht,FALSE
2015-000057-20-AT,B. Braun Melsungen AG,TRUE
2015-000060-34-FR,CHU de Nmes,FALSE
2015-000066-62-IT,MERCK SHARP  DOHME CORP. UNA SUSSIDIARIA DI MERCK  CO. INC.,TRUE
2015-000072-99-FI,Ilkka Helenius,FALSE
2015-000075-27-ES,"Horizon Therapeutics, LLC",TRUE
2015-000078-36-DK,Thomas Fichtner Bendtsen,FALSE
2015-000087-34-BE,Merckle GmbH,TRUE
2015-000089-72-IT,Policlinico Gemelli-CIC- UCSC,FALSE
2015-000091-10-DK,"Rigshospitalet, department of surgical Gastroenterology, C-Tx",FALSE
2015-000095-10-SE,Karolinska Institutet,FALSE
2015-000097-35-DE,Novartis Pharma Services AG,TRUE
2015-000102-19-DK,"Section for Surgical Pathophysiology, Rigshospitalet",FALSE
2015-000104-26-PT,Ultragenyx Pharmaceutical Inc.,TRUE
2015-000105-39-ES,Perle Bioscience Inc.,TRUE
2015-000106-19-ES,"Genentech, Inc",TRUE
2015-000107-94-FR,CHRU de Brest,FALSE
2015-000111-41-BE,AbbVie Deutschland GmbH  Co. KG,TRUE
2015-000114-22-BE,Novartis Pharma Services AG,TRUE
2015-000120-28-DK,RSPR Pharma AB,TRUE
2015-000125-36-DE,University Hospital Tbingen,FALSE
2015-000134-30-BE,Eli Lilly and Company,TRUE
2015-000140-42-BE,"Astellas Pharma Global Development, Inc. APGD",TRUE
2015-000142-29-FR,CHU CLERMONT-FERRAND,FALSE
2015-000148-40-GB,Plymouth Hospitals NHS Trust,FALSE
2015-000149-22-BE,Eli Lilly and Company,TRUE
2015-000159-26-ES,AstraZeneca AB,TRUE
2015-000160-34-GR,OmniVision GmbH,TRUE
2015-000162-59-FR,CHU Clermont-Ferrand,FALSE
2015-000167-14-IT,CELSION CORPORATION,TRUE
2015-000172-98-GB,The University of Leicester,FALSE
2015-000178-36-GB,University of New South Wales,FALSE
2015-000179-29-BE,Novartis Pharma Services AG,TRUE
2015-000180-13-NL,Medisch Centrum Haaglanden,FALSE
2015-000181-60-NL,Nutrinia Ltd.,FALSE
2015-000182-31-NL,CHDR,FALSE
2015-000185-59-FI,Merja Kokki,FALSE
2015-000188-15-LV,Allergopharma GmbH  Co. KG,TRUE
2015-000189-71-FR,CHU de Clermont-Ferrand,FALSE
2015-000190-12-CZ,Eli Lilly and Company,TRUE
2015-000192-27-NO,Oslo University Hospital,FALSE
2015-000193-35-FR,Centre Franois Baclesse,FALSE
2015-000194-12-IT,CONSORZIO ONCOTECH,FALSE
2015-000195-98-BE,HOVON Foundation,FALSE
2015-000196-27-GB,QMUL and Barts Health NHS trust,FALSE
2015-000197-35-IT,AOU DI BOLOGNA POLICLINICO S.ORSOLA-MALPIGHI,FALSE
2015-000199-86-DK,"University of Copenhagen, The Novo Nordisk Foundation Center For Basic Metabolic Research, section of Metabolic Genetic",FALSE
2015-000202-20-FR,Groupement des Hpitaux de lInstitut Catholique de Lille GHICL,FALSE
2015-000203-89-GR,Fondazione PENTA Onlus,FALSE
2015-000206-18-ES,"PharmaMar S.A., Sociedad Unipersonal",TRUE
2015-000207-13-GB,"Tayside Clinical Trials Unit, University of Dundee",FALSE
2015-000208-25-PL,Takeda Development Centre Europe Ltd.,TRUE
2015-000218-23-DK,"Aarhus University Hospital, Skejby",FALSE
2015-000221-37-BE,"Millennium Pharmaceuticals, Inc. Takeda",TRUE
2015-000222-11-GB,University College London,FALSE
2015-000223-85-SE,rebro University Hospital,FALSE
2015-000225-36-FI,Helsinki University Hospital,FALSE
2015-000229-35-IE,Beaumont Hospital,FALSE
2015-000230-29-BE,Bristol-Myers Squibb International Corporation,TRUE
2015-000232-15-ES,"Consorcio Hospital General Universitario de Valencia . Servicio de Anestesia , Reanimacion y tto del Dolor",FALSE
2015-000233-73-FI,Helsinki University Central Hospital,FALSE
2015-000239-34-HU,Medizinische Universitt Wien,FALSE
2015-000244-42-BE,KU Leuven,FALSE
2015-000246-34-ES,"Merck Sharp  Dohme Corp., a subsidiary of Merck  Co., Inc.",TRUE
2015-000251-24-ES,Fundacio Privada Clinic per a la Recerca Biomedica,FALSE
2015-000253-21-FR,Therabron Therapeutics Inc.,TRUE
2015-000263-14-GB,Walton Centre NHS Foundation Trust,FALSE
2015-000265-32-FI,Janne Rsnen,FALSE
2015-000266-64-BG,USV Private Limited,TRUE
2015-000268-32-DE,Universittsklinikum Erlangen,FALSE
2015-000269-30-AT,F. Hoffmann-La Roche Ltd,TRUE
2015-000270-36-SE,Ume University Hospital,FALSE
2015-000273-13-GB,University Hospitals of North Midlands NHS Trust,FALSE
2015-000274-35-ES,FUNDACI CLNIC PER A LA RECERCA BIOMDICA,FALSE
2015-000276-10-NL,Academisch Medisch Centrum bij de Universiteit van Amsterdam AMC,FALSE
2015-000277-12-PL,Janssen-Cilag International N.V.,TRUE
2015-000284-14-GB,University of Calgary,FALSE
2015-000287-34-DE,"Arog Pharmaceuticals, Inc.",TRUE
2015-000288-16-BE,Janssen-Cilag International N.V.,TRUE
2015-000289-67-BE,Janssen-Cilag International N.V.,TRUE
2015-000290-12-ES,Clnica IVI Barcelona,FALSE
2015-000294-13-BE,"Merck Sharp  Dohme Corp., a subsidiary of Merck  Co., Inc.",TRUE
2015-000295-94-NO,St Olavs University Hospital,FALSE
2015-000298-11-IT,AZIENDA OSPEDALIERA ISTITUTI OSPITALIERI DI CREMONA,FALSE
2015-000301-40-GB,Queen Mary University of London,FALSE
2015-000303-21-IT,Biogen Idec Italia S.r.l.,TRUE
2015-000306-18-PL,"Minerva Neurosciences, Inc.",TRUE
2015-000307-10-DK,Oslo university hospital,FALSE
