raw_substance,substance_clean,substance_salt,substance_type,match_status,confidence,decided_by,n_trials
Metoject,Methotrexate,sodium,,accepted,1,registry,1
"Metoject 10 mg=0,2 ml oplossing voor injectie, voorgevulde injectiespuit 50 mg",Methotrexate,sodium,,accepted,1,registry,1
"Metoject 12,5 mg=0,25 ml oplossing voor injectie, voorgevulde injectiespuit 50 mg",Methotrexate,sodium,,accepted,1,registry,1
"Metoject 15 mg=0,3 ml oplossing voor injectie, voorgevulde injectiespuit 50 mg",Methotrexate,sodium,,accepted,1,registry,1
"Metoject 17,5 mg=0,35 ml oplossing voor injectie, voorgevulde injectiespuit 50 mg",Methotrexate,sodium,,accepted,1,registry,1
"Metoject 20 mg=0,4 ml oplossing voor injectie, voorgevulde injectiespuit 50 mg",Methotrexate,sodium,,accepted,1,registry,1
"Metoject 22,5 mg=0,45 ml oplossing voor injectie, voorgevulde injectiespuit 50 mg",Methotrexate,sodium,,accepted,1,registry,1
"Metoject 25 mg=0,5 ml oplossing voor injectie, voorgevulde injectiespuit 50 mg",Methotrexate,sodium,,accepted,1,registry,1
"Metoject 7,5 mg=0,15 ml oplossing voor injectie, voorgevulde injectiespuit 50 mg",Methotrexate,sodium,,accepted,1,registry,1
"Metoject PEN 10 mg=0,2 ml oplossing voor injectie in een voorgevulde pen",Methotrexate,sodium,,accepted,1,registry,1
"Metoject PEN 12,5 mg=0,25 ml oplossing voor injectie in een voorgevulde pen",Methotrexate,sodium,,accepted,1,registry,1
"Metoject PEN 15 mg=0,3 ml oplossing voor injectie in een voorgevulde pen",Methotrexate,sodium,,accepted,1,registry,1
"Metoject PEN 17,5 mg=0,35 ml oplossing voor injectie in een voorgevulde pen",Methotrexate,sodium,,accepted,1,registry,1
"Metoject PEN 20 mg=0,4 ml oplossing voor injectie in een voorgevulde pen",Methotrexate,sodium,,accepted,1,registry,1
"Metoject PEN 22,5 mg=0,45 ml oplossing voor injectie in een voorgevulde pen",Methotrexate,sodium,,accepted,1,registry,1
"Metoject PEN 25 mg=0,5 ml oplossing voor injectie in een voorgevulde pen",Methotrexate,sodium,,accepted,1,registry,1
"Metoject PEN 7,5 mg=0,15 ml oplossing voor injectie in een voorgevulde pen",Methotrexate,sodium,,accepted,1,registry,1
Metolazone,Metolazone,,,accepted,1,registry,1
Metoprolol tartate,Metoprolol,,,accepted,1,registry,1
"Metoprololsuccinat ""Polpharma"", depottabletter",Metoprolol,,,accepted,0.95,model,1
"Metoprololsuccinat 47,5 mg",Metoprolol,,,accepted,0.95,model,1
Metoprololsuccinat AL 190 mg Retardtabletten,Metoprolol,,,accepted,0.9,model,1
"Metoprololsuccinat STADA® 47,5 mg Retardtabletten",Metoprolol,,,accepted,0.95,model,1
Metoprololsuccinate,Metoprolol,,,accepted,0.98,model,1
Metoprololum,Metoprolol,,,accepted,0.9,model,1
Metother 50 mg,Methotrexate,sodium,,accepted,0.7,model,1
Metotreksaatti,Methotrexate,sodium,,accepted,0.95,model,1
Metotrexato,Methotrexate,sodium,,accepted,1,registry,1
Metreleptin for injection (placebo),Placebo,,placebo,accepted,1,registry,1
Metronidaziole,Metronidazole,hydrochloride,,accepted,0.9,model,1
Metronidazol,Metronidazole,hydrochloride,,accepted,1,registry,1
Metronidazol 5 mg,Metronidazole,hydrochloride,,accepted,1,registry,1
"Metronidazol Aurobindo 500 mg, filmomhulde tabletten",Metronidazole,hydrochloride,,accepted,1,registry,1
Metronidazol NORMON 250 mg comprimidos EFG,Metronidazole,hydrochloride,,accepted,1,registry,1
Metronidazol Normon 250 mg comprimidos EFG,Metronidazole,hydrochloride,,accepted,1,registry,1
"Metronidazol ”Baxter” Viaflo, infusionsvæske, opløsning",Metronidazole,hydrochloride,,accepted,1,registry,1
Metronidazole + Bismuth oxide + Tetracycline hydrochloride,Metronidazole,hydrochloride,,accepted,1,registry,1
Metronidazole 10 Ointment,Metronidazole,hydrochloride,,accepted,1,registry,1
Metronidazole Biogaran 500 mg Placebo,Placebo,,placebo,accepted,1,registry,1
Metronidazole Braun 5 mg,Metronidazole,hydrochloride,,accepted,1,registry,1
Metronidazole Unifarma 5 mg,Metronidazole,hydrochloride,,accepted,1,registry,1
Metronidazole gel,Metronidazole,hydrochloride,,accepted,1,registry,1
"Metvix, creme",Methyl aminolevulinate,hydrochloride,,accepted,1,registry,1
Metycor 250 mg myke kapsler,Metyrapone,,,accepted,0.85,model,1
Metylenbltt,Methylene blue,anhydrous,,accepted,0.9,model,1
Metylprednisolon,Methylprednisolone,acetate,,accepted,0.9,model,1
Metyrapone HRA 250mg soft capsules,Metyrapone,,,accepted,1,registry,1
Metyrosine,Metyrosine,,,accepted,1,registry,1
Mexiletine,Mexiletine,hydrochloride,,accepted,1,registry,1
Mexiletine 62 mg hard capsules,Mexiletine,hydrochloride,,accepted,1,registry,1
Mexiletine 83 mg hard capsules,Mexiletine,hydrochloride,,accepted,1,registry,1
Mexiletine hydrochloride HCl,Mexiletine,hydrochloride,,accepted,1,registry,1
Mezagitamab placebo-matching injection administered SC,Placebo,,placebo,accepted,1,registry,1
MgSO4,Magnesium sulfate,anhydrous,,accepted,1,registry,1
MiHA-TC-DC product,Minor histocompatibility antigen-loaded dendritic cell/t-cell product,,cell_or_gene_therapy,accepted,0.6,model,1
Michigan,A/michigan influenza strain,,vaccine,accepted,0.7,model,1
Micofenolato Mofetile Accord 250 mg capsule rigide,Mycophenolate mofetil,hydrochloride,,accepted,0.9,model,1
Micofenolato Mofetilo,Mycophenolate mofetil,hydrochloride,,accepted,0.98,model,1
Miconazole,Miconazole,nitrate,,accepted,1,registry,1
Miconazole 2_Fluprednidene 0.1,Miconazole,nitrate,,accepted,1,registry,1
Miconazole nitrate,Miconazole,nitrate,,accepted,1,registry,1
Micralax Enema,Sodium citrate,,,accepted,1,registry,1
"Microcristalline cellulose placebo identical to over-encapsulated ciprofloxacin EG 500 mg, with HPMC capsule, Vcaps plus, size 000, swedish orange",Placebo,,placebo,accepted,1,registry,1
Microcrystalline Cellulose (Avicel PH-102),Microcrystalline cellulose,,,accepted,0.95,model,1
"Microcrystalline Cellulose, Lactose Monohydrate, Magnesium Stearate (non bovine)",,,,rejected,,,1
"Microcrystalline cellulose
Magnesium stearate",,,,rejected,,,1
Microcrystalline cellulose 100mg,Microcrystalline cellulose,,,accepted,1,registry,1
Microcrystalline cellulose 200mg,Microcrystalline cellulose,,,accepted,1,registry,1
"Microcrystalline cellulose PH 102, Lactose, monohydrated, Crospovidone, Colloidal anhydrous silica, Vegetal magnesium stearate, Film coating",,,,rejected,,,1
Microcrystalline cellulose PH102 in capsules (for more informations see IMPD),Microcrystalline cellulose,,,accepted,0.9,model,1
Microcrystalline cellulose gelatin capsule,,,,rejected,,,1
"Microcrystalline cellulose, Lactose
monohydrate, Croscarmellose Sodium,
Hydroxypropyl cellulose, Citric acid monohydrate,
Magnesium Stearate",,,,rejected,,,1
"Microcrystalline cellulose, Lactose Monohydrate, Magnesium Stearate (non-bovine)",,,,rejected,,,1
"Microcrystalline cellulose, Lactose monohydrate, Magnesium Stearate (non-bovine)",,,,rejected,,,1
"Microcrystalline cellulose, Native corn starch, Citric acid anhydrous (E330)",,,,rejected,,,1
"Microcrystalline cellulose, Sodium Caprate",,,,rejected,,,1
"Microcrystalline cellulose, Sodium Chloride, Magnesium Stearate",Magnesium stearate|microcrystalline cellulose|sodium chloride,,supplement_or_excipient,accepted,0.6,model,1
"Microcrystalline cellulose, corn starch
Coating: copolymer of methacrylic acid and methyl acrylate, polysorbate 80, sodium lauryl sulfate, talc and triethyl citrate",,,,rejected,,,1
"Microcrystalline cellulose, lactose monohydrate, magnesium stearate (non bovine)",,,,unknown,,,1
"Microcrystalline cellulose, lactose monohydrate, magnesium stearate, colloidal anhydrous silica.
Coating: similar color to the reference, type Opadry HP II (assumption: Opadry white HP 85F18422)",,,,rejected,,,1
"Microcrystalline cellulose, magnesium stearate",,,,rejected,,,1
Microencapsulated ragweed pollen extract,Ragweed pollen extract,,diagnostic_agent,accepted,0.75,model,1
"Microgynon 30, 0,15 mg",Levonorgestrel|ethinylestradiol,,small_molecule,accepted,0.9,model,1
"Microgynon, 150 Mikrogramm",Levonorgestrel|ethinylestradiol,,small_molecule,accepted,0.9,model,1
Micronized Prednisolone,Prednisolone,acetate,,accepted,0.8,model,1
Micronized methylcellulose spray-dried intermediate in enteric-coated tablets,Methylcellulose,,,accepted,0.85,model,1
Midazolam 5 mg,Midazolam,hydrochloride,,accepted,1,registry,1
Midazolam Accord 1 mg,Midazolam,hydrochloride,,accepted,1,registry,1
Midazolam Aurobindo 5 mg,Midazolam,hydrochloride,,accepted,1,registry,1
Midazolam B. Braun 1 mg,Midazolam,hydrochloride,,accepted,1,registry,1
Midazolam Eugia 1 mg,Midazolam,hydrochloride,,accepted,1,registry,1
Midazolam Lek 1 mg,Midazolam,hydrochloride,,accepted,1,registry,1
Midazolam Medical Valley 10 mg munhålelösning,Midazolam,hydrochloride,,accepted,1,registry,1
Midazolam Panpharma,Midazolam,hydrochloride,,accepted,1,registry,1
Midazolam Rowa 2.5 mg oromucosal solution,Midazolam,hydrochloride,,accepted,1,registry,1
Midazolam Viatris 1 mg,Midazolam,hydrochloride,,accepted,1,registry,1
Midazolam Viatris 5 mg,Midazolam,hydrochloride,,accepted,1,registry,1
Midazolam hameln 5 mg,Midazolam,hydrochloride,,accepted,1,registry,1
Midazolam maleate,Midazolam,hydrochloride,,accepted,1,registry,1
Midodrine,Midodrine,hydrochloride,,accepted,1,registry,1
Mifegyn,Mifepristone,,,accepted,0.9,model,1
Mifegyne 200 mg Tabletten - DE,Mifepristone,,,accepted,1,registry,1
Mifegyne 200 mg comprimés - FR,Mifepristone,,,accepted,1,registry,1
Mifegyne 200 mg tabletten - NL,Mifepristone,,,accepted,1,registry,1
Mifegyne 200 mg tabletter,Mifepristone,,,accepted,1,registry,1
Mifepristone 50mg,Mifepristone,,,accepted,1,registry,1
"Miflonide Breezhaler, inhalationspulver, hård kapsel",Budesonide,,,accepted,0.9,model,1
Migalastat,Migalastat,hydrochloride,,accepted,1,registry,1
Migalastat Hydrochloride,Migalastat,hydrochloride,,accepted,1,registry,1
Migalastat Hydrochloride Dispersible Tablet,Migalastat,hydrochloride,,accepted,1,registry,1
Miglyol Oil,Medium-chain triglycerides,,,accepted,0.8,model,1
Mik tahansa Suomessa myyntiluvallinen statiinivalmiste,"Statin (unspecified, any finnish-authorised statin product)",,small_molecule,accepted,0.4,model,1
Milataxel,Milataxel,,,accepted,1,registry,1
Milciclib Maleate,Milciclib,maleate,,accepted,1,registry,1
Milciclib maleate,Milciclib,maleate,,accepted,1,registry,1
Milgamma mono 150,Benfotiamine,,,accepted,0.7,model,1
Milrinon Hikma 1 mg,Milrinone,lactate,,accepted,0.8,model,1
Milrinone,Milrinone,lactate,,accepted,1,registry,1
Milsaperidone,Milsaperidone,,small_molecule,accepted,0.5,model,1
"Milurit, 200 mg, tabletki",Allopurinol,sodium,,accepted,0.9,model,1
Milvexian Matching Placebo,Placebo,,placebo,accepted,1,registry,1
Mimpara,Cinacalcet,hydrochloride,,accepted,1,registry,1
Mindiab,Glipizide,,,accepted,0.7,model,1
Miniderm 20 % kräm,Urea,,,accepted,0.5,model,1
Miniderm Duo 20 mg,Miniderm duo,,unknown,accepted,0.3,model,1
"Minirin, 4 mikrogramy",Desmopressin,acetate,,accepted,1,registry,1
"Minirin, frysetørrede tabletter",Desmopressin,acetate,,accepted,1,registry,1
Minocyclin-ratiopharm 100 mg,Minocycline,hydrochloride,,accepted,0.95,model,1
Minocyclin-ratiopharm® 100 mg Hartkapseln,Minocycline,hydrochloride,,accepted,0.95,model,1
Minocycline EG 100 mg Filmtabletten,Minocycline,hydrochloride,,accepted,1,registry,1
Minocycline Hydrochloride dihydrate,Minocycline,hydrochloride,,accepted,1,registry,1
"Minocycline Teva 50 mg, omhulde tabletten",Minocycline,hydrochloride,,accepted,1,registry,1
Minoxidil 1 mg tablet,Minoxidil,,,accepted,1,registry,1
Minzasolmin,Minzasolmin,,,accepted,1,registry,1
Miochol®-E 10 mg,Acetylcholine,chloride,,accepted,1,registry,1
"Miochol®-E, 20mg, Powder and Solvent for instillation solution for intraocular use",Acetylcholine,chloride,,accepted,1,registry,1
Miovisin 20mg,Miovisin,,unknown,accepted,0.3,model,1
Mipomersen Sodium,Mipomersen,sodium,,accepted,1,registry,1
Mirabegron OCAS tablet 100 mg,Mirabegron,,,accepted,1,registry,1
Mirabegron OCAS tablet 50 mg,Mirabegron,,,accepted,1,registry,1
Miransertib,Miransertib,mesylate,,accepted,1,registry,1
Mirapex,Pramipexole dihydrochloride,monohydrate,,accepted,1,registry,1
Mirapexin,Pramipexole dihydrochloride,monohydrate,,accepted,0.6,model,1
Mirdametinib,Mirdametinib,,,accepted,1,registry,1
Mirena 20 mikrogram,Levonorgestrel,,,accepted,1,registry,1
Mirena 52 mg Intrauterine delivery system,Levonorgestrel,,,accepted,1,registry,1
Mirena IUS,Levonorgestrel,,,accepted,1,registry,1
Mirivadelgat,Mirivadelgat,,small_molecule,accepted,0.6,model,1
Mirtapil® 15 mg,Mirtazapine,,,accepted,0.8,model,1
Mirtazapin,Mirtazapine,,,accepted,1,registry,1
Mirtazapine 15mg tablet,Mirtazapine,,,accepted,1,registry,1
Mirvetuximab soravtansine,Mirvetuximab soravtansine,,,accepted,1,registry,1
MisoOne 400 mikrogramų tabletės,Misoprostol,,,accepted,0.9,model,1
Misodel,Misoprostol,,,accepted,0.9,model,1
Misoprostol 0.2mg,Misoprostol,,,accepted,1,registry,1
"Misoprostol, Cytotec",Misoprostol,,,accepted,1,registry,1
Mistletoe extract,Mistletoe extract,,biologic,accepted,0.6,model,1
Mitiperstat,Mitiperstat,,,accepted,1,registry,1
MitoQ,Mitoquinone mesylate,,,accepted,1,registry,1
"Mitomycin Substipharm 20 mg, pulver till injektions-",Mitomycin,,,accepted,1,registry,1
Mitomycin medac 1 mg,Mitomycin,,,accepted,1,registry,1
Mitomycin medac 40 mg powder and solvent for intravesical solution,Mitomycin,,,accepted,1,registry,1
"Mitomycin medac, 40 mg, jauhe ja liuotin liuosta varten, virtsarakkoon",Mitomycin,,,accepted,1,registry,1
"Mitomycin medac, 40 mg, pulver och vätska till intravesikal lösning",Mitomycin,,,accepted,1,registry,1
Mitomycin-c,Mitomycin,,,accepted,1,registry,1
"Mitomycine Accord 40 mg, poeder voor oplossing voor injectie",Mitomycin,,,accepted,1,registry,1
Mitomycine C,Mitomycin,,,accepted,1,registry,1
Mitoxana 1 g Powder for Sterile Concentrate,Ifosfamide,,,accepted,1,registry,1
Mitoxantron,Mitoxantrone,hydrochloride,,accepted,0.95,model,1
Mitoxantron Sandoz 2 mg,Mitoxantrone,hydrochloride,,accepted,0.9,model,1
Mitoxantrone Hydrochloride,Mitoxantrone,hydrochloride,,accepted,1,registry,1
Mivacron,Mivacurium,chloride,,accepted,1,registry,1
Mivacurio,Mivacurium,chloride,,accepted,0.95,model,1
"Mixture of 7 pnemococcal CRM 197 conjugate serotypes 4, 6B, 9V, 14, 18C, 19F,23F",Pneumococcal oligosaccharide serotype 18c|pneumococcal polysaccharide serotype 19f|pneumococcal polysaccharide serotype 23f|pneumococcal polysaccharide serotype 4|pneumococcal polysaccharide serotype 6b|pneumococcal polysaccharide serotype 9v|pneumococcal polysaccharide serotype 14,,,accepted,0.85,model,1
Mixture of Sesame oil,Sesame oil,,,accepted,0.9,model,1
"Mixture of allergen extracts of Dactylis glomerata, Lolium perenne, Phleum pratense and Poa pratensis",Dactylis glomerata|lolium perenne|phleum pratense|poa pratensis pollen allergen extract,,biologic,accepted,0.85,model,1
Mixture of modified allergen extracts of 6 grasses (MG01) and modified allergen extract of Juniperus oxycedrus (T521),6 grasses|juniperus oxycedrus allergen extract,,biologic,accepted,0.7,model,1
Mixture of modified allergen extracts of 6 grasses (MG01) and modified allergen extract of olive pollen (T517),Six-grass pollen allergen extract|olive pollen allergen extract,,biologic,accepted,0.7,model,1
"Mixture of: 50% hyaluronic acid, 49% DMEM without phenol red and 1% L-Alanine-L Glutamine",Hyaluronic acid|dmem|l-alanyl-l-glutamine,,small_molecule,accepted,0.6,model,1
Mk-8742,Elbasvir,,,accepted,1,registry,1
Mobilized peripheral blood stem cells from allogeneic donors depleted of TCR,Tcr-depleted allogeneic peripheral blood stem cells,,cell_or_gene_therapy,accepted,0.75,model,1
Mobocertinib,Mobocertinib,succinate,,accepted,1,registry,1
Mocravimod (KRP203),Mocravimod,hydrochloride,,accepted,1,registry,1
Modafinil Generis 100 mg comprimidos,Modafinil,,,accepted,1,registry,1
Modified Fluid Gelatine,Gelatin,,,accepted,0.7,model,1
Modified Vaccinia Ankara Virus expressing Apical Membrane Antigen 1,Mva ama1 malaria vaccine,,vaccine,accepted,0.8,model,1
Modified Vaccinia Ankara Virus expressing Mulitple Epitopes Thrombospondin Related Adhesion Protein,Modified vaccinia ankara expressing trap (multiple epitope) antigen,,vaccine,accepted,0.7,model,1
Modified allergen extract of D. pter 50 modified allergen extract of D.far 50,Dermatophagoides farinae|dermatophagoides pteronyssinus allergen extract,,biologic,accepted,0.85,model,1
Modified allergen extract of D.pter 50 modified allergen extract of D.far 50,Dermatophagoides farinae|dermatophagoides pteronyssinus allergen extract,,biologic,accepted,0.85,model,1
Modified allergen extract of Phleum pratense,Phleum pratense allergen extract,,diagnostic_agent,accepted,0.85,model,1
Modified fluid gelatine,Gelatin,,,accepted,0.8,model,1
Modified recombinant botulinum neurotoxin serotype A,,,,unknown,,,1
Modified vaccinia Ankara expressing merozoite surface protein 1 MSP1,Modified vaccinia ankara expressing merozoite surface protein 1 (msp1),,vaccine,accepted,0.9,model,1
Modified vaccinia Ankara virus expressing merozoite surface protein 1 MSP1,Modified vaccinia ankara expressing merozoite surface protein 1 (msp1),,vaccine,accepted,0.9,model,1
Modified-release phosphatidylcholine,Phosphatidylcholine,,,accepted,1,registry,1
Modigraf,Tacrolimus,,,accepted,0.85,model,1
Modigraf 0.2 mg granules for oral suspension,Tacrolimus,,,accepted,0.9,model,1
"Modigraf 0.2 mg oral granules, suspension",Tacrolimus,,,accepted,0.9,model,1
Modigraf 1 mg granules for oral suspension,Tacrolimus,,,accepted,0.9,model,1
Modiodal,Modafinil,,,accepted,1,registry,1
Modiodal 100 mg tabletten,Modafinil,,,accepted,1,registry,1
Moduretic,Amiloride|hydrochlorothiazide,,small_molecule,accepted,0.85,model,1
Moli1901,Lancovutide,,,accepted,1,registry,1
Molnupiravir Matching placebo tablets,Placebo,,placebo,accepted,1,registry,1
MomeGalen 1 mg,Mometasone,furoate,,accepted,0.7,model,1
MometaHEXAL 50 Mikrogramm,Mometasone,furoate,,accepted,0.95,model,1
"MometaHEXAL Heuschnupfenspray, 50 Mikrogramm",Mometasone,furoate,,accepted,0.95,model,1
Mometansone Furoate,Mometasone,furoate,,accepted,0.9,model,1
Mometasona cinfa 50 microgramos,Mometasone,furoate,,accepted,0.9,model,1
Mometasona furoato Kern Pharma 50 microgramos suspensión para pulverización nasal,Mometasone,furoate,,accepted,0.85,model,1
Mometasone Fouroate,Mometasone,furoate,,accepted,1,registry,1
Mometasone Furoate MDI 100mcg,Mometasone,furoate,,accepted,1,registry,1
Mometasone Furoate MDI 200mcg,Mometasone,furoate,,accepted,1,registry,1
Mometasone Furoate Monohydrate,Mometasone,furoate,,accepted,1,registry,1
Mometasone furoate 0.1 ointment containing 1 mg mometasone furoate,Mometasone,furoate,,accepted,1,registry,1
Mometasone furoate 0.1 rich cream containing 1 mg mometasone furoate,Mometasone,furoate,,accepted,1,registry,1
Mometasonfuroaat Teva 50 microgram,Mometasone,furoate,,accepted,0.9,model,1
Mometasonfuroat,Mometasone,furoate,,accepted,0.95,model,1
Mometasonfuroat-ratiopharm® 50 Mikrogramm,Mometasone,furoate,,accepted,0.95,model,1
Monoamine oxidase B inhibitors,Monoamine oxidase b inhibitors,,unknown,accepted,0.3,model,1
Monoammonium Glycyrrhizate,Monoammonium glycyrrhizinate,ammonium,small_molecule,accepted,0.8,model,1
Monocaprin dental paste,Monocaprin,,small_molecule,accepted,0.8,model,1
Monocaprinum INN,Monocaprin,,small_molecule,accepted,0.8,model,1
Monocarpin gel,Monocaprin,,small_molecule,accepted,0.6,model,1
Monochloroacetic acid,Monochloroacetic acid,,small_molecule,accepted,0.85,model,1
Monoclonal antibodies,Monoclonal antibodies,,biologic,accepted,0.3,model,1
Monofer 100 mg,Iron isomaltoside 1000,,,accepted,1,registry,1
Mononuclear cells M2RLAB,Mononuclear cells m2rlab,,cell_or_gene_therapy,accepted,0.6,model,1
"Monopex, øjendråber, opløsning, enkeltdosisbeholder",Latanoprost,,,accepted,0.9,model,1
Monophosphoryl Lipid A,Monophosphoryl lipid a,,vaccine,accepted,0.7,model,1
"Monoprost, øjendråber, opløsning",Latanoprost,,,accepted,0.97,model,1
Monores® 20 microgrammi Compresse,Terlipressin,,,accepted,0.4,model,1
Montanide ISA 51 VG,Incomplete freund's adjuvant,,,accepted,1,registry,1
Montelukast 10 mg capsulas,Montelukast,sodium,,accepted,1,registry,1
Montelukast 10mg tablet,Montelukast,sodium,,accepted,1,registry,1
Montelukast 30 mg placebo buccal film,Placebo,,placebo,accepted,1,registry,1
Montelukast A,Montelukast,sodium,,accepted,1,registry,1
Montelukast B,Montelukast,sodium,,accepted,1,registry,1
Montelukast D,Montelukast,sodium,,accepted,1,registry,1
Montelukast Krka,Montelukast,sodium,,accepted,1,registry,1
Montelukast Sodium Tablets,Montelukast,sodium,,accepted,1,registry,1
Montelukast Teva 10 mg comprimidos recubiertos con película EFG,Montelukast,sodium,,accepted,1,registry,1
Montelukast film,Montelukast,sodium,,accepted,1,registry,1
"Monuril 3000, granulaat voor drank 3 g",Fosfomycin tromethamine,,,accepted,1,registry,1
Morfin Orion,Morphine,,,accepted,0.9,model,1
Morfin Special 10mg,Morphine,,,accepted,0.9,model,1
Morfina Cloridrato Monico,Morphine,,,accepted,0.95,model,1
Morfina cloridrato S.A.L.F. 10 mg,Morphine,,,accepted,0.95,model,1
Morfine HCl CF,Morphine,,,accepted,0.9,model,1
Morfine HCl retard CF 10 mg,Morphine,,,accepted,0.9,model,1
Morfine sulfaat,Morphine,,,accepted,0.95,model,1
"Morfinesulfaat Sandoz 10 mg, tabletten",Morphine,,,accepted,0.95,model,1
Morfinhydroklorid,Morphine,,,accepted,0.9,model,1
Morphin,Morphine,,,accepted,0.9,model,1
Morphin Merck Tropfen 2,Morphine,,,accepted,0.85,model,1
Morphin-hameln 100 mg Injektionslösung,Morphine,,,accepted,0.85,model,1
Morphine 10mg in 1ml injection,Morphine,,,accepted,1,registry,1
Morphine 1mg,Morphine,,,accepted,1,registry,1
Morphine HCL Sterop,Morphine,,,accepted,1,registry,1
Morphine HCl,Morphine,,,accepted,1,registry,1
Morphine Mono,Morphine,,,accepted,1,registry,1
Morphine Sulfate,Morphine,,,accepted,1,registry,1
Morphine Sulfate 10mg,Morphine,,,accepted,1,registry,1
Morphine Sulphate BP,Morphine,,,accepted,1,registry,1
Morphine Sulphate Injection BP,Morphine,,,accepted,1,registry,1
Morphine Sulphate Pentahydrate,Morphine,,,accepted,1,registry,1
Morphine Unimedic 1 mg,Morphine,,,accepted,1,registry,1
Morphine chlorhidrate,Morphine,,,accepted,1,registry,1
Morphine hydrochloride trihydrate,Morphine,,,accepted,1,registry,1
Morphine- Naloxone,Morphine|naloxone,,small_molecule,accepted,0.85,model,1
Morphinhydrochlorid,Morphine,,,accepted,0.9,model,1
Morphinhydrochlorid-Trihydrat,Morphine,,,accepted,0.9,model,1
Motavizumab,Motavizumab,,,accepted,1,registry,1
Mounjaro 10 mg solution for injection in vial,Tirzepatide,,,accepted,1,registry,1
Mounjaro 15 mg solution for injection in pre-filled pen,Tirzepatide,,,accepted,1,registry,1
Mounjaro 2.5 mg solution for injection in vial,Tirzepatide,,,accepted,1,registry,1
Mounjaro 5 mg solution for injection in vial,Tirzepatide,,,accepted,1,registry,1
Mounjaro 7.5 mg solution for injection in vial,Tirzepatide,,,accepted,1,registry,1
Moventig,Naloxegol,oxalate,,accepted,0.85,model,1
Moventig 25 mg film-coated tablets,Naloxegol,oxalate,,accepted,0.95,model,1
Movicol,Macrogol 3350|potassium chloride|sodium bicarbonate|sodium chloride,,small_molecule,accepted,0.8,model,1
"Movicol Pediátrico Sabor Neutro 6,9 g polvo para solución oral en sobre.",Macrogol 3350|potassium chloride|sodium bicarbonate|sodium chloride,,small_molecule,accepted,0.8,model,1
"Movicolon Naturel 13,7 g, poeder voor drank",Polyethylene glycol 3350,,,accepted,0.7,model,1
Mowel 500 mg Filmtabletten,Mycophenolate mofetil,hydrochloride,,accepted,0.7,model,1
Moxaverine,Moxaverine,,,accepted,1,registry,1
"Moxifloxacin ""Accord"", filmovertrukne tabletter",Moxifloxacin,hydrochloride,,accepted,1,registry,1
Moxifloxacin Fresenius Kabi,Moxifloxacin,hydrochloride,,accepted,1,registry,1
Moxifloxacin hydrochlorid,Moxifloxacin,hydrochloride,,accepted,1,registry,1
Moxifloxacino Sandoz 400 mg comprimidos recubiertos con película EFG,Moxifloxacin,hydrochloride,,accepted,1,registry,1
Moxilen 500 mg hard capsules,Amoxicillin,,,accepted,0.85,model,1
Moxilfoxacin,Moxifloxacin,hydrochloride,,accepted,0.9,model,1
Moxonidine,Moxonidine,,,accepted,1,registry,1
Mrtx1719 matching placebo,Placebo,,placebo,accepted,1,registry,1
Mtalyse,Tenecteplase,,,accepted,0.7,model,1
Mtb72F,Mtb72f,,vaccine,accepted,0.8,model,1
Mthylprednisolone,Methylprednisolone,acetate,,accepted,0.95,model,1
MukoCell,Mukocell,,cell_or_gene_therapy,accepted,0.6,model,1
Multaq 400 mg film-coated tablets,Dronedarone,hydrochloride,,accepted,0.9,model,1
Multi Peptide Vaccine + XS 15,Multi-peptide vaccine with xs15 adjuvant,,vaccine,accepted,0.9,model,1
MultiStem,Multistem (multipotent adult progenitor cells),,cell_or_gene_therapy,accepted,0.7,model,1
Multiferon,Human leukocyte-derived interferon alfa,,biologic,accepted,0.8,model,1
Multihance,Gadobenate dimeglumine,,,accepted,1,registry,1
Multipeptide vaccine + XS15,Multi-peptide vaccine with xs15 adjuvant,,vaccine,accepted,0.9,model,1
Multiple IMPs,,,,rejected,,,1
Multivirus-specific T cells placebo,Placebo,,placebo,accepted,1,registry,1
Multivitamins and minerals,Multivitamins and minerals,,supplement_or_excipient,accepted,0.8,model,1
Mumps Virus,"Mumps virus, live attenuated",,,accepted,0.8,model,1
Mumps live vaccine,"Mumps virus, live attenuated",,,accepted,0.85,model,1
"Mumps virus Jeryl Lynn level B strain live, attenuated","Mumps virus, live attenuated",,,accepted,0.5,model,1
"Mumps virus Jeryl lynn level B strain live, attenuated","Mumps virus, live attenuated",,,accepted,0.6,model,1
"Mumps virus1 Jeryl Lynn Level B strain live, attenuated","Mumps virus, live attenuated",,,accepted,0.6,model,1
Muramyl tripeptide phosphatidyl ethanolamine,Mifamurtide,,,accepted,0.8,model,1
Muscoril,Thiocolchicoside,,,accepted,0.9,model,1
Mutaflor 10^8 CFU,Escherichia coli nissle 1917,,biologic,accepted,0.95,model,1
Mutagrip,"Influenza vaccine (trivalent, inactivated)",,vaccine,accepted,0.7,model,1
Muvalaplin,Muvalaplin,,,accepted,1,registry,1
"Mxitil, glule",Mexiletine,hydrochloride,,accepted,0.6,model,1
Mycobacterium obuense,Mycobacterium obuense (heat-killed whole cell),,biologic,accepted,0.9,model,1
Mycofenolaat mofetil,Mycophenolate mofetil,hydrochloride,,accepted,0.97,model,1
"Mycofenolaat mofetil Sandoz 250 mg, capsules, hard",Mycophenolate mofetil,hydrochloride,,accepted,0.95,model,1
