entity_id,canonical,legal_entity,parent,entity_type,confidence,decided_by,decided_at_utc,model_id,prompt_version,merged_into,note
ent_003058,Top Institute of Pharmaceutical Research,,,foundation,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003059,TopoTarget,TopoTarget A/S / TopoTarget Germany AG,,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003060,Toray Industries,"Toray Industries, Inc.",,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003061,Transave,"Transave, Inc.",,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003062,Transgene,Transgene S.A.,,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003063,Translational Oncology Research International,,,cooperative_group,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003064,Translational Research in Oncology,,,cooperative_group,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003065,Transposon Therapeutics,"Transposon Therapeutics, Inc",,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003066,Tranzyme,"Tranzyme, Inc.",,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003067,Trevena,"Trevena, Inc.",,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003068,Trevi Therapeutics,"Trevi Therapeutics, Inc.",,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003069,TrialNet Coordinating Center,,,network,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003070,Tricida,"Tricida, Inc.",,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003071,Trinity College Dublin,,,academic,0.8,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003072,Trio Medicines,Trio Medicines Ltd,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003073,Trophos,Trophos SA,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003074,Turku PET Centre,,,academic,0.7,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003075,Turku University Hospital,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003076,TurnSole Biologics,TurnSole Biologics Llc,,industry,0.88,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003077,Turning Point Therapeutics,Turning Point Therapeutics Inc.,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003078,Turun yliopistollinen keskussairaala,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003079,TweeSteden Hospital,,,hospital,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003080,U.O. Terapia Intensiva,,,unknown,0.4,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003081,UCB,,,industry,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003082,UCB Celltech,Celltech RD Ltd,UCB,industry,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003081,UCB Celltech is listed with parent UCB; same brand-level organisation.
ent_003083,UHCW NHS Trust,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003084,UK Children's Cancer Study Group,,,cooperative_group,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003085,UMC St Radboud,,,hospital,0.75,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_002617,"UMC St Radboud is the former name of Radboud University Medical Center (same hospital). Radboud University Nijmegen is the university, kept separate from its hospital."
ent_003086,UNION Therapeutics,UNION therapeutics A/S,,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003087,"UO Divisione Nefrologia, Dialisi e Trapianto renale",,,unknown,0.3,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003088,USL8,DIPARTIMENTO DI ONCOLOGIA MEDICA USL8,,public_body,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003089,UZ Brussel,Universitair Ziekenhuis Brussel,,hospital,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,ent_003138,UZ Brussel is the abbreviation of Universitair Ziekenhuis Brussel.
ent_003090,UZ Gent,,,hospital,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003091,UZ Leuven,Universitair Ziekenhuis Leuven,,hospital,0.93,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003092,UZ Leuven (Gasthuisberg),,,hospital,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003091,"Hospital variants (UZ Leuven, Gasthuisberg campus, Dutch/English forms) merge into 1; university names merge into 2; Leuven Research & Development is a distinct tech-transfer entity kept separate."
ent_003093,Ultragenyx,Ultragenyx Pharmaceutical Inc.,,industry,0.99,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003094,Umea University,,,academic,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003096,Umea universitet/Umea University are the same academic entity; Region Vasterbotten with/without diacritics merge; the combined 'Region X / Umea University' entries are distinct joint labels and Vasternorrland is a different region.
ent_003095,Umecrine Cognition,Umecrine Cognition AB,,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003096,Umeå universitet,,,academic,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003097,Uni-Pharma,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.,,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003098,Unicancer,,,cooperative_group,0.93,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003099,Unidad Integral de Investigacion en Oncologia,"Unidad Integral de Investigacion en Oncologia, S.L.",,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003100,Unidad de Gestion Clinica de Endocrinologia y Nutricion,,,hospital,0.5,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003101,Unidad de Investigacion en Tuberculosis de Barcelona,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003102,Unidade Local de Saude de Coimbra,Unidade Local De Saude De Coimbra E.P.E.,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003103,Unidade Local de Saude de Sao Jose,Unidade Local De Saude De Sao Jose E.P.E.,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003104,Unidade Local de Saude de Tras-os-Montes e Alto Douro,Unidade Local De Saude De Tras-Os-Montes E Alto Douro E.P.E.,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003105,Unidade Local de Saúde de Santa Maria,Unidade Local De Saude De Santa Maria E.P.E.,,hospital,0.75,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003106,Unimed Pharma,UNIMED PHARMA spol. s r. o.,,industry,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003107,United Bristol Healthcare NHS Trust,,,hospital,0.93,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003108,United Lincolnshire Hospitals NHS Trust,,,hospital,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003109,United Therapeutics,United Therapeutics Corporation,,industry,0.97,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003110,Unither Pharmaceuticals,,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003111,Unity Health Toronto,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003112,Univar,Univar B.V.,,industry,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003113,Universidad Autonoma de Madrid,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003114,Universidad Católica de Valencia,Facultad de medicina y ciencias de la salud,,academic,0.85,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003115,Universidad Complutense de Madrid,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003116,Universidad Rey Juan Carlos,,,academic,0.99,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003117,Universidad de Salamanca,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003118,Universidad de Valladolid,"IOBA, Facultad de Medicina",,academic,0.8,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003119,Universidade do Porto,Faculdade de Medicina da Universidade do Porto,,academic,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,ent_003249,Lisboa vs Porto oncology institutes are different cities. University of Porto = Universidade do Porto; its public health institute kept separate. Centro Hospitalar do Porto distinct.
ent_003120,Universita Cattolica del Sacro Cuore,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003121,Universita degli Studi Aldo Moro,,,academic,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003123,Both refer to the University of Bari Aldo Moro; entry 1 is a truncated form of the full official name in entry 2.
ent_003122,Universita degli Studi G. d'Annunzio Chieti-Pescara,,,academic,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003123,Universita degli Studi di Bari Aldo Moro,,,academic,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003124,Universita degli Studi di Ferrara,,,academic,0.75,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003125,Universita degli Studi di Firenze,,,academic,0.75,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003130,Entries 1-3 are variants of the University of Florence; entry 4 is a separate local health authority.
ent_003126,Universita degli Studi di Roma Tor Vergata,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003127,Universita degli Studi di Torino,,,academic,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003128,Universita degli Studi di Torino e Azienda Ospedaliera Citta della Salute e della Scienza di Torino,,,unknown,0.5,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003129,Universita del Piemonte Orientale,,,academic,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003130,Universita di Firenze,,,academic,0.7,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003131,Universita di Genova,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003132,Universita di Milano,,,academic,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003133,Universita di Perugia,,,academic,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003134,Universita di Torino,,,academic,0.55,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003135,Universitair Medisch Centrum Groningen,,,hospital,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003136,Universitair Medisch Centrum Utrecht,,,hospital,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,ent_003199,UMC Utrecht Dutch and English names are the same hospital; Utrecht University is a separate entity.
ent_003137,Universitair Ziekenhuis Antwerpen,,,hospital,0.93,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003138,Universitair Ziekenhuis Brussel,,,hospital,0.88,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003139,Universitair Ziekenhuis Gent,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,ent_001399,UZ Gent is the Dutch name of Ghent University Hospital; the university itself is a separate entity.
ent_003140,Universitair Ziekenhuis Leuven,"University Hospitals Leuven, Clinical Trial Centre",,hospital,0.8,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,ent_003091,"Hospital variants (UZ Leuven, Gasthuisberg campus, Dutch/English forms) merge into 1; university names merge into 2; Leuven Research & Development is a distinct tech-transfer entity kept separate."
ent_003141,Universitaire Ziekenhuizen Leuven,,,hospital,0.8,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,ent_003091,"Hospital variants (UZ Leuven, Gasthuisberg campus, Dutch/English forms) merge into 1; university names merge into 2; Leuven Research & Development is a distinct tech-transfer entity kept separate."
ent_003142,Universitares Herzzentrum,,,hospital,0.4,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003143,Universitat Mainz,,,academic,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003144,Universitat des Saarlandes,,,academic,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003145,Universitatsklinikum Aachen,,,hospital,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003315,Same hospital; second is the accent-stripped spelling.
ent_003146,Universitatsklinikum Giessen,,,hospital,0.75,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003147,Universitatsklinikum Heidelberg,,,hospital,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003323,"Heidelberg university (3,11) vs its medical faculty Heidelberg (1) vs Mannheim faculty (7,10) vs university hospital (2,9) kept distinct; others unrelated."
ent_003148,Universitatsklinikum Innsbruck,,,hospital,0.75,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003149,Universitatsklinikum Mannheim,,,hospital,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003326,Accent-stripped variant of the same hospital.
ent_003150,"Universitatsklinikum Schleswig-Holstein, Campus Kiel",,,hospital,0.75,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003331,"Same university hospital; entry 2 is a campus designation of UKSH, folded into the parent brand."
ent_003151,Universitatsklinikum Tubingen,,,hospital,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003333,"Entries 1,3,4 are accent/spelling variants of the Tubingen university hospital; entry 2 is the university, a separate legal entity."
ent_003152,Universitatsklinikum des Saarlandes,,,hospital,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003153,Universitatslehrkrankenhaus Hall in Tirol,,,hospital,0.7,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003154,Universitatsmedizin Mainz,,,academic,0.7,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003339,"Universitätsmedizin/Universitätsklinikum Mainz (the university medical center) forms one family under 1; the plain university names (Johannes Gutenberg-Universität Mainz, Universität Mainz) form a separate academic family under 3."
ent_003155,Universitatsspital Basel,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003156,Universite Catholique de Louvain,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003157,Universite Libre de Bruxelles,,,academic,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003158,Universiteit Antwerpen,,,academic,0.8,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003159,Universiteit Gent,,,academic,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003160,Universiteit Leiden,,,academic,0.85,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003161,Universiteit Twente,,,academic,0.93,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003162,Universiteit Utrecht,,,academic,0.8,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003163,Universiteit van Amsterdam,,,academic,0.8,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003164,Universitetet i Oslo,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,ent_003242,Norwegian and English names of Oslo University Hospital merge; University of Oslo/Universitetet i Oslo merge separately; OsloMet is distinct.
ent_003165,Universitetssjukhuset i Linköping,,,hospital,0.92,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003166,Universitetssjukhuset Örebro,,,hospital,0.93,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003167,Universitetssykehuset Nord-Norge,,,hospital,0.92,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003168,University Children's Hospital,,,hospital,0.5,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003169,University Clinic Internal Medicine I,,,hospital,0.4,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003170,University College Cork,,,academic,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003171,University College Dublin,,,academic,0.93,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003172,University College Hospital,,,hospital,0.5,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003173,University College Hospital Galway,,,hospital,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003174,University College London,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003175,University Eye Hospital,,,hospital,0.4,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003176,University Health Network,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003177,University Hospital,,,hospital,0.4,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003178,University Hospital Bristol NHS Foundation Trust,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003191,Bristol hospital trust duplicates merge; BMS company and university separate.
ent_003179,University Hospital Brno,,,hospital,0.75,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003180,University Hospital Department of Cardiology,,,hospital,0.3,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003181,University Hospital Olomouc,,,hospital,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003182,"University Hospital Sjaelland, Roskilde",,,hospital,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003183,University Hospital Southampton NHS Foundation Trust,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003184,University Hospital Vienna,,,hospital,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003185,University Hospital Zurich,,,hospital,0.75,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003340,Entries 1 and 2 are German/English names of the same university hospital; the University of Zurich is a separate legal entity.
ent_003186,University Hospital of North Norway,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003187,University Hospital of North Staffordshire,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003188,University Hospital of North Tees and Hartlepool,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003189,University Hospital of South Manchester NHS Foundation Trust,,,hospital,0.85,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003190,University Hospitals Birmingham NHS Foundation Trust,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003191,University Hospitals Bristol NHS Foundation Trust,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003192,University Hospitals Coventry and Warwickshire NHS Trust,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003193,University Hospitals Leuven,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_003091,"Hospital variants (UZ Leuven, Gasthuisberg campus, Dutch/English forms) merge into 1; university names merge into 2; Leuven Research & Development is a distinct tech-transfer entity kept separate."
ent_003194,University Hospitals Plymouth NHS Trust,University Hospitals Plymouth NHS Trust,,hospital,0.93,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003195,University Hospitals of Derby and Burton NHS Foundation Trust,,,hospital,0.7,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003196,University Hospitals of Geneva,,,hospital,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003197,University Hospitals of Leicester NHS Trust,,,hospital,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003198,University Hospitals of North Midlands NHS Trust,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003199,University Medical Center Utrecht,,,hospital,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003200,University Medical Centre Maribor,,,hospital,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003201,University of Aberdeen,,,academic,0.75,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003202,University of Adelaide,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003203,University of Alabama at Birmingham,,,academic,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003204,University of Bergen,,,academic,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003205,University of Birmingham,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003206,University of Bonn,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_002686,"University of Bonn names (full official, English, German short) merge; the university hospital is a separate legal entity."
ent_003207,University of Brighton,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003208,University of Bristol,,,academic,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003209,University of British Columbia,,,academic,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003210,University of Calgary,,,academic,1,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003211,"University of California, San Francisco",,,academic,0.75,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003212,University of Cambridge,,,academic,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003213,University of Cincinnati,,,academic,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003214,University of Cologne,,,academic,0.85,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003215,University of Copenhagen,Novo Nordisk Foundation Center for Basic Metabolic Research,,academic,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003216,University of Crete,,,academic,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003217,University of Cyprus,,,academic,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003218,University of Debrecen,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003219,University of Dundee,,,academic,0.86,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003220,University of Edinburgh,,,academic,0.85,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003221,University of Exeter,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003222,University of Florence,,,academic,0.99,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003223,University of Florida,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003224,University of Gothenburg,,,academic,0.97,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003225,University of Helsinki,,,academic,0.92,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003226,University of Hertfordshire,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003227,University of Hull,,,academic,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003228,University of Iceland,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003229,University of Kuopio,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003230,University of Leeds,,,academic,0.93,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003231,University of Leicester,,,academic,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003232,University of Liverpool,,,academic,0.82,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003233,University of Liverpool/Liverpool Womens Hospital,,,hospital,0.5,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003234,University of Manchester,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_003235,University of Melbourne,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003236,University of Michigan,,,academic,0.99,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_003237,University of Milano-Bicocca,,,academic,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
