raw_sponsor,entity_id,confidence,channel,reason,decided_by,decided_at_utc,model_id,prompt_version
N.V. Roche S.A.,ent_002702,0.97,mint,All variants of F. Hoffmann-La Roche and national Roche subsidiaries,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
N/A,ent_003352,0.2,mint,No identifying information provided,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NAICONS Srl.,ent_005776,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NAMED SRL,ent_005777,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NANT Operations Centre,ent_005778,0.5,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NATHURA SRL,ent_005805,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NAVARRABIOMED - FUNDACIN MIGUEL SERVET,ent_007187,0.96,mint,"Same foundation, spelling/accent variants",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NAVARRBIOMED-FUNDACION MIGUEL SERVET,ent_007187,0.96,mint,"Same foundation, spelling/accent variants",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NBCD A/S,ent_005779,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NBMI Science AB,ent_002241,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NBMI Science Ltd.,ent_002241,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NCIC Clinical Trials Group,ent_005780,0.8,mint,"Cooperative oncology trials group (Canada, now Canadian Cancer Trials Group)",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NEAT ID,ent_002242,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NEAT ID Foundation,ent_002242,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NEC Bio Therapeutics GmbH,ent_002243,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NEOGAP Therapeutics AB,ent_005781,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NEPHROLOGY DEPARTMENT HOSPITAL UNIVERSITARY OF BELLVITGE,ent_001593,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NERVIANO MEDICAL SCIENCE,ent_002292,0.98,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NERVIANO MEDICAL SCIENCES,ent_002292,0.98,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NERVIANO MEDICAL SCIENCES SRL,ent_002292,0.98,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NEURALIS s.a.,ent_005782,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NEUROTEC PHARMA, S.L",ent_005862,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NEWRON PHARMACEUTICALS,ent_002308,0.99,mint,All variants of the same Italian biopharma company.,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NEWRON PHARMACEUTICALS SPA,ent_002308,0.99,mint,All variants of the same Italian biopharma company.,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NFL BIOSCIENCES SA,ent_002245,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NFL BIOSCIENCES SAS,ent_002245,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NGM Biopharmaceuticals, Inc.",ent_002246,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NH-kliniken Sunderby Sjukhus,ent_006619,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NHS Blood  Transplant,ent_002247,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Blood and Transplant,ent_002247,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Blood and Transplant. / NHS Blood and Transplant,ent_002247,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS GRAMPIAN,ent_002248,0.92,mint,NHS Grampian health board and its sites/departments,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Glasgow and Clyde / University of Glasgow,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Grampian,ent_002248,0.92,mint,NHS Grampian health board and its sites/departments,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Grampian Research and Development,ent_002248,0.92,mint,NHS Grampian health board and its sites/departments,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"NHS Grampian, Aberdeen Royal Infirmary",ent_002248,0.92,mint,NHS Grampian health board and its sites/departments,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow,ent_002250,0.93,mint,NHS board variants including its hospital division,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow  Clyde,ent_002250,0.93,mint,NHS board variants including its hospital division,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow  Clyde / The University of Glasgow,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow  Clyde / University of Glasgow,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow  Clyde Hospitals  University of Glasgow,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow  Clyde RD Office / The University of Glasgow,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow  Clyde and University of Glasgow,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow - Yorkhill Division,ent_002249,0.85,mint,"All refer to Royal Hospital for Sick Children, Yorkhill, Glasgow, under NHS Greater Glasgow",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NHS Greater Glasgow Health Board / Glasgow University,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow Health Board / University of Glasgow,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow and Clyde,ent_002250,0.93,mint,NHS board variants including its hospital division,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow and Clyde / The University of Glasgow,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow and Clyde / University Of Glasgow,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow and Clyde / University of Glasgow,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow and Clyde Board / University of Glasgow,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow and Clyde Health Board,ent_002250,0.93,mint,NHS board variants including its hospital division,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Greater Glasgow and Clyde Health Board / University of Glasgow,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"NHS Greater Glasgow, Yorkhill",ent_002250,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NHS Greater Glasgow/Glasgow University,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Highland,ent_005783,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NHS Lanarkshire, Primary Care Operating Division",ent_002252,0.8,mint,Department resolves to parent NHS Lanarkshire,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NHS Lothian,ent_002253,0.85,mint,NHS Lothian health board incl. University Hospitals Division and Royal Infirmary of Edinburgh,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Lothian - University Hospitals Division,ent_002253,0.85,mint,NHS Lothian health board incl. University Hospitals Division and Royal Infirmary of Edinburgh,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Lothian / The University of Edinburgh,ent_003220,0.85,mint,"University of Edinburgh, often co-sponsored with NHS Lothian; ACCORD is its joint research office",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Lothian / University of Edinburgh,ent_003220,0.85,mint,"University of Edinburgh, often co-sponsored with NHS Lothian; ACCORD is its joint research office",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Lothian Health Board / Edinburgh Research and Innovation,ent_003220,0.85,mint,"University of Edinburgh, often co-sponsored with NHS Lothian; ACCORD is its joint research office",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"NHS Lothian University, Research  Development",ent_002253,0.85,mint,NHS Lothian health board incl. University Hospitals Division and Royal Infirmary of Edinburgh,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS Lothian- University Hospitals Division,ent_002253,0.85,mint,NHS Lothian health board incl. University Hospitals Division and Royal Infirmary of Edinburgh,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS TAYSIDE,ent_002254,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NHS Tayside,ent_002254,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NHS Tayside / University Of Dundee,ent_003219,0.86,mint,"All variants, departments and joint sponsorship strings resolve to University of Dundee as the academic sponsor.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NHS greater Glasgow and Clyde / Glasgow University,ent_002251,0.8,mint,Joint sponsorship strings naming both the NHS board and the University of Glasgow,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NI One Inc.,ent_005784,0.5,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NIBIT NETWORK ITALIANO PER LA BIO-IMMUNOTERAPIA DEI TUMORI,ent_001161,0.9,mint,All variants of the Italian foundation NIBIT (Network Italiano per la Bioterapia dei Tumori),model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NILG,ent_002341,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NILG Northern Italy Leukemia Group,ent_002341,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NIMES UNIVERSITY HOSPITAL,ent_000695,0.98,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NINDS,ent_002277,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NKI-AVL,ent_000240,0.95,mint,All variants of the Netherlands Cancer Institute / Antoni van Leeuwenhoek hospital,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NKI-AvL,ent_000240,0.95,mint,All variants of the Netherlands Cancer Institute / Antoni van Leeuwenhoek hospital,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NKI/Antoni van Leeuwenhoek Ziekenhuis,ent_000240,0.95,mint,All variants of NKI-AVL; combined strings with partners clustered to main sponsor,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NMD Pharma A/S,ent_005785,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NMDSG,ent_002325,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NMDSG Nordics Myeloplastics Syndrom Study Group,ent_002325,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NO-COMERCIAL,ent_003352,0.3,mint,"Non-informative placeholder strings, not actual organisation names",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NOGGO e. V.,ent_002255,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NOGGO e.V.,ent_002255,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NOPHO NHL-group,ent_002256,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NOPHO-NHL GRUPP,ent_002256,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NOVAG S.A., FERRER GRUPO",ent_002352,0.7,mint,"Both refer to Novag S.A., with the second indicating its association with Ferrer Grupo.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NOVAGALI Pharma S.A.,ent_002353,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NOVAGALI Pharma S.A.S,ent_002353,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NOVARTIS FARMA,ent_002355,0.95,mint,All are Novartis group legal variants/subsidiaries,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NOVARTIS FARMA S.P.A.,ent_002355,0.95,mint,All are Novartis group legal variants/subsidiaries,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NOVARTIS FARMA S.p.A,ent_002355,0.95,mint,All are Novartis group legal variants/subsidiaries,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NOVARTIS FARMA S.p.A.,ent_002355,0.95,mint,All are Novartis group legal variants/subsidiaries,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NOVARTIS FARMACEUTICA S.A,ent_002355,0.97,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"NOVARTIS FARMACEUTICA, S.A",ent_002355,0.95,mint,All are Novartis group legal variants/subsidiaries,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NOVARTIS FARMACUTICA S.A,ent_002355,0.97,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"NOVARTIS FARMACUTICA, S.A",ent_002355,0.97,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NOVARTIS PHARMA AG,ent_002355,0.95,mint,"All variants, subsidiaries and divisions of Novartis group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NOVARTIS PHARMA S.A.S,ent_002355,0.95,mint,"All variants, subsidiaries and divisions of Novartis group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NOVARTIS PHARMA SAS,ent_002355,0.95,mint,All are Novartis group legal variants/subsidiaries,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NOVARTIS PHARMA SERVICES AG,ent_002355,0.95,mint,"All variants, subsidiaries and divisions of Novartis group",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NOVARTIS VACCINES AND DIAGNOSTICS S.R.L.,ent_002355,0.95,mint,All are Novartis group legal variants/subsidiaries,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NOVINTETHICAL PHARMA SAGL,ent_005924,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NOVO NORDISK,ent_002357,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NOVOSIS AG,ent_002358,0.99,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NOXXON Pharma AG,ent_005786,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NPO Petrovax Pharm, LLC",ent_002504,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NPS Allelix Corporation,ent_002257,0.75,mint,NPS Allelix Corporation is the Canadian subsidiary of NPS Pharmaceuticals (formed after acquiring Allelix Biopharmaceuticals).,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NPS Pharmaceuticals, Inc.",ent_002257,0.75,mint,NPS Allelix Corporation is the Canadian subsidiary of NPS Pharmaceuticals (formed after acquiring Allelix Biopharmaceuticals).,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NS Pharma, Inc.",ent_002258,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NSABP Foundation Inc.,ent_005788,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NSGO,ent_002328,0.6,mint,"NSGO is the acronym for the Nordic Society of Gynaecological Oncology, a clinical trial cooperative group.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NTC SRL,ent_002259,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NTC s.r.l.,ent_002259,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NTNU, Dept of Clinical and Molecular Medicine, Gastrosenteret",ent_002345,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NTNU, Norwegian University of Science and Technology",ent_002345,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NU-sjukvrden, Norra lvsborgs Lnssjukhus",ent_005789,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NUI As,ent_005790,0.5,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NUIG,ent_002284,0.7,mint,"NUIG is the common abbreviation for National University of Ireland, Galway",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NUMICO RESEARCH BV,ent_005932,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NUTRIALYS,ent_005791,0.5,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NV AstraZeneca SA,ent_000336,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NV Organon,ent_002414,0.9,mint,All variants of Organon (incl. Schering-Plough era legal entity),model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"NV Organon, part of Schering-Plough Corporation",ent_002414,0.9,mint,All variants of Organon (incl. Schering-Plough era legal entity),model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NV ROCHE SA,ent_002702,0.96,mint,All variants of Roche group entities,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NVALT,ent_002913,0.85,mint,NVALT abbreviation matches Nederlandse Vereniging van Artsen voor Longziekten en Tuberculose,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NVALT-studies Stichting / Intergroupe Francophone De Cancerologie Thoracique / Fundacion GECP / Queen's University / Clinipace Global Limited,ent_002913,0.5,mint,"Multi-party consortium string, lead listed first",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NX Development Corp.,ent_005793,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NYCOMED PHARMA S.A.,ent_002363,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Nabriva Therapeutics AG,ent_005794,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Nadan fond Donatio intensivistam,ent_005795,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Naestved Hospital,ent_002367,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Nanexa AB,ent_005797,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Nanjing Luye Pharmaceutical Co., Ltd.",ent_002050,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NanoCarrier Co, Ltd",ent_002261,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NanoCarrier Co, Ltd.",ent_002261,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"NanoCarrier Co., Ltd.",ent_002261,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
NanoEcho AB (publ),ent_005798,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Nanobiotix,ent_005799,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Nantes CHU,ent_000693,0.97,mint,All variants of Nantes university hospital,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Nantes University Hospital,ent_000693,0.97,mint,All variants of Nantes university hospital,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Napo Pharmaceuticals Inc.,ent_002262,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Napo Therapeutics S.p.A.,ent_002262,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Napp Pharmaceuticals Limited,ent_002263,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Napp Pharmaceuticals Ltd,ent_002263,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Napp Pharmaceuticals Research Limited,ent_002263,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Narodni Ustav Dusevniho Zdravi,ent_002366,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Narodny Onkologicky Ustav,ent_002264,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Narodny onkologicky ustav,ent_002264,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Narodowe Centrum Badan Jadrowych,ent_005802,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Narodowy Instytut Geriatrii Reumatologii I Rehabilitacji Im Prof. Dr Hab. Med. Eleonory Reicher,ent_005803,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Narodowy Instytut Kardiologii Stefana Kardynala Wyszynskiego Panstwowy Instytut Badawczy,ent_002265,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Narodowy Instytut Onkologii Im. Marii Sklodowskiej-Curie Panstwowy Instytut Badawczy,ent_002266,0.93,mint,"Polish national oncology institute, incl. Gliwice branch",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Narodowy Instytut Onkologii Im. Marii Sklodowskiej-Curie-Panstwowy Instytut Badawczy,ent_002266,0.93,mint,"Polish national oncology institute, incl. Gliwice branch",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Narodowy Instytut Onkologii Im. Marii Sklodowskiej-Curie-Panstwowy Instytut Badawczy / Narodowy Instytut Onkologii Im. Marii Sklodowskiej-Curie-Panstwowy Instytut Badawczy,ent_002266,0.93,mint,"Polish national oncology institute, incl. Gliwice branch",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Narodowy Instytut Onkologii im. M. Skodowskiej-Curie  Pastwowy Instytut Badawczy, Oddzia w Gliwicach",ent_002266,0.93,mint,"Polish national oncology institute, incl. Gliwice branch",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
NatImmune A/S,ent_005804,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
National And Kapodistrian University Of Athens,ent_002286,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
National Cancer Institute,ent_002267,0.7,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
National Cancer Institute / AIO-Studien gGmbH,ent_000028,0.9,mint,Variant spellings of AIO-Studien gGmbH; index 6 co-listed with NCI but AIO is the sponsor entity,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"National Cancer Institute Naples, Italy",ent_005806,0.7,mint,"Single institution, likely Istituto Nazionale Tumori Fondazione Pascale in Naples, Italy.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
National Center for Cancer Immune Therapy,ent_000661,0.7,mint,"Same organization, variants including national/CCIT-DK abbreviation",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
National Center for Cancer Immune Therapy CCIT-DK,ent_000661,0.7,mint,"Same organization, variants including national/CCIT-DK abbreviation",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"National Centre for Diabetes Care, 1st Dept. Medicine, Diabetes Unit",ent_005807,0.5,mint,Department resolves to parent institution named National Centre for Diabetes Care.,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
National Centre in HIV Epidemiology and Clinical Research,ent_003017,0.9,mint,Same organisation renamed from NCHECR to Kirby Institute,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
National Childrens Hospital  Trinity College Dublin,ent_003071,0.8,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
National Eye Institute,ent_002268,0.92,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
National Headache Institute,ent_002269,0.5,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"National Heart, Lung, and Blood Institute / National Institutes of Health",ent_002270,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"National Heart, Lung, and Blood Institute NHLBI",ent_002270,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
National Institute For Infectious Diseases Lazzaro Spallanzani,ent_001839,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
National Institute Of Cardiology,ent_002271,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
National Institute for Health and Welfare,ent_002272,0.9,mint,Same Finnish public health institute with spelling variants/typos,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
