raw_substance,active_substance_clean,match_status,match_score,match_source,match_reason,n_occurrences
Alogenic sclerocorneal limbus stem adult limbal cells expanded combined with alogenic corneal diferenciated adult keratocytes expanded in biological matrix,Aloe,unknown,83,fuzzy:chembl,fuzzy match (jw similarity 83%),2
"Conferoport 0,5 mg cápsulas duras de liberación prolongada EFG",NA,unknown,0,NA,no reliable match,2
SYN2,NA,unknown,0,NA,no reliable match,2
PHE885,NA,unknown,0,NA,no reliable match,2
"Eye drops, suspension, ocular use",NA,unknown,0,NA,no reliable match,2
"inhalación, suspensión para inhalación en envase a presión",Finafloxacin,unknown,82,fuzzy:chembl,fuzzy match (jw similarity 82%),2
inhalación polvo para inhalación.,Finafloxacin,unknown,82,fuzzy:chembl,fuzzy match (jw similarity 82%),2
VIBRIO ALGINOLYTICUS COLLAGENASE,Vibegron,unknown,82,fuzzy:llm_reviewed,fuzzy match (jw similarity 82%),2
Veritikug (UPB-101) matching solution for subcutaneous injection with no active treatment,Verekitug,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),2
BNT323,NA,unknown,0,NA,no reliable match,2
Nivo 240 mg and Rela 80 mg per vial,NA,unknown,0,NA,no reliable match,2
Nodexon 20 mg tabletes,Doxenitoin,unknown,83,fuzzy:chembl,fuzzy match (jw similarity 83%),2
Nodexon 20 mg tabletės,Doxenitoin,unknown,83,fuzzy:chembl,fuzzy match (jw similarity 83%),2
BUL03,NA,unknown,0,NA,no reliable match,2
Sym025,Sym-023,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),2
Mannan-conjugated allergoid (polymerized) Betula pendula parenteral vaccine,NA,unknown,0,NA,no reliable match,2
Steripet 250 MBq,Serine,unknown,82,fuzzy:llm_reviewed,fuzzy match (jw similarity 82%),2
INBRX-101 Concentrate for Solution for Infusion 50mg,Ign-101,unknown,84,fuzzy:chembl,fuzzy match (jw similarity 84%),2
"LETRO-cell® 2,5 mg Filmtabletten",NA,unknown,0,NA,no reliable match,2
Treg02,NA,unknown,0,NA,no reliable match,2
CellReady,NA,unknown,0,NA,no reliable match,2
Radspherin,Racephedrine,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),2
Histamin-Kontrollösung 1% Pricktestlösung Wirkstoff: Histamindihydrochlorid,NA,unknown,0,NA,no reliable match,2
GEN1042 DP,NA,unknown,0,NA,no reliable match,2
ALVEOFACT® 45 mg,Alefacept,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),2
Mannan-conjugated allergoid (polymerized) Dermatophagoides pteronyssinus and Dermatophagoides farinae parenteral vaccine,NA,unknown,0,NA,no reliable match,2
Humanized IgG1 monoclonal antibody against GD2,Bumadizone,unknown,83,fuzzy:chembl,fuzzy match (jw similarity 83%),2
P-Tabletten weiß 10 mm Lichtenstein,NA,unknown,0,NA,no reliable match,2
PBO PH20 SC,NA,unknown,0,NA,no reliable match,2
LTP001,Dp001,unknown,82,fuzzy:llm_reviewed,fuzzy match (jw similarity 82%),2
Isocyclosporin A,Ciclosporin,unknown,81,fuzzy:manual,fuzzy match (jw similarity 81%),2
anti-IL8 mAb,Anti-cd18,unknown,81,fuzzy:chembl,fuzzy match (jw similarity 81%),2
"RIMSTAR®, COMPRIMIDOS RECUBIERTOS CON PELÍCULA",Zimistobart,unknown,80,fuzzy:llm_reviewed,fuzzy match (jw similarity 80%),2
PL1 - Powder for injection,NA,unknown,0,NA,no reliable match,2
Solution for injection in pre-filled syringe without Ustekinumab 90,NA,unknown,0,NA,no reliable match,2
DRB436,NA,unknown,0,NA,no reliable match,2
EIK1001 solution for injection 1.0 mg,NA,unknown,0,NA,no reliable match,2
Dexa-ratiopharm® 8 mg Injektionslösung,NA,unknown,0,NA,no reliable match,2
"v, medicinaal gas, cryogeen",NA,unknown,0,NA,no reliable match,2
CART45RA-NKG2D CELLS,NA,unknown,0,NA,no reliable match,2
"Film-coated tablet, Major Ingredients Mannitol, microcrystalline cellulose, magnesium stearate, polyvinyl alcohol, macrogol,
titanium dioxide and talc",NA,unknown,0,NA,no reliable match,2
"v, Viaflo, oplossing voor infusie",NA,unknown,0,NA,no reliable match,2
Buffer S9b Solution for suspension for injection,NA,unknown,0,NA,no reliable match,2
BELTAVAC polymerized grass mix,Belatacept,unknown,81,fuzzy:llm_reviewed,fuzzy match (jw similarity 81%),2
g crema,NA,unknown,0,NA,no reliable match,2
DYNE-101,De-104,unknown,82,fuzzy:chembl,fuzzy match (jw similarity 82%),2
AZD7798,Azd-8797,review,91,fuzzy:chembl,fuzzy match (jw similarity 91%),2
EYE103,NA,unknown,0,NA,no reliable match,2
TUB-040,Tu-100,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),2
APG777,NA,unknown,0,NA,no reliable match,2
CD19-CAR_Lenti,NA,unknown,0,NA,no reliable match,2
AOC 1001,NA,unknown,0,NA,no reliable match,2
ml) solución inyectable en jeringa precargada filgrastim,NA,unknown,0,NA,no reliable match,2
Lutetium (177Lu) rhPSMA-10.1 injection,Lutetium (177lu) tezuvotide tetraxetan,review,63,chembl,alias match (chembl_synonym): 'lutetium (177lu) rhpsma-10.1' → 'lutetium (177lu) tezuvotide tetraxetan',2
Pulmocis 2 mg trousse pour préparation radiopharmaceutique,Paulomycin,unknown,81,fuzzy:chembl,fuzzy match (jw similarity 81%),2
"MYDRIASERT, insert ophtalmique",Maridebart,unknown,82,fuzzy:chembl,fuzzy match (jw similarity 82%),2
[90Y]Y-PentixaTher,NA,unknown,0,NA,no reliable match,2
powder and solvent for solution for injection,NA,unknown,0,NA,no reliable match,2
ARA-cell® 40 mg Injektion 20 mg,NA,unknown,0,NA,no reliable match,2
VHB937,NA,unknown,0,NA,no reliable match,2
AZD5004,Azd3514,unknown,81,fuzzy:chembl,fuzzy match (jw similarity 81%),2
"Opaque white cap, Size 1)",NA,unknown,0,NA,no reliable match,2
PolyCore,Polyferose,unknown,81,fuzzy:chembl,fuzzy match (jw similarity 81%),2
Suspension of autologous mononuclear cells separated from bone marrow aspirate,NA,unknown,0,NA,no reliable match,2
tolDC,NA,unknown,0,NA,no reliable match,2
TEMFERON,Metamfepramone,unknown,82,fuzzy:chembl,fuzzy match (jw similarity 82%),2
Transplant microbiote fécal,Transplatin,review,94,fuzzy:chembl,fuzzy match (jw similarity 94%),2
ATL001,Act-001,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),2
perfuzabilă,NA,unknown,0,NA,no reliable match,2
Reverpleg 40 U.I.,NA,unknown,0,NA,no reliable match,2
ODM-111,Mm-111,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),2
OSU6162 15 mg,NA,unknown,0,NA,no reliable match,2
AMG 509,Amg-650,unknown,81,fuzzy:chembl,fuzzy match (jw similarity 81%),2
ILT-101 liquide,Aldesleukin,review,63,chembl,alias match (chembl_synonym): 'ilt-101' → 'aldesleukin',2
Test IMP without active substance,NA,unknown,0,NA,no reliable match,2
Zr-DFO-girentuximab,Girentuximab,unknown,84,fuzzy:chembl,fuzzy match (jw similarity 84%),2
CHF5993 pMDI (100) -152a,NA,unknown,0,NA,no reliable match,2
NVL-655,NA,unknown,0,NA,no reliable match,2
"MYRRHINIL-INTEST® Überzogene Tabletten 100 mg Myrrhe, 50 mg Kaffeekohle, 70 mg
Kamillenblüten-Trockenextrakt",NA,unknown,0,NA,no reliable match,2
rhASA,NA,unknown,0,NA,no reliable match,2
"Identical solution and presentation as the active treatment, but without active ingredients.",Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),2
TranspoCART19,NA,unknown,0,NA,no reliable match,2
hCD1a-CAR T,NA,unknown,0,NA,no reliable match,2
KJX839,NA,unknown,0,NA,no reliable match,2
Softisan 378,Safotibant,unknown,81,fuzzy:chembl,fuzzy match (jw similarity 81%),2
IMA203,NA,unknown,0,NA,no reliable match,2
inhalación polvo para inhalación,Finafloxacin,unknown,82,fuzzy:chembl,fuzzy match (jw similarity 82%),2
PiB,NA,unknown,0,NA,no reliable match,2
SAR442970,NA,unknown,0,NA,no reliable match,2
AUTOLOGOUS ADIPOSE TISSUE-DERIVED STROMAL VASCULAR FRACTION 5 MILLIONS CELLS,Autologous cord blood,unknown,83,fuzzy:llm_reviewed,fuzzy match (jw similarity 83%),2
infuziju,NA,unknown,0,NA,no reliable match,2
NVG-2089,Nv-128,unknown,82,fuzzy:chembl,fuzzy match (jw similarity 82%),2
per infusione.,Perifosine,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),2
CEREBROLYSIN,NA,unknown,0,NA,no reliable match,2
"Peanut food challenge, oral paste “low dose” - 6.6 mg",Peanut flour,unknown,83,fuzzy:llm_reviewed,fuzzy match (jw similarity 83%),2
g peanut proteins,NA,unknown,0,NA,no reliable match,2
"Peanut food challenge, oral paste “high dose” - 133.3 mg",Peanut flour,unknown,83,fuzzy:llm_reviewed,fuzzy match (jw similarity 83%),2
"spray, nasal spray suspension",NA,unknown,0,NA,no reliable match,2
modified recombinant human C-type natriuretic peptide (rhCNP),NA,unknown,0,NA,no reliable match,2
SPI-62_DF2,Clofutriben,review,63,chembl,alias match (chembl_synonym): 'spi-62' → 'clofutriben',2
Propolipid,Propazolamide,unknown,81,fuzzy:chembl,fuzzy match (jw similarity 81%),2
TIL cells,NA,unknown,0,NA,no reliable match,2
"tablet
Corn starch 70mg","Starch, corn",review,62,chembl,"alias match (chembl_synonym): 'corn starch' → 'starch, corn'",2
"tablet
Cellulose microcrystalline 55mg",NA,review,62,chembl,ambiguous alias maps to multiple substances,2
"tablet
Silicium dioxide anhydrous 20mg",Aclidinium,unknown,81,fuzzy:manual,fuzzy match (jw similarity 81%),2
CYB003,NA,unknown,0,NA,no reliable match,2
Powder for reconstitution for enteral administration,NA,unknown,0,NA,no reliable match,2
"Oxígeno Medicinal Gas Carburos Metálicos, 99.5% v",NA,unknown,0,NA,no reliable match,2
v gas comprimido medicinal,NA,unknown,0,NA,no reliable match,2
BNT326,NA,unknown,0,NA,no reliable match,2
CIT-013,It-139,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),2
PF-07817883 Tablet,Ibuzatrelvir,review,63,chembl,alias match (chembl_synonym): 'pf-07817883' → 'ibuzatrelvir',2
granules for suspension,NA,unknown,0,NA,no reliable match,2
NVD003,NA,unknown,0,NA,no reliable match,2
OTL-103,Tol-101,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),2
JNJ-90301900,NA,unknown,0,NA,no reliable match,2
DUOFAG,NA,unknown,0,NA,no reliable match,2
ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS,NA,unknown,0,NA,no reliable match,2
"injektionsvæske, opløsning",NA,unknown,0,NA,no reliable match,2
SPIOMET,Sepimostat,unknown,80,fuzzy:chembl,fuzzy match (jw similarity 80%),2
Trinomia 100 mg,Trimix,unknown,82,fuzzy:chembl,fuzzy match (jw similarity 82%),2
Acovil 10 mg comprimidos,NA,unknown,0,NA,no reliable match,2
ORX750,NA,unknown,0,NA,no reliable match,2
Rapibloc 300 mg Pulver zur Herstellung einer Infusionslösung,NA,unknown,0,NA,no reliable match,2
IDP-121 Concentrate for solution for infusion 3 mg,Iph-2101,unknown,81,fuzzy:chembl,fuzzy match (jw similarity 81%),2
177Lu-PSMA I&T_IRSTIRCCS,NA,unknown,0,NA,no reliable match,2
TECEOS Trockenstechampullen,Temefos,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),2
[68Ga]Ga-MAA,NA,unknown,0,NA,no reliable match,2
Tablet,NA,unknown,0,NA,no reliable match,2
80 microliters solution for injection in pre-filled pen,NA,unknown,0,NA,no reliable match,2
ALN-TTRSC04,NA,unknown,0,NA,no reliable match,2
to match Tirzepatide,NA,unknown,0,NA,no reliable match,2
v Solution for Infusion,NA,unknown,0,NA,no reliable match,2
ENDORET-PRGF,NA,unknown,0,NA,no reliable match,2
Amorion Comp 80 mg,Amorolfine,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),2
OMTX705,NA,unknown,0,NA,no reliable match,2
"sachet (with the exception of the active substance), is manufactured by the same manufacturer (uni-pharma kleon tsetis pharmaceutical laboratory s.a) and is not sterile.",NA,unknown,0,NA,no reliable match,2
C2C_ASC110,NA,unknown,0,NA,no reliable match,2
64Cu(II)Cl2 solution for injection,NA,unknown,0,NA,no reliable match,2
RMC-9805,NA,unknown,0,NA,no reliable match,2
NBI-1117568,NA,unknown,0,NA,no reliable match,2
dosis suspensión para inhalación en envase a presión,NA,unknown,0,NA,no reliable match,2
BFB759,NA,unknown,0,NA,no reliable match,2
Conjunctival Provocation Test Grass-Mix LETI 30 HEP,NA,unknown,0,NA,no reliable match,2
ADX-038,Azd-8330,unknown,81,fuzzy:chembl,fuzzy match (jw similarity 81%),2
"OLISENS 0,86 mg",Golodirsen,unknown,82,fuzzy:chembl,fuzzy match (jw similarity 82%),2
AZD4512,Azd-7451,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),2
"Daylette 0,02 mg",NA,unknown,0,NA,no reliable match,2
"MET097 Injection, 5mg",NA,unknown,0,NA,no reliable match,2
Eposin,Poskine,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"GW842470X DISKUS, 1 mg",Awd-12-281,review,62,chembl,alias match (chembl_synonym): 'gw842470x' → 'awd-12-281',1
Puri-nitol,Pyritinol,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
balance Solution low sodium peritoneal dialysis solution,Isoxaflutole,review,62,chembl,alias match (chembl_synonym): 'balance' → 'isoxaflutole',1
AP23573 Diluent,Ridaforolimus,review,63,chembl,alias match (chembl_synonym): 'ap23573' → 'ridaforolimus',1
Nealorin 150,Nalorphine,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Nealorin 450,Nalorphine,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Cichorium e planta tota 5,Ciclonium,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Oxalis Folium Rh D4,Oxalinast,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
Oxalis Salbe 30,Oxalinast,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
Anhydrous Glucose 50,Tacrolimus anhydrous,review,63,chembl,alias match (chembl_synonym): 'anhydrous' → 'tacrolimus anhydrous',1
IGN101,Ign-101,review,95,fuzzy:chembl,fuzzy match (jw similarity 95%),1
REMUNE,Resimmune,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
aluminium hydroxide-adsorbed allergoid preparation of birch pollen allergens,Amezinium,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Cocimiento de Llantn 5,Cicliomenol,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Pangramin Plus dermatophagoides mezcla,Panuramine,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
TA-CIN,Tacrine,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
recombinant soluble human tissue factor,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
rCTB-401,Cmb-401,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
IDP-102 Gel 5,Pg-102,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
IDP-102 Gel 15,Pg-102,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Anhydrous Levothyroxine Sodium 50 mcg,Tacrolimus anhydrous,review,62,chembl,alias match (chembl_synonym): 'anhydrous' → 'tacrolimus anhydrous',1
Anhydrous Levothyroxine Sodium 100 mcg,Tacrolimus anhydrous,review,62,chembl,alias match (chembl_synonym): 'anhydrous' → 'tacrolimus anhydrous',1
NCX-1000,Ncx 1000,review,92,fuzzy:chembl,fuzzy match (jw similarity 92%),1
Diluent for CJC-1295,Difluprednate,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Pertussis sine cellulis ex elementis praeparatum adsorbatum FHA,Pertussis toxoid,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Pertussis since cellulis ex elementis praeparatum adsorbatum PRN,Pertussis toxoid,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
phosphate sandoz,Triphosphate,review,92,fuzzy:chembl,fuzzy match (jw similarity 92%),1
arnica,Arsenic,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
RUBIDIO IODURO,Rubidium,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Recombinant factor VIII,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Pangramin PLUS Dermatophagoides pteronyssinus,Panuramine,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
Carbon Monoxide 3.0,"Charcoal, activated",review,63,chembl,"alias match (chembl_synonym): 'carbon' → 'charcoal, activated'",1
Vaseline,Salverine,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
Lipidem,Alpidem,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
recombinant megakaryopoeisis-stimulating protein,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Substance P C-061,Substance p,review,94,fuzzy:chembl,fuzzy match (jw similarity 94%),1
polyacrylic acid,Polyglycolic acid,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
Apoprost,Vapiprost,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
Viscum Album,Aviscumine,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
CARBENOXOLONE SODIUM,NA,review,84,chembl,ambiguous alias maps to multiple substances,1
AMG 108,Amg-108,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
Tampon actate salin,Betamipron,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Recombinant VZV glycoprotein gE antigen adjuvanted with AS01B,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Recombinant VZV glycoprotein gE antigen reconstituted in saline,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Recombinant human Clara cell protein 10 rhCC10,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Monoamine oxidase B inhibitors,Oxolamine,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Nicolon,Nicoclonate,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
AIC-001 Coprecipitate Tablets,Act-001,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
Grape Juice,Orange juice,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Protease inhibitors,Promelase,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
Lecicarbon E,Celivarone,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Cardiozen,Cardiopet,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
peptide pulsed DC,Pareptide,review,93,fuzzy:llm_reviewed,fuzzy match (jw similarity 93%),1
recombinant humanised monoclonal antibody,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Hydroxypropyl methyl cellulose in bottles,Hydroxypropyl cellulose,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Recombinant microbial lipase,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
2-Diethylaminoethyl 4-amino-2-chlorobenzoate mono hydrochloride,Diethylamine,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
GSK232802,Gsk-232802,review,64,chembl,alias match (chembl_synonym): 'gsk232802' → 'gsk-232802',1
Recombinant Human Bile Salt-stimulated Lipase,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Oralgen Grass Pollen,Psoralen,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
vaseline 20 cetomacrogolcream,Salverine,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
Alhydrogel+CPG7909,Hydrogen,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Pelargonium sidoides extract ratio 1:8-10 extraction solvent: ethanol 11  w,Pranolium,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
Protease Inhibitors all licenced PIs allowed per the protocol,Promelase,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
recombinant biologically active HIV1 Tat protein,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
DTS-201,Gts-21,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
recombinant Bet v 1,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Pyridoxalated hemoglobin polyoxyethylene conjugate,Pyridoxal,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
Tiparol,Tiapirinol,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Lepidium Latifolium L.,Beperidium,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
formoline L112,Fomocaine,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Lepidium latifolium L.,Beperidium,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Recombinant monoclonal anti-CD20 antibody,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Triterpene dry extract from birch cork,Triamterene,review,91,fuzzy:chembl,fuzzy match (jw similarity 91%),1
MEDI-534,Medi-564,review,92,fuzzy:chembl,fuzzy match (jw similarity 92%),1
Oralgen Birch Pollen,Psoralen,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Oralgen House Dust Mite,Psoralen,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Control 1,Colterol,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Control 2,Colterol,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
"Thiazides, plain",Ethiazide,review,93,fuzzy:chembl,fuzzy match (jw similarity 93%),1
Carnation corn caps,Aranotin,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Bio-restorative Skin Cream,Orestrate,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
SentoClone,Stanolone,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
montanide ISA-51,Amonafide,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
recombinant FSH,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Cathin-hydrochlorid,Thiamine hydrochloride,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Alutard Avanz,Paluratide,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
recombinant methionylated human granulocyte-colony stimulating factor G-CSF,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
PEG-SN38,Firtecan pegol,review,64,chembl,alias match (chembl_synonym): 'peg-sn38' → 'firtecan pegol',1
CytoFab,Tofa,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
TEUCRIUM SCORODONIA,Stercuronium,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Recombinant human heparan N-sulfatase rhHNS,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
SEROPLEX,Escitalopram,review,64,chembl,alias match (chembl_synonym): 'seroplex' → 'escitalopram',1
recombinant human parathyroid hormone 1-34,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
PERITONEAL Dialytics,Perzinfotel,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Lipidem 200 mg,Alpidem,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Triterpene dry extract from birk cork,Triamterene,review,91,fuzzy:chembl,fuzzy match (jw similarity 91%),1
thienopyridin,Tinoridine,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Alustal,Talbutal,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
SagaPro,Agar,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
triterpene dry extract from birch cork,Triamterene,review,91,fuzzy:chembl,fuzzy match (jw similarity 91%),1
Serotonium muriaticum 5 CH,Serotonin,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
Progenitor cells,Privosegtor,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Cetraben emollient,Cetaben,review,96,fuzzy:chembl,fuzzy match (jw similarity 96%),1
StarGen,Estrogen,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
RECOMBINANT OSPA TYPE 1,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
RECOMBINANT OSPA TYPE 5,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
RECOMBINANT OSPA TYPE 6,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
anhydrous minocycline,Tacrolimus anhydrous,review,63,chembl,alias match (chembl_synonym): 'anhydrous' → 'tacrolimus anhydrous',1
Miglyol Oil,Miglitol,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
ASCT01,Act-001,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
PHOSPHATE,Triphosphate,review,92,fuzzy:chembl,fuzzy match (jw similarity 92%),1
ANA773 Tosylate Capsule,Rg-7795,review,62,chembl,alias match (chembl_synonym): 'ana773' → 'rg-7795',1
TRK-170,Tak-071,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
HuMAb P-Selectin,Imgatuzumab,review,63,chembl,alias match (chembl_synonym): 'humab' → 'imgatuzumab',1
recombinant antibody,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Diluent,Difluprednate,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
recombinant Factor VIII-Fc,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
recombinant human apolipoprotein a1,Recombinant human kallikrein-1,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Eudamine,Esculamine,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
NVP-AUY922,Luminespib,review,64,chembl,alias match (chembl_synonym): 'nvp-auy922' → 'luminespib',1
Plasma rico en factores de crecimiento,Plasmin,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
KALIUM MURIATICUM 9CH,Calcium,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
ARSENICUM IODATUM 9CH,Arsenic,review,93,fuzzy:chembl,fuzzy match (jw similarity 93%),1
Atropinum sulfuricum trit. D5,Atropine,review,63,chembl,alias match (chembl_synonym): 'atropinum' → 'atropine',1
Kalium bichromicum trit. D4,Calcium,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
PLASMA RICO EN PLAQUETAS,Plasmin,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Recombinant Anti-Granulocyte Macrophage Colony-Stimulating Factor GM-CSF IgG1 Monoclonal Antibody,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Apotransferrin,Tropanserin,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
VACCINIUM MYRTILLUS,Carcainium,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Enacodan,Senazodan,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
ONO-4053,Ono-5334,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Recombinant A Disintegrin and Metalloproteinase with Thrombospondin Type-1 Motifs 13,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
panthenyl ester of DHA,Panthenol,review,93,fuzzy:chembl,fuzzy match (jw similarity 93%),1
