alias_clean,substance_clean,alias_type,source,confidence_prior
hypaque,diatrizoate sodium,trade_name,chembl,0.9
hypaque sodium 20%,diatrizoate sodium,chembl_synonym,chembl,0.65
md-50,diatrizoate sodium,trade_name,chembl,0.9
meglumine sodium amidotrizoate injection,diatrizoate sodium,chembl_synonym,chembl,0.65
natrii amidotrizoas,diatrizoate sodium,chembl_synonym,chembl,0.65
nsc-61815,diatrizoate sodium,chembl_synonym,chembl,0.65
sodium amidotrizoate,diatrizoate sodium,chembl_synonym,chembl,0.65
triombrine,diatrizoate sodium,chembl_synonym,chembl,0.65
urographing 370,diatrizoate sodium,chembl_synonym,chembl,0.65
urovist sodium,diatrizoate sodium,trade_name,chembl,0.9
urovist sodium 300,diatrizoate sodium,trade_name,chembl,0.9
5 ala hcl (trivial name),aminolevulinic acid hydrochloride,chembl_synonym,chembl,0.65
5-aminolevulinic acid hydrochloride,aminolevulinic acid hydrochloride,chembl_synonym,chembl,0.65
alabel,aminolevulinic acid hydrochloride,chembl_synonym,chembl,0.65
alaglio,aminolevulinic acid hydrochloride,chembl_synonym,chembl,0.65
ameluz,aminolevulinic acid hydrochloride,trade_name,chembl,0.9
aminolevulinic acid hcl,aminolevulinic acid hydrochloride,chembl_synonym,chembl,0.65
aminolevulinic acid hydrochloride,aminolevulinic acid hydrochloride,chembl_synonym,chembl,0.65
aminolevulinic acid hydrochloride,aminolevulinic acid hydrochloride,usan,chembl,0.85
.delta.-aminolevulinic acid hydrochloride,aminolevulinic acid hydrochloride,chembl_synonym,chembl,0.65
gleolan,aminolevulinic acid hydrochloride,trade_name,chembl,0.9
gliolan,aminolevulinic acid hydrochloride,chembl_synonym,chembl,0.65
gliolan,aminolevulinic acid hydrochloride,trade_name,chembl,0.9
levulan,aminolevulinic acid hydrochloride,trade_name,chembl,0.9
npc-07,aminolevulinic acid hydrochloride,chembl_synonym,chembl,0.65
nsc-18509,aminolevulinic acid hydrochloride,chembl_synonym,chembl,0.65
p-aminosalicylic acid potassium salt,aminosalicylate potassium,chembl_synonym,chembl,0.65
paskalium,aminosalicylate potassium,trade_name,chembl,0.9
potassium aminosalicylate,aminosalicylate potassium,chembl_synonym,chembl,0.65
potassium aminosalicylate,aminosalicylate potassium,trade_name,chembl,0.9
adroyd,oxymetholone,trade_name,chembl,0.9
anadrol-50,oxymetholone,trade_name,chembl,0.9
anapolon,oxymetholone,chembl_synonym,chembl,0.65
anapolon 50,oxymetholone,trade_name,chembl,0.9
anasteron,oxymetholone,chembl_synonym,chembl,0.65
ci-406,oxymetholone,chembl_synonym,chembl,0.65
hmd,oxymetholone,chembl_synonym,chembl,0.65
"nsc-26,198",oxymetholone,chembl_synonym,chembl,0.65
nsc-26198,oxymetholone,chembl_synonym,chembl,0.65
oximetholone,oxymetholone,chembl_synonym,chembl,0.65
oximetolona,oxymetholone,chembl_synonym,chembl,0.65
oxymetholone,oxymetholone,chembl_synonym,chembl,0.65
oxymetholone,oxymetholone,ban,chembl,0.85
oxymetholone,oxymetholone,usan,chembl,0.85
oxymetholone ciii,oxymetholone,chembl_synonym,chembl,0.65
pardroyd,oxymetholone,chembl_synonym,chembl,0.65
astra 1512,prilocaine hydrochloride,chembl_synonym,chembl,0.65
citanest,prilocaine hydrochloride,trade_name,chembl,0.9
citanest hydrochloride,prilocaine hydrochloride,chembl_synonym,chembl,0.65
citanest plain,prilocaine hydrochloride,trade_name,chembl,0.9
citanest plain dental,prilocaine hydrochloride,trade_name,chembl,0.9
l-67,prilocaine hydrochloride,chembl_synonym,chembl,0.65
l-67 hydrochloride,prilocaine hydrochloride,chembl_synonym,chembl,0.65
nsc-758432,prilocaine hydrochloride,chembl_synonym,chembl,0.65
prilocaine hcl,prilocaine hydrochloride,chembl_synonym,chembl,0.65
prilocaine hydrochloride,prilocaine hydrochloride,chembl_synonym,chembl,0.65
prilocaine hydrochloride,prilocaine hydrochloride,trade_name,chembl,0.9
prilocaine hydrochloride,prilocaine hydrochloride,usan,chembl,0.85
propitocaine hydrochloride,prilocaine hydrochloride,chembl_synonym,chembl,0.65
xylonest,prilocaine hydrochloride,chembl_synonym,chembl,0.65
antirobe,clindamycin hydrochloride,chembl_synonym,chembl,0.65
cleocin,clindamycin hydrochloride,trade_name,chembl,0.9
cleocin hydrochloride,clindamycin hydrochloride,trade_name,chembl,0.9
clindamycin (as hydrochloride),clindamycin hydrochloride,chembl_synonym,chembl,0.65
clindamycin hcl,clindamycin hydrochloride,chembl_synonym,chembl,0.65
clindamycin hydrochloride,clindamycin hydrochloride,chembl_synonym,chembl,0.65
clindamycin hydrochloride,clindamycin hydrochloride,trade_name,chembl,0.9
clinsol,clindamycin hydrochloride,chembl_synonym,chembl,0.65
clintabs,clindamycin hydrochloride,chembl_synonym,chembl,0.65
dalacin c,clindamycin hydrochloride,trade_name,chembl,0.9
nsc-756696,clindamycin hydrochloride,chembl_synonym,chembl,0.65
sobelin,clindamycin hydrochloride,chembl_synonym,chembl,0.65
desoxycorticosterone pivalate,desoxycorticosterone pivalate,chembl_synonym,chembl,0.65
desoxycorticosterone trimethylacetate,desoxycorticosterone pivalate,chembl_synonym,chembl,0.65
desoxycortone pivalate,desoxycorticosterone pivalate,chembl_synonym,chembl,0.65
nsc-95278,desoxycorticosterone pivalate,chembl_synonym,chembl,0.65
percorten,desoxycorticosterone pivalate,trade_name,chembl,0.9
zycortal,desoxycorticosterone pivalate,trade_name,chembl,0.9
gadoteridol,gadoteridol,chembl_synonym,chembl,0.65
gadoteridol,gadoteridol,ban,chembl,0.85
gadoteridol,gadoteridol,usan,chembl,0.85
nsc-760055,gadoteridol,chembl_synonym,chembl,0.65
prohance,gadoteridol,trade_name,chembl,0.9
prohance multipack,gadoteridol,trade_name,chembl,0.9
"sq 32,692",gadoteridol,chembl_synonym,chembl,0.65
sq-32692,gadoteridol,chembl_synonym,chembl,0.65
chlorphentermine hcl,chlorphentermine hydrochloride,chembl_synonym,chembl,0.65
chlorphentermine hydrochloride,chlorphentermine hydrochloride,chembl_synonym,chembl,0.65
chlorphentermine hydrochloride,chlorphentermine hydrochloride,usan,chembl,0.85
nsc-76098,chlorphentermine hydrochloride,chembl_synonym,chembl,0.65
pre-sate,chlorphentermine hydrochloride,trade_name,chembl,0.9
s-62,chlorphentermine hydrochloride,chembl_synonym,chembl,0.65
w 2426,chlorphentermine hydrochloride,chembl_synonym,chembl,0.65
w-2426,chlorphentermine hydrochloride,chembl_synonym,chembl,0.65
capitrol,chloroxine,trade_name,chembl,0.9
chloroxine,chloroxine,chembl_synonym,chembl,0.65
chloroxine,chloroxine,usan,chembl,0.85
nsc-3904,chloroxine,chembl_synonym,chembl,0.65
duranest,etidocaine hydrochloride,trade_name,chembl,0.9
duranest hydrochloride,etidocaine hydrochloride,chembl_synonym,chembl,0.65
etidocaine hcl,etidocaine hydrochloride,chembl_synonym,chembl,0.65
etidocaine hydrochloride,etidocaine hydrochloride,chembl_synonym,chembl,0.65
etidocaine hydrochloride component of duranest,etidocaine hydrochloride,trade_name,chembl,0.9
w-19053,etidocaine hydrochloride,chembl_synonym,chembl,0.65
diethylstilbestrol diphosphate,diethylstilbestrol diphosphate,chembl_synonym,chembl,0.65
fosfestrol,diethylstilbestrol diphosphate,chembl_synonym,chembl,0.65
stilphostrol,diethylstilbestrol diphosphate,trade_name,chembl,0.9
difenoxine hydrochloride,difenoxin hydrochloride,chembl_synonym,chembl,0.65
difenoxin hcl,difenoxin hydrochloride,chembl_synonym,chembl,0.65
difenoxin hydrochloride,difenoxin hydrochloride,chembl_synonym,chembl,0.65
difenoxin hydrochloride component of motofen,difenoxin hydrochloride,trade_name,chembl,0.9
"r 15,403",difenoxin hydrochloride,chembl_synonym,chembl,0.65
r-15403,difenoxin hydrochloride,chembl_synonym,chembl,0.65
r-15403 (as hydrochloride),difenoxin hydrochloride,chembl_synonym,chembl,0.65
fluaton,fluorometholone,trade_name,chembl,0.9
fluorometholone,fluorometholone,chembl_synonym,chembl,0.65
fluorometholone component of fml-s,fluorometholone,trade_name,chembl,0.9
fluorometolona,fluorometholone,chembl_synonym,chembl,0.65
fluor-op,fluorometholone,trade_name,chembl,0.9
fml,fluorometholone,trade_name,chembl,0.9
fml forte,fluorometholone,trade_name,chembl,0.9
fml fte,fluorometholone,trade_name,chembl,0.9
fml-neo,fluorometholone,trade_name,chembl,0.9
nsc-33001,fluorometholone,chembl_synonym,chembl,0.65
oxylone,fluorometholone,trade_name,chembl,0.9
amerge,naratriptan hydrochloride,trade_name,chembl,0.9
gr 85548a,naratriptan hydrochloride,chembl_synonym,chembl,0.65
gr-85548a,naratriptan hydrochloride,chembl_synonym,chembl,0.65
naramig,naratriptan hydrochloride,trade_name,chembl,0.9
naratriptan hcl,naratriptan hydrochloride,chembl_synonym,chembl,0.65
naratriptan hydrochloride,naratriptan hydrochloride,chembl_synonym,chembl,0.65
naratriptan hydrochloride,naratriptan hydrochloride,usan,chembl,0.85
bistropamide,tropicamide,chembl_synonym,chembl,0.65
mydriacyl,tropicamide,trade_name,chembl,0.9
mydriafair,tropicamide,trade_name,chembl,0.9
nods,tropicamide,trade_name,chembl,0.9
nsc-757372,tropicamide,chembl_synonym,chembl,0.65
ro-1-7683,tropicamide,chembl_synonym,chembl,0.65
tropicacyl,tropicamide,trade_name,chembl,0.9
tropicamida,tropicamide,chembl_synonym,chembl,0.65
tropicamide,tropicamide,chembl_synonym,chembl,0.65
tropicamide,tropicamide,ban,chembl,0.85
tropicamide,tropicamide,trade_name,chembl,0.9
tropicamide,tropicamide,usan,chembl,0.85
tropicamide component of mydcombi,tropicamide,trade_name,chembl,0.9
tropicamide component of paremyd,tropicamide,trade_name,chembl,0.9
tropicamidum,tropicamide,chembl_synonym,chembl,0.65
visumidriatic,tropicamide,chembl_synonym,chembl,0.65
katen,mexiletine hydrochloride,chembl_synonym,chembl,0.65
ko-1173,mexiletine hydrochloride,chembl_synonym,chembl,0.65
ko 1173 cl,mexiletine hydrochloride,chembl_synonym,chembl,0.65
ko-1173 cl,mexiletine hydrochloride,chembl_synonym,chembl,0.65
ko-1173-cl,mexiletine hydrochloride,chembl_synonym,chembl,0.65
mexiletine hcl,mexiletine hydrochloride,chembl_synonym,chembl,0.65
mexiletine hydrochloride,mexiletine hydrochloride,chembl_synonym,chembl,0.65
mexiletine hydrochloride,mexiletine hydrochloride,trade_name,chembl,0.9
mexiletine hydrochloride,mexiletine hydrochloride,usan,chembl,0.85
mexitil,mexiletine hydrochloride,trade_name,chembl,0.9
mexitil p.l.,mexiletine hydrochloride,trade_name,chembl,0.9
namuscla,mexiletine hydrochloride,trade_name,chembl,0.9
nsc-758639,mexiletine hydrochloride,chembl_synonym,chembl,0.65
af-0150,perflexane,chembl_synonym,chembl,0.65
af0150,perflexane,chembl_synonym,chembl,0.65
perflexane,perflexane,chembl_synonym,chembl,0.65
perflexane,perflexane,usan,chembl,0.85
perflexane component of imagent,perflexane,trade_name,chembl,0.9
perflexano,perflexane,chembl_synonym,chembl,0.65
perfluorohexane,perflexane,chembl_synonym,chembl,0.65
brisdelle,paroxetine mesylate,trade_name,chembl,0.9
mesafem,paroxetine mesylate,chembl_synonym,chembl,0.65
paroxetine mesilate,paroxetine mesylate,chembl_synonym,chembl,0.65
paroxetine mesylate,paroxetine mesylate,chembl_synonym,chembl,0.65
paroxetine mesylate,paroxetine mesylate,usan,chembl,0.85
paroxetine methanesulfonate,paroxetine mesylate,chembl_synonym,chembl,0.65
paroxetine methanesulphonate,paroxetine mesylate,chembl_synonym,chembl,0.65
pexeva,paroxetine mesylate,trade_name,chembl,0.9
po-t.mes,paroxetine mesylate,chembl_synonym,chembl,0.65
pot.mes,paroxetine mesylate,chembl_synonym,chembl,0.65
lorabid,loracarbef,trade_name,chembl,0.9
loracarbef,loracarbef,chembl_synonym,chembl,0.65
loracarbef,loracarbef,ban,chembl,0.85
loracarbef,loracarbef,usan,chembl,0.85
loracarbef monohydrate,loracarbef,chembl_synonym,chembl,0.65
ly-163892 monohydrate,loracarbef,chembl_synonym,chembl,0.65
ly163892 monohydrate,loracarbef,chembl_synonym,chembl,0.65
cinchocaine hydrochloride,dibucaine hydrochloride,chembl_synonym,chembl,0.65
dibucaine hcl,dibucaine hydrochloride,chembl_synonym,chembl,0.65
dibucaine hydrochloride,dibucaine hydrochloride,chembl_synonym,chembl,0.65
heavy solution nupercaine,dibucaine hydrochloride,trade_name,chembl,0.9
nsc-756724,dibucaine hydrochloride,chembl_synonym,chembl,0.65
nupercainal,dibucaine hydrochloride,trade_name,chembl,0.9
nupercaine,dibucaine hydrochloride,trade_name,chembl,0.9
mcn-2559-21-98,tolmetin sodium,chembl_synonym,chembl,0.65
nsc-757341,tolmetin sodium,chembl_synonym,chembl,0.65
sodium tolmetin,tolmetin sodium,chembl_synonym,chembl,0.65
tolectin,tolmetin sodium,trade_name,chembl,0.9
tolectin 600,tolmetin sodium,trade_name,chembl,0.9
tolectin ds,tolmetin sodium,trade_name,chembl,0.9
tolmetin sodium,tolmetin sodium,chembl_synonym,chembl,0.65
tolmetin sodium,tolmetin sodium,trade_name,chembl,0.9
tolmetin sodium,tolmetin sodium,usan,chembl,0.85
tolmetin sodium anhydrous,tolmetin sodium,chembl_synonym,chembl,0.65
tolmetin sodium dihydrate,tolmetin sodium,chembl_synonym,chembl,0.65
tolmetin sodium salt dihydrate,tolmetin sodium,chembl_synonym,chembl,0.65
ioversol,ioversol,chembl_synonym,chembl,0.65
ioversol,ioversol,ban,chembl,0.85
ioversol,ioversol,usan,chembl,0.85
mp 328,ioversol,chembl_synonym,chembl,0.65
mp-328,ioversol,chembl_synonym,chembl,0.65
optiray,ioversol,trade_name,chembl,0.9
optiray 160,ioversol,trade_name,chembl,0.9
optiray 240,ioversol,trade_name,chembl,0.9
optiray 300,ioversol,trade_name,chembl,0.9
optiray 320,ioversol,trade_name,chembl,0.9
optiray 350,ioversol,trade_name,chembl,0.9
chlorothiazide sodium,chlorothiazide sodium,chembl_synonym,chembl,0.65
chlorothiazide sodium,chlorothiazide sodium,trade_name,chembl,0.9
chlorothiazide sodium,chlorothiazide sodium,usan,chembl,0.85
chlorothiazide sodium salt,chlorothiazide sodium,chembl_synonym,chembl,0.65
diuril,chlorothiazide sodium,trade_name,chembl,0.9
org 6216,rimexolone,chembl_synonym,chembl,0.65
org-6216,rimexolone,chembl_synonym,chembl,0.65
rimexolon,rimexolone,chembl_synonym,chembl,0.65
rimexolona,rimexolone,chembl_synonym,chembl,0.65
rimexolone,rimexolone,chembl_synonym,chembl,0.65
rimexolone,rimexolone,ban,chembl,0.85
rimexolone,rimexolone,usan,chembl,0.85
vexol,rimexolone,trade_name,chembl,0.9
allegra,fexofenadine hydrochloride,trade_name,chembl,0.9
allegra allergy,fexofenadine hydrochloride,trade_name,chembl,0.9
allegra hives,fexofenadine hydrochloride,trade_name,chembl,0.9
children's allegra allergy,fexofenadine hydrochloride,trade_name,chembl,0.9
children's allegra hives,fexofenadine hydrochloride,trade_name,chembl,0.9
children's fexofenadine hydrochloride allergy,fexofenadine hydrochloride,trade_name,chembl,0.9
children's fexofenadine hydrochloride hives,fexofenadine hydrochloride,trade_name,chembl,0.9
fexofenadine hcl,fexofenadine hydrochloride,chembl_synonym,chembl,0.65
fexofenadine hydrochloride,fexofenadine hydrochloride,chembl_synonym,chembl,0.65
fexofenadine hydrochloride,fexofenadine hydrochloride,trade_name,chembl,0.9
fexofenadine hydrochloride,fexofenadine hydrochloride,usan,chembl,0.85
fexofenadine hydrochloride allergy,fexofenadine hydrochloride,trade_name,chembl,0.9
fexofenadine hydrochloride component of allegra-d,fexofenadine hydrochloride,trade_name,chembl,0.9
fexofenadine hydrochloride hives,fexofenadine hydrochloride,trade_name,chembl,0.9
"mdl 16,455a",fexofenadine hydrochloride,chembl_synonym,chembl,0.65
mdl-16455a,fexofenadine hydrochloride,chembl_synonym,chembl,0.65
telfast 120,fexofenadine hydrochloride,trade_name,chembl,0.9
telfast 180,fexofenadine hydrochloride,trade_name,chembl,0.9
telfast 30,fexofenadine hydrochloride,trade_name,chembl,0.9
factive,gemifloxacin mesylate,trade_name,chembl,0.9
gemifloxacin mesilate,gemifloxacin mesylate,chembl_synonym,chembl,0.65
gemifloxacin mesylate,gemifloxacin mesylate,chembl_synonym,chembl,0.65
gemifloxacin mesylate,gemifloxacin mesylate,trade_name,chembl,0.9
gemifloxacin mesylate,gemifloxacin mesylate,usan,chembl,0.85
gemifloxacin methanesulfonate,gemifloxacin mesylate,chembl_synonym,chembl,0.65
lb 20304a,gemifloxacin mesylate,chembl_synonym,chembl,0.65
lb-20304a,gemifloxacin mesylate,chembl_synonym,chembl,0.65
sb-265805-s,gemifloxacin mesylate,chembl_synonym,chembl,0.65
compound 49510,paricalcitol,chembl_synonym,chembl,0.65
compound-49510,paricalcitol,chembl_synonym,chembl,0.65
paricalcitol,paricalcitol,chembl_synonym,chembl,0.65
paricalcitol,paricalcitol,trade_name,chembl,0.9
paricalcitol,paricalcitol,usan,chembl,0.85
zemplar,paricalcitol,trade_name,chembl,0.9
durabolin-o,ethylestrenol,chembl_synonym,chembl,0.65
duraboral,ethylestrenol,chembl_synonym,chembl,0.65
ethylestrenol,ethylestrenol,chembl_synonym,chembl,0.65
ethylestrenol,ethylestrenol,ban,chembl,0.85
ethylestrenol,ethylestrenol,usan,chembl,0.85
ethylnandrol,ethylestrenol,chembl_synonym,chembl,0.65
ethyloestrenol,ethylestrenol,chembl_synonym,chembl,0.65
etilestrenol,ethylestrenol,chembl_synonym,chembl,0.65
maxibolin,ethylestrenol,trade_name,chembl,0.9
nsc-37726,ethylestrenol,chembl_synonym,chembl,0.65
orabolin,ethylestrenol,chembl_synonym,chembl,0.65
ethynodiol diacetate,ethynodiol diacetate,chembl_synonym,chembl,0.65
ethynodiol diacetate,ethynodiol diacetate,usan,chembl,0.85
ethynodiol diacetate component of kelnor,ethynodiol diacetate,trade_name,chembl,0.9
ethynodiol diacetate component of ovulen,ethynodiol diacetate,trade_name,chembl,0.9
ethynodiol diacetate component of zovia,ethynodiol diacetate,trade_name,chembl,0.9
etinodiol,ethynodiol diacetate,chembl_synonym,chembl,0.65
etynodiol,ethynodiol diacetate,chembl_synonym,chembl,0.65
etynodiol,ethynodiol diacetate,ban,chembl,0.85
etynodiol acetate,ethynodiol diacetate,chembl_synonym,chembl,0.65
etynodiol diacetate,ethynodiol diacetate,chembl_synonym,chembl,0.65
femulen,ethynodiol diacetate,trade_name,chembl,0.9
nsc-759288,ethynodiol diacetate,chembl_synonym,chembl,0.65
sc 11800,ethynodiol diacetate,chembl_synonym,chembl,0.65
sc-11800,ethynodiol diacetate,chembl_synonym,chembl,0.65
89sr,strontium chloride sr 89,chembl_synonym,chembl,0.65
metastron,strontium chloride sr 89,trade_name,chembl,0.9
sms-2pa,strontium chloride sr 89,chembl_synonym,chembl,0.65
sms2pa,strontium chloride sr 89,chembl_synonym,chembl,0.65
strontium 89 chloride,strontium chloride sr 89,chembl_synonym,chembl,0.65
strontium-89 chloride,strontium chloride sr 89,chembl_synonym,chembl,0.65
strontium (89 sr) chloride,strontium chloride sr 89,chembl_synonym,chembl,0.65
strontium (89sr) chloride,strontium chloride sr 89,chembl_synonym,chembl,0.65
strontium chloride (89sr),strontium chloride sr 89,chembl_synonym,chembl,0.65
strontium chloride sr 89,strontium chloride sr 89,chembl_synonym,chembl,0.65
strontium chloride sr 89,strontium chloride sr 89,usan,chembl,0.85
strontium chloride sr-89,strontium chloride sr 89,chembl_synonym,chembl,0.65
strontium chloride sr-89,strontium chloride sr 89,trade_name,chembl,0.9
"strontium chloride, sr-89",strontium chloride sr 89,chembl_synonym,chembl,0.65
betaprone,propiolactone,trade_name,chembl,0.9
.beta.-propiolactone,propiolactone,chembl_synonym,chembl,0.65
beta-propiolactone,propiolactone,chembl_synonym,chembl,0.65
nsc-21626,propiolactone,chembl_synonym,chembl,0.65
propiolactona,propiolactone,chembl_synonym,chembl,0.65
propiolactone,propiolactone,ban,chembl,0.85
propiolactone,propiolactone,chembl_synonym,chembl,0.65
propiolactone,propiolactone,usan,chembl,0.85
firvanq,vancomycin hydrochloride,chembl_synonym,chembl,0.65
firvanq kit,vancomycin hydrochloride,trade_name,chembl,0.9
nsc-757377,vancomycin hydrochloride,chembl_synonym,chembl,0.65
vancocin,vancomycin hydrochloride,trade_name,chembl,0.9
vancocin hydrochloride,vancomycin hydrochloride,trade_name,chembl,0.9
vancocin matrigel,vancomycin hydrochloride,trade_name,chembl,0.9
vancoled,vancomycin hydrochloride,trade_name,chembl,0.9
vancomycin (as hydrochloride),vancomycin hydrochloride,chembl_synonym,chembl,0.65
vancomycin hcl,vancomycin hydrochloride,chembl_synonym,chembl,0.65
vancomycin hydrochloride,vancomycin hydrochloride,chembl_synonym,chembl,0.65
vancomycin hydrochloride,vancomycin hydrochloride,trade_name,chembl,0.9
vancomycin monohydrochloride,vancomycin hydrochloride,chembl_synonym,chembl,0.65
"vancomycin, monohydrochloride",vancomycin hydrochloride,chembl_synonym,chembl,0.65
vancor,vancomycin hydrochloride,trade_name,chembl,0.9
vanoled,vancomycin hydrochloride,trade_name,chembl,0.9
bromure de vecuronium,vecuronium bromide,chembl_synonym,chembl,0.65
bromuro de vecuronio,vecuronium bromide,chembl_synonym,chembl,0.65
musculax,vecuronium bromide,trade_name,chembl,0.9
norcuron,vecuronium bromide,trade_name,chembl,0.9
nsc-759184,vecuronium bromide,chembl_synonym,chembl,0.65
org nc 45,vecuronium bromide,chembl_synonym,chembl,0.65
org-nc 45,vecuronium bromide,chembl_synonym,chembl,0.65
"pancuronium bromide impurity, vecuronium bromide -",vecuronium bromide,chembl_synonym,chembl,0.65
vecuronium bromide,vecuronium bromide,ban,chembl,0.85
vecuronium bromide,vecuronium bromide,chembl_synonym,chembl,0.65
vecuronium bromide,vecuronium bromide,trade_name,chembl,0.9
vecuronium bromide,vecuronium bromide,usan,chembl,0.85
cysteine (as hydrochloride),cysteine hydrochloride,chembl_synonym,chembl,0.65
cysteine hcl,cysteine hydrochloride,chembl_synonym,chembl,0.65
cysteine hydrochloride,cysteine hydrochloride,chembl_synonym,chembl,0.65
cysteine hydrochloride,cysteine hydrochloride,trade_name,chembl,0.9
cysteine hydrochloride anhydrous,cysteine hydrochloride,chembl_synonym,chembl,0.65
"cysteine hydrochloride, anhydrous",cysteine hydrochloride,chembl_synonym,chembl,0.65
cysteine hydrochloride monohydrate,cysteine hydrochloride,chembl_synonym,chembl,0.65
elcys,cysteine hydrochloride,trade_name,chembl,0.9
l-cysteine hcl,cysteine hydrochloride,chembl_synonym,chembl,0.65
l-cysteine hydrochloride,cysteine hydrochloride,chembl_synonym,chembl,0.65
l-cysteine hydrochloride hydrate,cysteine hydrochloride,chembl_synonym,chembl,0.65
nouress,cysteine hydrochloride,trade_name,chembl,0.9
nsc-755898,cysteine hydrochloride,chembl_synonym,chembl,0.65
cleocin,clindamycin palmitate hydrochloride,trade_name,chembl,0.9
clindamycin palmitate hcl,clindamycin palmitate hydrochloride,chembl_synonym,chembl,0.65
clindamycin palmitate hydrochloride,clindamycin palmitate hydrochloride,chembl_synonym,chembl,0.65
clindamycin palmitate hydrochloride,clindamycin palmitate hydrochloride,trade_name,chembl,0.9
clindamycin palmitate hydrochloride,clindamycin palmitate hydrochloride,usan,chembl,0.85
nsc-759141,clindamycin palmitate hydrochloride,chembl_synonym,chembl,0.65
"u-25,179 e",clindamycin palmitate hydrochloride,chembl_synonym,chembl,0.65
u-25179-e,clindamycin palmitate hydrochloride,chembl_synonym,chembl,0.65
u-25179e,clindamycin palmitate hydrochloride,chembl_synonym,chembl,0.65
hydrocortamate hcl,hydrocortamate hydrochloride,chembl_synonym,chembl,0.65
hydrocortamate hydrochloride,hydrocortamate hydrochloride,chembl_synonym,chembl,0.65
magnacort,hydrocortamate hydrochloride,trade_name,chembl,0.9
nsc-12884,hydrocortamate hydrochloride,chembl_synonym,chembl,0.65
amrix,cyclobenzaprine hydrochloride,trade_name,chembl,0.9
cyclobenzaprine hcl,cyclobenzaprine hydrochloride,chembl_synonym,chembl,0.65
cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,chembl_synonym,chembl,0.65
cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,trade_name,chembl,0.9
cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,usan,chembl,0.85
flexeril,cyclobenzaprine hydrochloride,trade_name,chembl,0.9
mk-130 [as the base],cyclobenzaprine hydrochloride,chembl_synonym,chembl,0.65
mk-130 hydrochloride,cyclobenzaprine hydrochloride,chembl_synonym,chembl,0.65
nsc-169900,cyclobenzaprine hydrochloride,chembl_synonym,chembl,0.65
nsc-173379,cyclobenzaprine hydrochloride,chembl_synonym,chembl,0.65
nsc-78206,cyclobenzaprine hydrochloride,chembl_synonym,chembl,0.65
brompheniramine d-form maleate,dexbrompheniramine maleate,chembl_synonym,chembl,0.65
dexbrompheniramine maleate,dexbrompheniramine maleate,chembl_synonym,chembl,0.65
dexbrompheniramine maleate component of brompheril,dexbrompheniramine maleate,trade_name,chembl,0.9
dexbrompheniramine maleate component of disobrom,dexbrompheniramine maleate,trade_name,chembl,0.9
dexbrompheniramine maleate component of disophrol,dexbrompheniramine maleate,trade_name,chembl,0.9
dexbrompheniramine maleate component of drixoral,dexbrompheniramine maleate,trade_name,chembl,0.9
dexbrompheniramine maleate component of drixoral plus,dexbrompheniramine maleate,trade_name,chembl,0.9
dexbrompheniramine maleate component of resporal,dexbrompheniramine maleate,trade_name,chembl,0.9
disomer,dexbrompheniramine maleate,trade_name,chembl,0.9
glucoheptonic acid complex with 99mtc,technetium tc 99m gluceptate,chembl_synonym,chembl,0.65
glucoscan,technetium tc 99m gluceptate,trade_name,chembl,0.9
technescan gluceptate,technetium tc 99m gluceptate,trade_name,chembl,0.9
technetium (99mtc) gluceptate,technetium tc 99m gluceptate,chembl_synonym,chembl,0.65
technetium 99mtc glucoheptonate,technetium tc 99m gluceptate,chembl_synonym,chembl,0.65
technetium tc 99m gluceptate,technetium tc 99m gluceptate,chembl_synonym,chembl,0.65
technetium tc-99m gluceptate,technetium tc 99m gluceptate,chembl_synonym,chembl,0.65
technetium tc-99m gluceptate kit,technetium tc 99m gluceptate,chembl_synonym,chembl,0.65
cpiron,ferrous fumarate,chembl_synonym,chembl,0.65
erco-fer,ferrous fumarate,chembl_synonym,chembl,0.65
ercoferro,ferrous fumarate,chembl_synonym,chembl,0.65
ferrofume,ferrous fumarate,chembl_synonym,chembl,0.65
ferrosi fumaras,ferrous fumarate,chembl_synonym,chembl,0.65
ferrous fumarate,ferrous fumarate,chembl_synonym,chembl,0.65
ferrous fumarate component of lo minastrin fe,ferrous fumarate,trade_name,chembl,0.9
ferrous fumarate component of minastrin 24 fe,ferrous fumarate,trade_name,chembl,0.9
ferrous fumarate component of norquest fe,ferrous fumarate,trade_name,chembl,0.9
fersaday,ferrous fumarate,trade_name,chembl,0.9
fersamal,ferrous fumarate,trade_name,chembl,0.9
galfer,ferrous fumarate,trade_name,chembl,0.9
heferol,ferrous fumarate,chembl_synonym,chembl,0.65
hemoton,ferrous fumarate,chembl_synonym,chembl,0.65
ircon,ferrous fumarate,chembl_synonym,chembl,0.65
iron (as ferrous fumarate),ferrous fumarate,chembl_synonym,chembl,0.65
iron (as fumarate),ferrous fumarate,chembl_synonym,chembl,0.65
iron fumarate,ferrous fumarate,chembl_synonym,chembl,0.65
meterfer,ferrous fumarate,trade_name,chembl,0.9
orgasal,ferrous fumarate,chembl_synonym,chembl,0.65
palafer,ferrous fumarate,chembl_synonym,chembl,0.65
tolferain,ferrous fumarate,chembl_synonym,chembl,0.65
tolifer,ferrous fumarate,chembl_synonym,chembl,0.65
