"pip_procedure_number","pip_decision_number","ema_url","decision_type_code","decision_type_text","decision_title","decision_date","active_substance","therapeutic_area","condition","compliance_check_done","has_full_waiver","has_partial_waiver","has_deferral","pdf_url","parse_confidence","fetched_at","ema_feed_timestamp"
"EMEA-003008-PIP01-21","P/162/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003008-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","13/05/2022","virus-like particle of SARS-CoV-2 spike protein (recombinant, adjuvant) (CoVLP)","Vaccines","Prevention of Coronavirus disease 2019 (COVID-19)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002344-PIP02-18-M01","P/231/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002344-pip02-18-m01","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/07/2022","liposomal ciclosporin A (L-CsA)","Immunology-Rheumatology-Transplantation","Treatment of bronchiolitis obliterans syndrome","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001030-PIP01-10-M10","P/208/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001030-pip01-10-m10","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","10/06/2022","canagliflozin","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of type II diabetes mellitus","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001115-PIP01-10-M08","P/200/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001115-pip01-10-m08","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","10/06/2023","loxapine","Psychiatry","Treatment of bipolar disorder;Treatment of schizophrenia","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001696-PIP01-14-M02","P/260/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001696-pip01-14-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","22/07/2022","omecamtiv mecarbil","Cardiovascular diseases","Treatment of heart failure","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001410-PIP02-17-M04","P/237/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001410-pip02-17-m04","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","08/07/2022","Ixazomib","Oncology","Treatment of lymphoid malignancies (excluding multiple myeloma);Treatment of Multiple Myeloma","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001217-PIP01-11-M08","P/226/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001217-pip01-11-m08","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","08/07/2022","Indacaterol (acetate);mometasone furoate","Pneumology-allergology","Treatment of asthma","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001127-PIP02-11-M02","P/245/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001127-pip02-11-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","08/07/2022","Hepatitis B (rDNA) surface antigen adjuvanted","Vaccines","Prevention of hepatitis B virus infection","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003190-PIP01-22","P/223/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003190-pip01-22","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/07/2022","Botulinum toxin type E","Dermatology","Treatment of skin wrinkling","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003181-PIP01-22","P/227/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003181-pip01-22","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","08/07/2022","Peptide KLBPVQLWV / Peptide SMPPPGTRV / Peptide YLQLVFGIEV / Peptide RLLQETELV / Peptide YLSGADLNL / Peptide LLTFWNPPV / Peptide IMIGHLVGV / Peptide KVAEIVHFL / Peptide KVFGSLAFV / Pan HLA DR-binding epitope D-Ala-Lys-Cha-Val-Ala-Ala-Trp-Thr-Leu-Lys-Ala-Ala-D-Ala (OSE2101)","Oncology","Treatment of lung cancer (small cell and non-small cell lung cancer)","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003115-PIP01-21","P/261/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003115-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","15/07/2022","recombinant COVID-19 subunit nanoparticle (adjuvanted with AS03) (GBP510)","Vaccines","Prevention of Coronavirus disease 2019 (COVID-19)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003085-PIP01-21","P/232/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003085-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/07/2022","sibeprenlimab","Uro-nephrology","Treatment of primary immunoglobulin A nephropathy","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003186-PIP01-22","P/212/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003186-pip01-22","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","10/06/2022","Indapamide;perindopril arginine","Cardiovascular diseases","Treatment of hypertension","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001310-PIP01-12-M03","P/198/2018","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001310-pip01-12-m03","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","19/07/2018","gabapentin","Pain","Treatment of chronic pain","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003179-PIP01-22","P/194/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003179-pip01-22","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","10/06/2022","sugemalimab","Oncology","Treatment of lung cancer","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003178-PIP01-21","P/207/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003178-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","10/06/2022","anti-TGFbeta fully human monoclonal antibody (NIS793)","Oncology","Treatment of pancreatic cancer","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002696-PIP03-22","P/240/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002696-pip03-22","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","08/07/2022","Parsaclisib (hydrochloride)","Oncology","Treatment of myelofibrosis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002694-PIP02-21","P/228/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002694-pip02-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/07/2022","mixture of 2 synthetic double-stranded N-Acetyl-galactosamine conjugated siRNA oligonucleotides that are directed against hepatitis B virus (JNJ-73763989)","Infectious diseases","Treatment of chronic hepatitis D infection","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002516-PIP02-21","P/246/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002516-pip02-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/07/2022","Lonafarnib","Infectious diseases","Hepatitis D virus infection","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003202-PIP01-22","P/233/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003202-pip01-22","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","08/07/2022","Botulinum toxin type A","Other","Treatment of skin wrinkling","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003199-PIP01-22","P/252/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003199-pip01-22","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","08/07/2022","224 Radium adsorbed in calcium carbonate microparticles","Oncology","Treatment of peritoneal carcinomatosis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003193-PIP01-22","P/224/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003193-pip01-22","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","08/07/2022","autologous bone marrow-derived mononuclear cell enriched white blood cells","Cardiovascular diseases","Treatment of chronic limb-threatening ischemia","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003198-PIP01-22","P/202/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003198-pip01-22","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","10/06/2022","clonidine","Neurology","Treatment of Attention Deficit Hyperactivity Disorder (ADHD)","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001693-PIP03-21","P/210/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001693-pip03-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","10/06/2022","reparixin","Infectious diseases","Treatment of Coronavirus disease 2019 (COVID-19)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003187-PIP01-22","P/199/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003187-pip01-22","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","21/06/2022","Flortaucipir F18","Neurology","Diagnosis of Alzheimer's disease","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002752-PIP01-19","P/220/2020","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002752-pip01-19","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","16/06/2020","IMG-2789","Haematology-Hemostaseology","Treatment of myeloproliferative neoplasms","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003082-PIP01-21","P/254/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003082-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/07/2022","bepirovirsen","Infectious diseases","Treatment of chronic hepatitis B infection","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003072-PIP01-21","P/253/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003072-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/07/2022","autologous tumour-infiltrating lymphocytes (TILs) isolated from a patient's cancer tissue and expanded ex vivo (ITIL-168)","Oncology","Treatment of melanoma","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003059-PIP01-21","P/241/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003059-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/07/2022","cagrilintide;semaglutide","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of obesity","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002846-PIP02-22","P/229/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002846-pip02-22","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/07/2022","lurbinectedin","Oncology","Treatment of malignant mesothelioma","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002737-PIP01-19","P/251/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002737-pip01-19","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/07/2022","autologous CD3+CD4+CD25+CD127-FoxP3+ polyclonal regulatory T cells ex vivo expanded","Endocrinology-Gynaecology-Fertility-Metabolism;Other","Treatment of type 1 diabetes mellitus","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003016-PIP01-21","P/197/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003016-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","09/06/2022","apraglutide","Gastroentology-Hepatology","Treatment of short bowel syndrome","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002983-PIP01-21","P/193/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002983-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","10/06/2022","recombinant adeno-associated viral (rAAV) vector expressing the human ornithine transcarbamylase (hOTC) gene","Gastroentology-Hepatology","Treatment of ornithine transcarbamylase deficiency","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002982-PIP01-21","P/192/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002982-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","10/06/2022","sirolimus","Gastroentology-Hepatology","Treatment of ornithine transcarbamylase deficiency","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002850-PIP02-21","P/216/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002850-pip02-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","10/06/2022","dersimelagon","Dermatology","Treatment of erythropoietic protoporphyria;Treatment of X-linked protoporphyria","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002487-PIP01-18","P/204/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002487-pip01-18","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","10/06/2022","omaveloxolone","Neurology","Treatment of Friedreich's ataxia","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001742-PIP01-14-M01","P/312/2020","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001742-pip01-14-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","14/08/2020","derivative of 4H-pyrazolo[3,4-d]pyrimidin-4-one","Psychiatry","Treatment of schizophrenia","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001665-PIP01-14-M06","P/175/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001665-pip01-14-m06","RPM","RPM: decision refers to a refusal on the application for modification of an agreed PIP","RPM: decision refers to a refusal on the application for modification of an agreed PIP","13/05/2022","betibeglogene autotemcel","Haematology-Hemostaseology","Treatment of β-thalassaemia","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002360-PIP01-18-M02","P/174/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002360-pip01-18-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/05/2022","tirzepatide","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of type II diabetes mellitus","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000694-PIP02-14-M03","P/161/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000694-pip02-14-m03","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/05/2022","dapagliflozin","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of type I diabetes mellitus","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000696-PIP02-10-M08","P/160/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000696-pip02-10-m08","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/05/2022","eslicarbazepine acetate","Neurology","Treatment of epilepsy with partial-onset seizures","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000816-PIP02-10-M03","P/159/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000816-pip02-10-m03","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/05/2022","magnesium sulfate heptahydrate (BLI800);sodium sulphate anhydrous;potassium sulfate","Gastroentology-Hepatology","Diagnostic of organic and/or functional bowel diseases","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001521-PIP01-13-M06","P/155/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001521-pip01-13-m06","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/05/2022","Luspatercept","Haematology-Hemostaseology","Treatment of beta-thalassaemia;Treatment of myelodysplastic syndromes","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002054-PIP01-16-M03","P/147/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002054-pip01-16-m03","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/05/2022","odevixibat","Gastroentology-Hepatology","Treatment of Progressive Familial Intrahepatic Cholestasis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002113-PIP01-16-M01","P/149/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002113-pip01-16-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/05/2022","(S)-6-hydroxy-2,5,7,8-tetramethyl-N-((R)-piperidin-3-yl)chroman-2-carboxamide hydrochloride (KH176)","Other","Treatment of mitochondrial respiratory chain/oxidative phosphorylation defects","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003158-PIP01-21","P/176/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003158-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/05/2012","zandelisib","Oncology","Treatment of mature B-cell neoplasms","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001501-PIP11-21","P/178/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001501-pip11-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/05/2012","dupilumab","Dermatology","Treatment of chronic puritus of unknown origin","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002945-PIP02-21","P/167/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002945-pip02-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/05/2022","anti-CD40L humanized monoclonal antibody (SAR441344)","Neurology","Treatment of progressive multiple sclerosis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002594-PIP03-21","P/169/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002594-pip03-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/05/2022","Infigratinib","Oncology","Treatment of urothelial carcinoma","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003040-PIP02-21","P/165/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003040-pip02-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/05/2022","Izaflortaucipir (18F)","Neurology","Diagnosis of Alzheimer's disease","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003159-PIP01-21","P/158/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003159-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/05/2022","(2S) 4 [2 methoxyethyl [4 (5,6,7,8 tetrahydro 1,8 naphthyridin 2 yl)butyl] amino] 2 (quinazolin 4 ylamino)butanoic acid","Pneumology-allergology","Treatment of idiopathic pulmonary fibrosis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003058-PIP01-21","P/186/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003058-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","16/05/2022","Humanised KLB/FGFR1c monoclonal antibody (MK-3655)","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of non-alcoholic steatohepatitis (NASH)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002645-PIP03-21","P/181/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002645-pip03-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/05/2022","sacituzumab govitecan","Oncology","Treatment of lung carcinoma (small cell and non-small cell carcinoma)","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003167-PIP01-21","P/182/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003167-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/05/2022","","Neurology","Treatment of frontotemporal dementia","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003169-PIP01-21","P/183/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003169-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/05/2022","3,4-dimethyl-N-(2-phenyl-1H-pyrrolo[2,3-b]pyridin-5-yl)-1H-pyrazole-5-carboxamide","Oncology","Treatment of gastrointestinal stromal tumours","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003164-PIP01-21","P/172/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003164-pip01-21","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/05/2022","bilastine;pseudoephedrine","Pneumology-allergology","Treatment of allergic rhinitis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003020-PIP01-21","P/145/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003020-pip01-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","13/05/2022","Adeno-associated viral vector serotype rh.10 expressing beta-galactosidase (LYS-GM101)","Neurology","Treatment of GM1 gangliosidosis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002997-PIP02-22","P/146/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002997-pip02-22","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","13/05/2022","Latozinemab","Neurology","Treatment of amyotrophic lateral sclerosis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
