"sponsor_name","baseline_date"
"Karin Blomgren","2026-05-05"
"Karl Andersen","2026-05-05"
"Karl Emil Kristensen","2026-05-05"
"Karl Landsteiner Institut Fr Klinische Neurologie Und Neuropsycholigie","2026-05-05"
"Karo Bio","2026-05-05"
"Karolinska Hospital","2026-05-05"
"Karolinska Institutet","2026-05-05"
"Karolinska Universitetssjukhuset","2026-05-05"
"Karolinska Universitetssjukhuset Huddinge","2026-05-05"
"Karolinska Universitetssjukhuset I Solna, Thoraxanestesi Intensivvrd","2026-05-05"
"Karolinska Universitetssjukhuset Solna","2026-05-05"
"Karolinska University Hospital","2026-05-05"
"Karolinska University Hospital / Karolinska University Hospital","2026-05-05"
"Karolinska University Hospital / Medical University Of Silesia Katowice","2026-05-05"
"Karolinska University Hospital Solna","2026-05-05"
"Karolinska University Hospital, Stockholm Cf Center","2026-05-05"
"Karolinska University Hospital, Stockholms Lns Landsting","2026-05-05"
"Karolinska University Hospital/Huddinge","2026-05-05"
"Karolinska Univsjukhuset","2026-05-05"
"Kartos","2026-05-05"
"Karuna","2026-05-05"
"Karus","2026-05-05"
"Karyopharm","2026-05-05"
"Kas Glostrup","2026-05-05"
"Katairo","2026-05-05"
"Katholisches Klinikum Bochum Ggmbh","2026-05-05"
"Kbp Co","2026-05-05"
"Kbp Pte","2026-05-05"
"Kedrion","2026-05-05"
"Kedrion Spa","2026-05-05"
"Keele University","2026-05-05"
"Kell Osterlind","2026-05-05"
"Kennedy Krieger Inst. Johns Hopkins Medicine","2026-05-05"
"Kennemer Gasthuis, Afdeling Maag-, Darm-, Leverziekten","2026-05-05"
"Kenta","2026-05-05"
"Kepler Universittsklinikum Linz Neuromed Campus","2026-05-05"
"Kepler Universittsklinikum, Medcampus Iii, Klinik Fr Interne 2","2026-05-05"
"Kepler University Hospital","2026-05-05"
"Kern","2026-05-05"
"Keros","2026-05-05"
"Keros . / Keros","2026-05-05"
"Keryx","2026-05-05"
"Ketabon","2026-05-05"
"Keybioscience","2026-05-05"
"Keyneurotek","2026-05-05"
"Kezar Life","2026-05-05"
"Kge Hospital","2026-05-05"
"Kge Sygehus","2026-05-05"
"Kh Der Elisabethinen Linz , I. Interne Abteilung","2026-05-05"
"Kh Hietzing","2026-05-05"
"Khondrion","2026-05-05"
"Kiadis","2026-05-05"
"Kinarus","2026-05-05"
"Kinder- Und Jugendkrankenhaus Auf Der Bult","2026-05-05"
"Kinderkrankenhaus Auf Der Bult","2026-05-05"
"Kinevant","2026-05-05"
"King Christian 10th Hospital For Rheumatology","2026-05-05"
"Kings College Hospital","2026-05-05"
"Kings College Hospital NHS Foundation Trust","2026-05-05"
"Kings College London","2026-05-05"
"Kingston General Hospital, Queens University Of Kingston","2026-05-05"
"Kiniksa","2026-05-05"
"Kiniksa , . Hamilton, Bermuda C/O Kiniksa","2026-05-05"
"Kinnov","2026-05-05"
"Kirby Institute, University Of New South Wa","2026-05-05"
"Kirsi Pietilinen","2026-05-05"
"Kirsten Mller","2026-05-05"
"Kirsten Rasmussen","2026-05-05"
"Kirurginen Sairaala, Suu- Ja Leukakirurgian Klinikka Satu Yli-Petys","2026-05-05"
"Kirurgisen Sairaalan Munuaisensiirtoihin Liittyvn Kivun Hoidon Tutkimusryhm","2026-05-05"
"Kirurgisk Afdeling, Nordsjllands Hospital","2026-05-05"
"Kirurgisk Forskningsafsnit, Herning Sygehus","2026-05-05"
"Kissei Co","2026-05-05"
"Kitasato Institute Clinical Trial Coordinating Center","2026-05-05"
"Kite","2026-05-05"
"Kitov","2026-05-05"
"Kjeld Schmiegelow","2026-05-05"
"Kkkliniken, Universitetssjukhuset I Linkping","2026-05-05"
"Kkrn Katholisches Klinikum Ruhrgebiet Nord","2026-05-05"
"Klaipeda Hospital","2026-05-05"
"Klaus Krogh","2026-05-05"
"Klaus Olkkola","2026-05-05"
"Klaus Olkkola/University Of Helsinki","2026-05-05"
"Klaus Tapio Olkkola","2026-05-05"
"Klear Bio","2026-05-05"
"Klin. Abtlg. Fr Thorax","2026-05-05"
"Klinik F. Innere Med., Fachabteilung Hmatologie","2026-05-05"
"Klinik For Hndkirurgi, Gentofte Hospital","2026-05-05"
"Klinik Fr Allgemein-, Viszeral- Und Transplantationschirurgie, Medizinische Hochschule Hannover","2026-05-05"
"Klinik Fr Ansthesiologie Johannes Gutenberg Universitt","2026-05-05"
"Klinik Fr Ansthesiologie Und Operative Intensivmedizin Klinikum Ludwigshafen","2026-05-05"
"Klinik Fr Ansthesiologie Universittsklinikum Aachen","2026-05-05"
"Klinik Fr Dermatologie Und Allergologie Der Rub, St. Josef Hospital","2026-05-05"
"Klinik Fr Dermatologie Und Venerologie, Universittsklinikum Hamburg-Eppendorf","2026-05-05"
"Klinik Fr Herz- Und Kreislauferkrankungen, Deutsches Herzzentrum Mnchen","2026-05-05"
"Klinik Fr Innere Medizin Ii Der Klinikum Chemnitz Ggmbh","2026-05-05"
"Klinik Fr Kardiologie, Herz- Und Diabeteszentrum Nrw","2026-05-05"
"Klinik Fr Psychiatrie Und Psychotherapie Der Ludwig Maximilian Universitt Mnchen","2026-05-05"
"Klinik Fr Psychiatrie Und Psychotherapie, Universittsklinikum Aachen","2026-05-05"
"Klinik Loewenstein Ggmbh","2026-05-05"
"Klinik Lwenstein Ggmbh","2026-05-05"
"Klinik Neuropdiatrie Und Muskelkrankheiten","2026-05-05"
"Klinik Und Poliklinik Fr Augenheilkunde Der Universitt Regensburg","2026-05-05"
"Klinik Und Poliklinik Fr Neurologie Der Universitt Regensburg Am Bezirksklinikum","2026-05-05"
"Klinik Und Poliklinik Fuer Strahlentherapie, Universitt Erlangen-Nrnberg","2026-05-05"
"Kliniken Der Stadt Koeln Ggmbh, Klinikum Merheim","2026-05-05"
"Kliniken Essen Mitte","2026-05-05"
"Kliniken Essen-Mitte","2026-05-05"
"Kliniken Fr Onkologi, Karolinska Universitetssjukhuset, Solna","2026-05-05"
"Kliniken Krnan Urology Centre","2026-05-05"
"Klinikum Augsburg","2026-05-05"
"Klinikum Bremen-Mitte Ggmbh","2026-05-05"
"Klinikum Der J. W. Goethe-Universitt Frankfurt","2026-05-05"
"Klinikum Der Landeshauptstadt Stuttgart Gkaör","2026-05-05"
"Klinikum Der Lmu","2026-05-05"
"Klinikum Der Ludwig-Maximilians Universitt Mnchen, Klinikum Grohadern","2026-05-05"
"Klinikum Der Ludwig-Maximilians-Univ. Mnch , Klinikum Grohadern Vertreten Durch Die Kaufmnnische Direktion","2026-05-05"
"Klinikum Der Ludwig-Maximilians-Universitt Mnchen","2026-05-05"
"Klinikum Der Ludwig-Maximilians-Universitt Mnchen, Klinikum Grohadern","2026-05-05"
"Klinikum Der Ludwigs-Maximilians","2026-05-05"
"Klinikum Der Otto-Von","2026-05-05"
"Klinikum Der Technischen Universitaet Muenchen (Tum Klinikum)","2026-05-05"
"Klinikum Der Universitaet Muenchen Aoer","2026-05-05"
"Klinikum Der Universitat Munchen Aör","2026-05-05"
"Klinikum Der Universitt","2026-05-05"
"Klinikum Der Universitt Mnchen","2026-05-05"
"Klinikum Der Universitt Mnchen Innenstadt, I. Frauenklinik","2026-05-05"
"Klinikum Der Universitt Mnchen-Grohadern","2026-05-05"
"Klinikum Der Universitt Mnchen, Anstalt Des Ffentlichen Rechts","2026-05-05"
"Klinikum Der Universitt Mnchen, Anstalt Des Ffentlichen Rechts Vertreten Durch Den Vorstand","2026-05-05"
"Klinikum Der Universitt Mnchen, Campus Grohadern","2026-05-05"
"Klinikum Der Universitt Mnchen, Kinderklinik Und Poliklinik Im Dr. Von Haunerschen Kinderspital","2026-05-05"
"Klinikum Der Universitt Mnchen, Kinderklinik Und Poliklinik Im Dr. Von Haunersches Kinderspital","2026-05-05"
"Klinikum Der Universitt Mnchen, Klinikum Grohadern","2026-05-05"
"Klinikum Der Universitt Mnchen, Ludwig-Maximilians-Universitt Mnchen, Represented By The Managing Medical Director","2026-05-05"
"Klinikum Der Universitt Mnchen, Medizinische Klinik Und Poliklinik Iii","2026-05-05"
"Klinikum Der Universitt Mnchen, Standort Grohadern","2026-05-05"
"Klinikum Der Universitt Regensburg","2026-05-05"
"Klinikum Fulda Gag","2026-05-05"
"Klinikum Grohadern, Ent-Department","2026-05-05"
"Klinikum Grohadern, University Of Munich","2026-05-05"
"Klinikum Grosshadern","2026-05-05"
"Klinikum Leverkusen Ggmbh","2026-05-05"
"Klinikum Nrnberg","2026-05-05"
"Klinikum Rechts Der Isar Der Technischen Universitaet Muenchen","2026-05-05"
"Klinikum Rechts Der Isar Der Technischen Universitt Mnchen","2026-05-05"
"Klinikum Rechts Der Isar Der Tu Muenchen Aör","2026-05-05"
"Klinikum Rechts Der Isar, Technical University Of Munich","2026-05-05"
"Klinikum Rechts Der Isar, Technische Universitt Mnchen","2026-05-05"
"Klinikum St. Georg Ggmbh","2026-05-05"
"Klinische Abteilung Fr Gastroenterologie Und Hepatologie, Medizinische Universittsklinik, Mug","2026-05-05"
"Klinisk Farmakologisk Afdeling","2026-05-05"
"Klinisk Farmakologisk Afdeling, Bispebjerg","2026-05-05"
"Klinisk Farmakologisk Center Og Med. Afd. M, Rhus Sygehus, Nbg","2026-05-05"
"Klinisk Forskningsenhed, Medicinsk Afdeling, Hmatologisk Afsnit, Sygehus Lilleblt, Vejle Sygehus","2026-05-05"
"Kmia","2026-05-05"
"Knappschaftskrankenhaus Bochum","2026-05-05"
"Kneipp-Werke","2026-05-05"
"Knowledge Centre For Rheumatology And Back Diseases","2026-05-05"
"Knud Kragballe, Dermatological Department, Rhus Sygehus Hospital","2026-05-05"
"Koagulationscentrum Umas","2026-05-05"
"Kobenhavns Universitet","2026-05-05"
"Kobenhavns Universitet / Koebenhavns Universitet","2026-05-05"
"Kodiak","2026-05-05"
"Koebenhavns Universitet","2026-05-05"
"Koege Hospital","2026-05-05"
"Kognitive Neurologie, Institut Fr Medizin, Forschungszentrum Jlich","2026-05-05"
"Kominox Usa","2026-05-05"
"Kompetenznetz Parkinson e.V","2026-05-05"
"Kompetenznetz Vorhofflimmern e.V","2026-05-05"
"Kompetenznetz Vorhofflimmern e.V. AFNET","2026-05-05"
"Kompetenznetz Vorhofflimmern e.V. AFNET Atrial Fibrillation NETwork","2026-05-05"
"Kon Ordinace","2026-05-05"
"Koningin Wilhelmina Fonds","2026-05-05"
"Konstantinas Povilas Valuckas","2026-05-05"
"Konvent Der Barmherzigen Brueder","2026-05-05"
"Kooperativn lymfomov skupina, o.s","2026-05-05"
"Kooperativn lymfomov skupina, z.s","2026-05-05"
"Kooperativni Lymfomova Skupina z.s","2026-05-05"
"Korpo","2026-05-05"
"Kosan","2026-05-05"
"Koskela Heikki","2026-05-05"
"Kowa","2026-05-05"
"Kowa Co","2026-05-05"
"Kowa Institute","2026-05-05"
"Krajsk nemocnice Liberec, a.s","2026-05-05"
"Krakowski Szpital Specjalistyczny Im. Jana Pawa Ii","2026-05-05"
"Krakowski Szpital Specjalistyczny Im. Jana Pawla Ii","2026-05-05"
"Krakowski Szpital Specjalistyczny Im. Sw. Jana Pawla Ii","2026-05-05"
"Krankenhaus Nordwest","2026-05-05"
"Krankenhaus Nordwest Ggmbh","2026-05-05"
"Krankenhaus Salem Der Evang. Stadtmission Heidelberg Ggmbh","2026-05-05"
"Krewel Meuselbach","2026-05-05"
"Kringle","2026-05-05"
"Kris-Och Traumacentrum","2026-05-05"
"Kristina Jakobsson","2026-05-05"
"KRKA R, s.r.o","2026-05-05"
"KRKA tovarna zdravil d.d. Novo mesto","2026-05-05"
"KRKA- Sp. z o.o","2026-05-05"
"Krka-Farma D. O. O","2026-05-05"
"Krka, D. D., Novo Mesto","2026-05-05"
"Krka, d.d. Novo mesto","2026-05-05"
"Krka, d.d., Novo mesto","2026-05-05"
"KRKA, d.d., Novo mesto","2026-05-05"
"Krka, Tovarna Zdravil, D. D., Novo Mesto","2026-05-05"
"Kronos Bio","2026-05-05"
"Kudos . A Member Of The Astrazeneca Of Companies","2026-05-05"
"Kumquat","2026-05-05"
"Kunglv Hospital","2026-05-05"
"Kuopio University Hospital","2026-05-05"
"Kuopio University Hospital, Anesthesiology Clinic","2026-05-05"
"Kuopion Yliopistollinen Sairaala","2026-05-05"
"Kuopion Yliopistollinen Sairaala/Ensihoitokeskus","2026-05-05"
"Kuopion Yliopistollinen Sairaala/Silmtautien Poliklinikka","2026-05-05"
"Kupando","2026-05-05"
"Kura","2026-05-05"
"Kureha","2026-05-05"
"Kurort Forschungsverein Bad Steben e.V","2026-05-05"
"Kuros Biosurgery","2026-05-05"
"Kvinnokliniken","2026-05-05"
"Kvinnokliniken I Stergtland","2026-05-05"
"Kvinnokliniken, Universitetessjukhuset I Linkping, Landstinget I Stergtland","2026-05-05"
"Kvinnokliniken, Universitetssjukhuset I Linkping, Landstinget I Stergtland","2026-05-05"
"Kwf Kankerbestrijding","2026-05-05"
"Kwizda","2026-05-05"
"Kymab","2026-05-05"
"Kymera","2026-05-05"
"Kyowa Hakko Kirin","2026-05-05"
"Kyowa Hakko U.K","2026-05-05"
"Kyowa Kirin","2026-05-05"
"Kys","2026-05-05"
"Kythera","2026-05-05"
"Kyverna","2026-05-05"
"L. Molteni C dei F.lli Alitti Societ di Esercizio","2026-05-05"
"La Jolla Company","2026-05-05"
"Lab","2026-05-05"
"Lab For Biology","2026-05-05"
"Labcatal","2026-05-05"
"Labo'life","2026-05-05"
"Labolife","2026-05-05"
"Labolife Sprl","2026-05-05"
"Labopoint","2026-05-05"
"Laboratoire Allerbio","2026-05-05"
"Laboratoire Aventis","2026-05-05"
"Laboratoire Bailly-Creat","2026-05-05"
"Laboratoire Bioderma","2026-05-05"
"Laboratoire Boiron","2026-05-05"
"Laboratoire De La Mer","2026-05-05"
"Laboratoire Erempharma","2026-05-05"
"Laboratoire Expanscience","2026-05-05"
"Laboratoire Franais Du Fractionnement Et Des Biotechnologies Lfb Biotechnologies","2026-05-05"
"Laboratoire Glaxosmithkline","2026-05-05"
"Laboratoire Hra","2026-05-05"
"Laboratoire Iason","2026-05-05"
"Laboratoire Innotech","2026-05-05"
"Laboratoire Innotech Internationnal","2026-05-05"
"Laboratoire Kreussler","2026-05-05"
"Laboratoire Labcatal","2026-05-05"
"Laboratoire Top Pharm","2026-05-05"
"Laboratoires 3m Sant","2026-05-05"
"Laboratoires Auris","2026-05-05"
"Laboratoires Biorga","2026-05-05"
"Laboratoires Boiron","2026-05-05"
"Laboratoires Bouchara-Recordati","2026-05-05"
"Laboratoires Elerte","2026-05-05"
"Laboratoires Ethypharm","2026-05-05"
"Laboratoires Expanscience","2026-05-05"
"Laboratoires Fournier . A Solvay Company","2026-05-05"
"Laboratoires Genevrier","2026-05-05"
"Laboratoires Grimberg","2026-05-05"
"Laboratoires Grnenthal","2026-05-05"
"Laboratoires Iprad","2026-05-05"
"Laboratoires Leurquin Mediolanum S","2026-05-05"
"Laboratoires Mayoly Spindler","2026-05-05"
"Laboratoires Menarini","2026-05-05"
"Laboratoires Merck Sharp Dhome-Chibret","2026-05-05"
"Laboratoires Merck Sharp Dohme-Chibret","2026-05-05"
"Laboratoires Msd-Chibret","2026-05-05"
"Laboratoires Negma","2026-05-05"
"Laboratoires S.M.B","2026-05-05"
"Laboratoires Smb","2026-05-05"
"Laboratoires Thea","2026-05-05"
"Laboratoires Weleda","2026-05-05"
"Laboratori Baldacci Spa","2026-05-05"
"Laboratorio De Aplicaciones Farmacodinmicas","2026-05-05"
"Laboratorio Farmaceutico C.T","2026-05-05"
"Laboratorio Farmaceutico S.I.T. - Specialita' Igienico Terapeutiche","2026-05-05"
"Laboratorio Italiano Biochimico Farmaceutico Lisapharma","2026-05-05"
"Laboratorio Reig Jofr","2026-05-05"
"Laboratorio Reig Jofre","2026-05-05"
"Laboratorios Alter","2026-05-05"
"Laboratorios Andrmaco","2026-05-05"
"Laboratorios Andromaco","2026-05-05"
"Laboratorios Biomendi U","2026-05-05"
"Laboratorios Casen Fleet U","2026-05-05"
"Laboratorios Casen-Fleet","2026-05-05"
"Laboratorios Casen-Fleet U","2026-05-05"
"Laboratorios Cinfa","2026-05-05"
"Laboratorios Del Dr Esteve","2026-05-05"
"Laboratorios Del Dr. Esteve","2026-05-05"
"Laboratorios Dr. Esteve","2026-05-05"
"Laboratorios Dr. Esteve . Esteve","2026-05-05"
"Laboratorios Effik","2026-05-05"
"Laboratorios Ern","2026-05-05"
"Laboratorios Farmaceuticos Rovi","2026-05-05"
"Laboratorios Farmacuticos Rovi","2026-05-05"
"Laboratorios Farmalder","2026-05-05"
"Laboratorios Farmalider","2026-05-05"
"Laboratorios Galderma","2026-05-05"
"Laboratorios Gebro","2026-05-05"
"Laboratorios Grifols","2026-05-05"
"Laboratorios Hipra","2026-05-05"
"Laboratorios Inibsa","2026-05-05"
"Laboratorios Len Farma","2026-05-05"
"Laboratorios Leon Farma","2026-05-05"
"Laboratorios Lesvi","2026-05-05"
"Laboratorios Lesvi, . Neuraxpharm","2026-05-05"
"Laboratorios Leti","2026-05-05"
"Laboratorios Liconsa","2026-05-05"
"Laboratorios Liomont . de C.V","2026-05-05"
"Laboratorios Litaphar","2026-05-05"
"Laboratorios Menarini","2026-05-05"
"Laboratorios Menarini . Menarini","2026-05-05"
"Laboratorios Menarini, S. A","2026-05-05"
"Laboratorios Normon","2026-05-05"
"Laboratorios Novag","2026-05-05"
"Laboratorios Ojer","2026-05-05"
"Laboratorios Ordesa","2026-05-05"
"Laboratorios Rubi","2026-05-05"
"Laboratorios Salvat","2026-05-05"
"Laboratorios SOPHIA, . de C.V","2026-05-05"
"Laboratorios Stiefel Espaa","2026-05-05"
"Laboratorios Tha","2026-05-05"
"Laboratorios Viiv","2026-05-05"
"Laboratoris Sanifit","2026-05-05"
"Laboratrios Pfizer, Lda","2026-05-05"
"Lactest","2026-05-05"
"Lactoresearch Sprl","2026-05-05"
"Lady Cilento Childrens Hospital","2026-05-05"
"Laguna","2026-05-05"
"Lainco","2026-05-05"
"Lallemand","2026-05-05"
"Lallemand Filial Af Lallemand","2026-05-05"
"Lamina","2026-05-05"
"Laminar","2026-05-05"
"Landeshauptstadt Stuttgart, Represented By The Executive Medical Director Klinikum Stuttgart","2026-05-05"
"Landeskrankenhaus Fedkirch","2026-05-05"
"Landeskrankenhaus Salzburg","2026-05-05"
"Landos","2026-05-05"
"Landspitali","2026-05-05"
"Landspitali University Hospital","2026-05-05"
"Landsptali Hsklasjkrahs","2026-05-05"
"Landstinget Dalarna","2026-05-05"
"Landstinget Gvleborg","2026-05-05"
"Landstinget I Stergtland","2026-05-05"
"Landstinget I Vrmland","2026-05-05"
"Landstinget Srmland Landstingskansliet, Hlso-Och Sjukvrdsledningen","2026-05-05"
"Landstinget Vstmanland","2026-05-05"
"Lantheus Medical Imaging","2026-05-05"
"Lantmnnen Medical","2026-05-05"
"Lapland Central Hospital","2026-05-05"
"Lapland Hospital District/ Lapland Central Hospital","2026-05-05"
"Larimar","2026-05-05"
"Larime Company Of The Mediscis","2026-05-05"
"Lars Arendt-Nielsen","2026-05-05"
"Lars Bo Svendsen","2026-05-05"
"Lars H. Rasmussen","2026-05-05"
"Lars Jrgen Stergaard","2026-05-05"
"Lars Mller Pedersen","2026-05-05"
"Lars Sndergaard","2026-05-05"
"Lassen 1","2026-05-05"
"Lassila Riitta","2026-05-05"
"Lateral Pty","2026-05-05"
"Latigo Biotherapeutics","2026-05-05"
"Laura Perell Moreno","2026-05-05"
"Laura Sararols Ramsay","2026-05-05"
"Laura Tarrats Velasco","2026-05-05"
"Lava","2026-05-05"
"Laves","2026-05-05"
"Lead Chemical Company","2026-05-05"
"Leal","2026-05-05"
"Leap","2026-05-05"
"Leeds Dental Institute","2026-05-05"
"Leeds Teaching Hospitals","2026-05-05"
"Leeds Teaching Hospitals And University Of Leeds","2026-05-05"
"Leeds Teaching Hospitals NHS Trust","2026-05-05"
"Leeds Teaching Hospitals R And D Department","2026-05-05"
"Lega Italiana Per La Lotta Contro I Tumori","2026-05-05"
"Legacy","2026-05-05"
"Lehrstuhl Fr Klinisch-Experimentelle Medizin, Universitaet Des Saarlandes","2026-05-05"
"Leiden Univerisity Medical Centre","2026-05-05"
"Leiden University Medical Center","2026-05-05"
"Leila Niemi-Murola","2026-05-05"
"Leipzig University","2026-05-05"
"Lek d.d","2026-05-05"
"Lek-Am Sp. z o.o","2026-05-05"
"Lekrska Fakulta Univerzity Komenskho V Bratislave","2026-05-05"
"Len Farma","2026-05-05"
"Lene Bksgaard Jensen","2026-05-05"
"Lene Drasbek Huusom","2026-05-05"
"Lene Ringholm","2026-05-05"
"Lennart Andren","2026-05-05"
"Lennart Svensson Linkping University Medical Faculty","2026-05-05"
"Leo","2026-05-05"
"Leo . Leo","2026-05-05"
"Leo Also Referred To As Leo","2026-05-05"
"Leonor Cuadra Llopart","2026-05-05"
"Les Hpitaux Universitaires De Strasbourg","2026-05-05"
"Les Laboratoires Ctrs","2026-05-05"
"Leti","2026-05-05"
"Leti U","2026-05-05"
"Leukos","2026-05-05"
"Leuven Lrd At University Of Leuven","2026-05-05"
"Levicept","2026-05-05"
"Lexicon","2026-05-05"
"Leyden","2026-05-05"
"Leyh","2026-05-05"
"Lfb","2026-05-05"
"Lfb Biomdicaments","2026-05-05"
"Lfb Biotechnologies","2026-05-05"
"Lfb Usa","2026-05-05"
"Lg Chem","2026-05-05"
"Lg Life","2026-05-05"
"Lib","2026-05-05"
"Lidds","2026-05-05"
"Liege University Hospital","2026-05-05"
"Life Molecular Imaging","2026-05-05"
"Life Recovery Systems","2026-05-05"
"Lifecycle","2026-05-05"
"Lifordi Immunotherapeutics","2026-05-05"
"Ligalli","2026-05-05"
"Ligartis","2026-05-05"
"Light","2026-05-05"
"Lightlake Sinclair","2026-05-05"
"Lightpoint Medical","2026-05-05"
"Liisa Elomaa","2026-05-05"
"Lijf En Leven","2026-05-05"
"Lillebaelt Hospital","2026-05-05"
"Lilly","2026-05-05"
"Limmatech","2026-05-05"
"Limoxifen","2026-05-05"
"Linac","2026-05-05"
"Linde Gas","2026-05-05"
"Linkoping University","2026-05-05"
"Linkopings Universitet","2026-05-05"
"Linkping University","2026-05-05"
"Linkping University Hospital","2026-05-05"
"Linkpings Universitet","2026-05-05"
"Linnuniversitetet","2026-05-05"
"Linstitut Mutualiste Montsouris","2026-05-05"
"Lipid","2026-05-05"
"Lipid Ehf","2026-05-05"
"Lipidklinikken, Aalborg Sygehus","2026-05-05"
"Lipigon","2026-05-05"
"Lipopeptide","2026-05-05"
"Liquidia Technologies","2026-05-05"
"Lisata","2026-05-05"
"Litaphar","2026-05-05"
"Litaphar Laboratorios","2026-05-05"
"Litevax","2026-05-05"
"Lithuanian University Of Health , Endocrinology Department","2026-05-05"
"Liveome","2026-05-05"
"Liver Unit, Icmd, Hospital Clinic Barcelona","2026-05-05"
"Liverpool Heart And Chest Hospital","2026-05-05"
"Liverpool Heart And Chest Hospital Nhs Foundation Trust","2026-05-05"
"Liverpool Heart And Chest Hospital Nhs Trust","2026-05-05"
"Liverpool Heart Chest Hospital","2026-05-05"
"Liverpool University","2026-05-05"
"Liverpool Womens Nhs Foundation Trust","2026-05-05"
"Liverpool Womens Nhs Foundation Trust Hospital","2026-05-05"
"Liverpool Womens Nhsft","2026-05-05"
"Livio Falun","2026-05-05"
"Lkask Fakulta Univerzity Karlovy V Hradci Krlov","2026-05-05"
"Lkh Graz Ii","2026-05-05"
"Lkh-Universittsklinikum Graz,Universitre Palliativmedizinische Einrichtung","2026-05-05"
"Lluita Contra La Sida Foundation","2026-05-05"
"Llus Cabero Roura","2026-05-05"
"Lm Diagnsticos","2026-05-05"
"Lmito","2026-05-05"
"Lmu Mnchen, Campus Grohadern","2026-05-05"
"Lofarma","2026-05-05"
"Logical","2026-05-05"
"Lokon","2026-05-05"
"London School Of Hygiene And Tropical Medicine","2026-05-05"
"London School Of Hygiene Tropical Medicine","2026-05-05"
"Lone Baandrup","2026-05-05"
"Lone Elisabeth Forner","2026-05-05"
"Lone Nikolajsen","2026-05-05"
"Lone Skov","2026-05-05"
"Longboard","2026-05-05"
"Lophora Aps","2026-05-05"
"Loreal","2026-05-05"
"Loreal Recherche","2026-05-05"
"Lorenzo Victor, Phd","2026-05-05"
"Lothian Health","2026-05-05"
"Lothian Health Board","2026-05-05"
"Lothian Nhs Trust","2026-05-05"
"Lotus Co","2026-05-05"
"Lourdes Grande Santamaria","2026-05-05"
"Lourdes Lozano-Bailen","2026-05-05"
"Lovisenberg Diaconal Hospital","2026-05-05"
"Loxo","2026-05-05"
"Lski Uniwersytet Medyczny W Katowicach","2026-05-05"
"Ltb4","2026-05-05"
"Lts Lohmann Therapie-Systeme","2026-05-05"
"Lucia Galan Hospital Clinico San Carlos","2026-05-05"
"Ludwig","2026-05-05"
"Ludwig Boltzmann Cluster Fr Rheumatologie, Balneologie Und Rehabilitation","2026-05-05"
"Ludwig Boltzmann Gesellschaft","2026-05-05"
"Ludwig Boltzmann Institut Fr Retinologie Und Biomikroskopische Laserchirurgie","2026-05-05"
"Ludwig Boltzmann Institute For Copd And Respiratory Epidemiology","2026-05-05"
"Ludwig Boltzmann Institute For Retinology And Biomicroscopic Laser Surgery, Rudolf Foundation Clinic","2026-05-05"
"Ludwig Boltzmann Institute Forretinology And Biomicroscopic Laser Surgery","2026-05-05"
"Ludwig Institute For Cancer","2026-05-05"
"Ludwig-Maximilian-University Of Munich","2026-05-05"
"Ludwig-Maximilians","2026-05-05"
"Ludwigs Maximilians University","2026-05-05"
"Luis Bujanda Fernndez De Pirola","2026-05-05"
"Luis Carlos Imaz Navarro","2026-05-05"
"Luis F. Lopez-Cortes","2026-05-05"
"Luis Fernando Lpez Corts","2026-05-05"
"Luis Fernndez- Llebrez Del Rey","2026-05-05"
"Luis Lpez Cortes - Fisevi","2026-05-05"
"Luis Miguel Ruilope Urioste","2026-05-05"
"Luis Nombela Franco","2026-05-05"
"Luis Puente Maestu","2026-05-05"
"Luitpold","2026-05-05"
"Lukaskrankenhaus","2026-05-05"
"Lukcs S Trsa Gygyszerkereskedelmi Betti Trsasg","2026-05-05"
"Lumavita","2026-05-05"
"Lumena","2026-05-05"
"Lument","2026-05-05"
"Lumos","2026-05-05"
"Lumosa Co","2026-05-05"
"Lunamed Operations","2026-05-05"
"Lund University","2026-05-05"
"Lund University Hospital","2026-05-05"
"Lund University, Malm University Hospital","2026-05-05"
"Lundbeck","2026-05-05"
"Lung","2026-05-05"
"Lung Cancer Working Party","2026-05-05"
"Lung Rx","2026-05-05"
"Lungemedicinsk Forskningsenhed","2026-05-05"
"Lungemedicinsk Forskningsenhed, Bispebjerg Hospital","2026-05-05"
"Lungmedicinska Kliniken","2026-05-05"
"Lupin","2026-05-05"
"Lupin Atlantis","2026-05-05"
"Lusofarmaco","2026-05-05"
"Luton Dunstable Hospital Nhs Foundation Trust","2026-05-05"
"Lux","2026-05-05"
"Luye","2026-05-05"
"Luzitin","2026-05-05"
"Lvaro Ruibal Morell","2026-05-05"
"Lwl Universittsklinik Fr Psychiatrie Bochum","2026-05-05"
"Lwl University Hospital Bochum","2026-05-05"
"Lwl University Hospital Bochum, Ruhr","2026-05-05"
"Lybar a.s","2026-05-05"
"Lycera","2026-05-05"
"Lycia","2026-05-05"
"Lymphoma Academic Organisation","2026-05-05"
"Lymphoma Organization s.r.o. CLRO","2026-05-05"
"Lyocentre","2026-05-05"
"Lyra","2026-05-05"
"Lyric","2026-05-05"
"Lysarc","2026-05-05"
"Lysogene","2026-05-05"
"Lytix As","2026-05-05"
"M Angeles Aguirre Zamorano","2026-05-05"
"M Angeles Calderon","2026-05-05"
"M Antnia Perell Juan","2026-05-05"
"M Carmen Farias Lvarez. Hospital Universitario Marques De Valdecilla","2026-05-05"
