alias_clean,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,source,confidence_prior,alias_type
grupo espaol de tumores hurfanos e infrecuentes,Grupo Español de Tumores Huérfanos e Infrecuentes GETHI,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol de tumores hurfanos e infrecuentes gethi,Grupo Espaol de Tumores Hurfanos e Infrecuentes GETHI,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol de tumores neuroendocrinos,Grupo Español de Tumores Neuroendocrinos,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol de tumores neuroendocrinos getne,GETNE,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol de tumores neuroendocrinos secretara tcnica getne getne,GETNE,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol de tumores neuroendocrinos y endocrinos getne,Grupo Español de Tumores Neuroendocrinos y Endocrinos GETNE,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol multicisplinar de melanoma,Grupo Español Multidisciplinar de Melanoma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol multidisciplicinar de melanoma gem,Grupo Espaol Multidisciplicinar de Melanoma GEM,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol multidisciplinar de cncer digestivo gemcad,GEMCAD,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol multidisciplinar de melanoma,Grupo Espaol Multidisciplinar de Melanoma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol multidisciplinar de melanoma gem,GEM - Grupo Español Multidisciplinar de Melanoma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol multidisciplinar en cncer digestivo gemcad,GEMCAD,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol multidisciplinar en cncer digestivo-gemcad,GEMCAD,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol multidisciplinario del cancer digestivogemcad,GEMCAD,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol mutidisciplinar en cncer digestivo gemcad,GEMCAD,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo espaol para el tratamiento y estudio de los linfomas gotel,GOTEL,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo gallego de cncer de pulmn,Grupo Gallego de Cáncer de Pulmón GGCP,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo gallego de cncer de pulmn ggcp,Grupo Gallego de Cncer de Pulmn GGCP,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo gallego de investigacin en oncologa - ggio,Grupo Gallego de Investigación en Oncología - GGIO,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo gallego de investigacin en tumores digestivos - gitud,Grupo Gallego de Investigación en Tumores Digestivos - GITuD,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo gallego de investigacin en tumores digestivos gitud,GITuD - Grupo Gallego de Investigación en Tumores Digestivos,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo gallego de investigaciones oncolgicas ggio,Grupo Gallego de Investigaciones Oncolgicas GGIO,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo genom,Grupo GENOM,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo getne,GETNE,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo gicor,Grupo GICOR,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo oncolgico gallego gog,Grupo Oncolgico Gallego GOG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo oncolgico para el tratamiento y estudio de los linfomas gotel,GOTEL,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo oncopaz,Grupo Oncopaz,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo oncopaz y hospitales asociados,Grupo Oncopaz y Hospitales Asociados,NA,NA,unknown,llm_reviewed,1,llm_reviewed
grupo para el tratamiento de tumores digestivos,Grupo TTD,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gruppo italiano mesotelioma g i me,Gruppo Italiano Mesotelioma G.I.Me.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gruppo italiano multiregionale per lo studio dei linfomi e delle leucemie onlus gimurell,GIMURELL,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gruppo italiano per il trapianto di midollo osseo cellule staminali emopoietiche e terapia cellulare,Gruppo Italiano Per Il Trapianto Di Midollo Osseo Cellule Staminali Emopoietiche E Terapia Cellulare,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gruppo oncologico del nord ovest,Gruppo Oncologico Del Nord Ovest,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gruppo oncologico dell'italia meridionale,Gruppo Oncologico Dell'Italia Meridionale,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gruppo oncologico dellitalia meridionale,Gruppo Oncologico dell'Italia Meridionale,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gruppo oncologico italiano di ricerca,Gruppo Oncologico Italiano di Ricerca,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gruppo oncologico italiano di ricerca clinica goirc,Gruppo Oncologico Italiano di Ricerca Clinica GOIRC,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gruppo oncologico italiano ricerca cancro goirc,Gruppo Oncologico Italiano Ricerca Cancro GOIRC,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gso global clinical research b v,GSO Global Clinical Research B.V.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gtc biotherapeutics inc,GTC Biotherapeutics Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gteborg university,University of Gothenburg,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gteborg university institute for internal medicine,University of Gothenburg,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gteborgs universitet,University of Gothenburg,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gteborgs universitet institutionen fr invrtesmedicin,University of Gothenburg,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gtx inc,GTx Inc,NA,NA,unknown,llm_reviewed,1,llm_reviewed
guard therapeutics international ab,Guard Therapeutics International AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
guard therapeutics international ab publ,Guard Therapeutics International AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
guerbet,Guerbet,NA,NA,unknown,llm_reviewed,1,llm_reviewed
guide clinic st jamess hospital,"St. James's Hospital, Dublin",NA,NA,hospital,llm_reviewed,1,llm_reviewed
guidotti,Guidotti,NA,NA,unknown,llm_reviewed,1,llm_reviewed
guillem abad carratal,Guillem Abad Carratala,NA,NA,unknown,llm_reviewed,1,llm_reviewed
guillem cuatrecasas cambra,Guillem Cuatrecasas Cambra,NA,NA,unknown,llm_reviewed,1,llm_reviewed
guna s p a,GUNA S.P.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
guna spa,GUNA S.P.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gunnar hillerdal,Gunnar Hillerdal,NA,NA,unknown,llm_reviewed,1,llm_reviewed
guvax gothenburg university vaccine research institute,GUVAX Gothenburg University Vaccine Research Institute,NA,NA,unknown,llm_reviewed,1,llm_reviewed
guys and st thomas foundation nhs trust / kings college london,Guy's and St Thomas' NHS Foundation Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
guys and st thomas foundation trust,Guy's and St Thomas' NHS Foundation Trust,NA,NA,foundation,llm_reviewed,1,llm_reviewed
guys and st thomas nhs foudation trust,Guy's and St Thomas' NHS Foundation Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
guys and st thomas nhs foundation trust,Guys and St Thomas NHS Foundation Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
guys and st thomas nhs foundation trust / kings college london,Guy's and St Thomas' NHS Foundation Trust,NA,NA,academic,llm_reviewed,1,llm_reviewed
guys and st thomas nhs foundation trust joint clinical trials office,Guy's and St Thomas' NHS Foundation Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
guys st thomas nhs foundation trust,Guys and St Thomas NHS Foundation Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
guys st thomas nhs foundation trust / kings college london,Guy's and St Thomas' NHS Foundation Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
guys st thomas nhs foundation trust / kings college london university,Guy's and St Thomas' NHS Foundation Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
guys st thomass nhs foundation trust / kings college london,Guy's and St Thomas' NHS Foundation Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
gw laboratories inc,"GW Laboratories, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
gw pharma limited,GW Pharma Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gw pharma ltd,GW Pharma Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gw research limited / jazz pharmaceuticals research uk limited,GW Research Limited / Jazz Pharmaceuticals Research UK Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gw research ltd,GW Research,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gwent healthcare nhs trust,Gwent Healthcare NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
gwt-tud gmbh,GWT-TUD GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gyala therapeutics s l,Gyala Therapeutics S.L.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gyn dept aabenraa hospital sygehus snderjylland,Sygehus Sønderjylland,NA,NA,hospital,llm_reviewed,1,llm_reviewed
gyn research gmbh,GYN Research GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gynecologic oncology group,Gynecologic Oncology Group,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gynecology department herning hospital / medical department kolding hospital,Herning Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
gynial gmbh,Gynial GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gynmed clinic vienna,Gynmed Clinic Vienna,NA,NA,hospital,llm_reviewed,1,llm_reviewed
gyroscope therapeutics,Gyroscope Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gyroscope therapeutics ltd,Gyroscope Therapeutics Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
gza vzw,GZA vzw,NA,NA,unknown,llm_reviewed,1,llm_reviewed
h -hartziekenhuis roeselare-menen vzw,H.-Hartziekenhuis Roeselare-Menen vzw,NA,NA,unknown,llm_reviewed,1,llm_reviewed
h 12 de octubre / h la paz,H. 12 de Octubre / H. La Paz.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
h a c pharma,H.A.C. Pharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
h e x a l ag,H e x a l AG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
h lunbeck a/s,Lundbeck,NA,NA,industry,llm_reviewed,1,llm_reviewed
h s hvidovre hospital,Hvidovre Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
h universitari germans trias i pujol,Hospital Universitari Germans Trias i Pujol,NA,NA,unknown,llm_reviewed,1,llm_reviewed
h-phar sa,"H-PHAR, S.A.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
haaglanden medisch centrum,Haaglanden Medisch Centrum,NA,NA,unknown,llm_reviewed,1,llm_reviewed
haemostatix ltd,Haemostatix Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
haga hospital,Haga Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
haga teaching hospital,Haga Teaching Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
haga teaching hospital juliana childrens hospital,Haga Teaching Hospital Juliana Childrens Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
hagaziekenhuis,Hagaziekenhuis,NA,NA,unknown,llm_reviewed,1,llm_reviewed
haisco-usa pharmaceuticals inc,Haisco-USA Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hal allergy,HAL Allergy,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hal allergy b v,HAL Allergy B.V.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hal allergy bv,HAL Allergy,NA,NA,unknown,llm_reviewed,1,llm_reviewed
halozyme inc,"Halozyme, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
hamburg university,University of Hamburg,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hameln rds a s,hameln rds a.s.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hamilton health sciences corporation,Hamilton Health Sciences Corporation,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hamilton health sciences corporation / hamilton health sciences corporation,Hamilton Health Sciences Corporation,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hamilton health sciences corporation / phri population health research institute international,Hamilton Health Sciences Corporation / PHRI Population Health Research Institute,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hamilton health sciences corporation through its population health research institute,Hamilton Health Sciences Corporation through its Population Health Research Institute,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hamlet biopharma ab,Hamlet BioPharma AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hammel neurocenter,Hammel Neurocenter,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hammersmith hospital,Hammersmith Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
hammersmith hospital nhs trust,Hammersmith Hospital NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
hammersmith hospitals nhs trust,Hammersmith Hospitals NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
hammersmith medicines research,Hammersmith Medicines Research,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hampshire hospitals nhs trust,Hampshire Hospitals NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
hanlim pharm co ltd,"Hanlim Pharm Co., Ltd.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
hanmi pharm co ltd,Hanmi Pharm. Co. Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hanmi pharmaceutical co ltd,"Hanmi Pharmaceutical Co., Ltd.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
hanmi pharmaceutical company limited,Hanmi Pharm. Co. Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hanna illman,Hanna Illman,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hanna thorn,HANNA THORN,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hannover clinical trial center gmbh,Hannover Clinical Trial Center,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hannover medical school,Hannover Medical School,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hannover medical school competence network viral hepatitis hep-net,Medizinische Hochschule Hannover,NA,NA,cooperative_group,llm_reviewed,1,llm_reviewed
hannover medical school represented by hannover clinical trial center gmbh,Hannover Medical School,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hanns-ulrich marschall,Hanns-Ulrich Marschall,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hannu kokki,HANNU KOKKI,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hans christian wulf,Hans Christian Wulf,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hans-gustaf ljunggren,Hans-Gustaf Ljunggren,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hans-henrik parving,Hans-Henrik Parving,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hansa biopharma,Hansa Biopharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hansa biopharma ab,Hansa Biopharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hansa medical ab,Hansa Medical AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hansa medical ab / hansa medical ab,Hansa Biopharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
harju mika,Harju Mika,NA,NA,unknown,llm_reviewed,1,llm_reviewed
harmony biosciences llc,Harmony Biosciences LLC,NA,NA,unknown,llm_reviewed,1,llm_reviewed
harmony biosciences management inc,Harmony Biosciences Management Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
harpoon therapeutics inc,Harpoon Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
harras pharma curarina arzneimittel gmbh,HARRAS-PHARMA-CURARINA GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
harras-pharma-curarina gmbh,HARRAS-PHARMA-CURARINA GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
harry scheinin,Harry Scheinin,NA,NA,unknown,llm_reviewed,1,llm_reviewed
haukeland universitetssykehus helse bergen barneklinikken,Helse Bergen HF,NA,NA,unknown,llm_reviewed,1,llm_reviewed
haukeland university hospital,Haukeland University Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
haukeland university hospital division of psychiatry,Helse Bergen HF,NA,NA,hospital,llm_reviewed,1,llm_reviewed
haupt pharma wolfratshausen gmbh,Haupt Pharma Wolfratshausen GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
havenziekenhuis/erasmusmc,Erasmus MC,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hcri,HCRI,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hctor guiral torner,Hctor Guiral Torner,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heads study group,Heads Study Group,NA,NA,cooperative_group,llm_reviewed,1,llm_reviewed
health clinics limited,Health Clinics Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
health institute for biomedicine and health sciences joanneum research forschungsgesellschaft mbh,"HEALTH - Institute for Biomedicine and Health Sciences, JOANNEUM RESEARCH",NA,NA,unknown,llm_reviewed,1,llm_reviewed
health ministry,Health Ministry,NA,NA,public_body,llm_reviewed,1,llm_reviewed
health protection agency,Health Protection Agency,NA,NA,public_body,llm_reviewed,1,llm_reviewed
health research institute hospital la fe,Health Research Institute Hospital La Fe,NA,NA,hospital,llm_reviewed,1,llm_reviewed
health ricercae sviluppo srl,HEALTH RICERCAE SVILUPPO SRL,NA,NA,unknown,llm_reviewed,1,llm_reviewed
healthcare pharma consulting ag europe,Healthcare & Pharma Consulting AG Europe,NA,NA,unknown,llm_reviewed,1,llm_reviewed
healthcare product development,Healthcare Product Development,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hear center of semmelweis university,Hear Center of Semmelweis University,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heart center co,Heart Center co.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heart center co tampere university hospital,Tampereen yliopistollinen sairaala,NA,NA,hospital,llm_reviewed,1,llm_reviewed
heart center freiburg - bad krozingen,Universitäts-Herzzentrum Freiburg - Bad Krozingen,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heart initiative,Heart Initiative,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heart of england nhs foundation trust,Heart of England NHS Foundation Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
heart of england nhs foundation trust / warwick medical school,Heart of England NHS Foundation Trust / Warwick Medical School,NA,NA,hospital,llm_reviewed,1,llm_reviewed
heart of england nhs foundation trust radiology department,Heart of England NHS Foundation Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
heart- and diabetescenter nrw,Herz- und Diabeteszentrum NRW,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heidelberg immunotherapeutics,Heidelberg ImmunoTherapeutics GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heidelberg immunotherapeutics gmbh,Heidelberg ImmunoTherapeutics GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heidelberg pharma,Heidelberg Pharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heidelberg pharma ag,Heidelberg Pharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heidelberg pharma gmbh,Heidelberg Pharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heikki koskela,Heikki Koskela,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heikki swan,Heikki Swan,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heinrich heine universitt dsseldorf,Heinrich-Heine-Universitaet Duesseldorf,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heinrich-heine-universitaet duesseldorf,Heinrich-Heine-Universitaet Duesseldorf,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heinrich-heine-universitt,Heinrich-Heine-Universitaet Duesseldorf,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heinrich-heine-universitt dsseldorf,Heinrich-Heine-Universität Düsseldorf,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heinrich-heine-universitt duesseldorf,Heinrich-Heine-Universitaet Duesseldorf,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heinrich-heine-university dsseldorf,Heinrich-Heine-Universität Düsseldorf,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heinrich-heine-university dsseldorf represented by the coordinating investigator,Heinrich-Heine-Universität Düsseldorf,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hela pharma ab,Hela Pharma AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helena barrasa,Helena Barrasa,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helena elding larsson,Helena Elding Larsson,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helena isoniemi,Helena Isoniemi,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helena kallio,Helena Kallio,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helena tinkanen tampereen yliopistollinen sairaala,"Helena Tinkanen, Tampereen yliopistollinen sairaala",NA,NA,unknown,llm_reviewed,1,llm_reviewed
heli leppikangas,Heli Leppikangas,NA,NA,unknown,llm_reviewed,1,llm_reviewed
heli stil,Heli Stil,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helix biopharma cooperation,Helix BioPharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helix biopharma corp,Helix BioPharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helix product development ireland limited,Helix Product Development Ireland Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helixor heilmittel gmbh,Helixor Heilmittel GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helixor heilmittel gmbh co kg,HELIXOR Heilmittel GmbH & Co. KG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helle holst,Helle Holst,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic cardiovascular research society,Hellenic Cardiovascular Research Society,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic cooperative oncology group,Hellenic Cooperative Oncology Group,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic cooperative oncology group hecog,Hellenic Cooperative Oncology Group,NA,NA,cooperative_group,llm_reviewed,1,llm_reviewed
hellenic genito-urinary cancer group hgucg,Hellenic Genito-Urinary Cancer Group HGUCG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic genitourinary cancer group hgucg,Hellenic Genitourinary Cancer Group HGUCG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic genitourinaty cancer group hgucg,Hellenic GenitoUrinaty Cancer Group HGUCG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic oncology cooperative group,Hellenic Oncology Cooperative Group,NA,NA,cooperative_group,llm_reviewed,1,llm_reviewed
hellenic oncology research group,Hellenic Oncology Research Group,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic oncology research group h o r g,Hellenic Oncology Research Group H.O.R.G.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic oncology research group horg,HORG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic scientific society for the study of aids and sexually transmitted diseases,Hellenic Scientific Society for the Study of AIDS and Sexually Transmitted Diseases,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic society for the study of bone metabolism,Hellenic Society for the Study of Bone Metabolism,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic society of hematology,Hellenic Society of Hematology,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic society of hematology / hellenic society of hematology,Hellenic Society of Hematology,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic society of medical education,Hellenic Society of Medical Education,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellenic society of rhythmology,Hellenic Society of Rhythmology,NA,NA,unknown,llm_reviewed,1,llm_reviewed
hellmuth ulrici kliniken,Hellmuth Ulrici Kliniken,NA,NA,hospital,llm_reviewed,1,llm_reviewed
helm ag,Helm AG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
help pharmaceuticals s a,HELP Pharmaceuticals S.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
help pharmaceuticals sa,HELP Pharmaceuticals S.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helperby thearapeutics ltd,Helperby Thearapeutics Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helperby therapeutics,Helperby Therapeutics Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helperby therapeutics ireland limited,Helperby Therapeutics Ireland Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helperby therapeutics limited,Helperby Therapeutics Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helperby therapeutics ltd,Helperby Therapeutics Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helse bergen haukeland university hospital,Helse Bergen HF,NA,NA,hospital,llm_reviewed,1,llm_reviewed
helse bergen hf,Helse Bergen HF,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helse bergen hf / st olavs hospital hf,Helse Bergen HF / St. Olavs Hospital HF,NA,NA,hospital,llm_reviewed,1,llm_reviewed
helse bergen hf haukeland universitetssjukehus,Helse Bergen HF,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helse bergen hf haukeland university hospital,Helse Bergen HF,NA,NA,hospital,llm_reviewed,1,llm_reviewed
helse fonna,Helse Fonna,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helse fonna hf,Helse Fonna HF,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helse more og romsdal hospital trust,Helse Møre og Romsdal Hospital Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
helse-bergen hf,Helse-Bergen HF,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helsingin diakonissalaitos,Helsingin Diakonissalaitos,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helsingin ja uudenmaan sairaanhoitopiiri,HUS - Helsinki University Hospital,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helsingin reumakeskus,Helsingin reumakeskus,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helsingin yliopisto,University of Helsinki,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helsingin yliopisto / helsingin yliopisto,University of Helsinki,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helsingin yliopistollinen keskussairaala,HUS - Helsinki University Hospital,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helsinki central university hospital,Helsinki University Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
helsinki city hospital haartman,Helsinki City Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
helsinki eye hospital,Helsinki Eye Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
helsinki uniersity central hospital,HUS - Helsinki University Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
helsinki university,University of Helsinki,NA,NA,unknown,llm_reviewed,1,llm_reviewed
helsinki university and university hospital,Helsinki University Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
helsinki university central hospital / helsinki university central hospital,HUS - Helsinki University Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
helsinki university central hospital pain clinic,Helsinki University Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
helsinki university central hospital/ womens hospital,Helsinki University Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
