alias_clean,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,source,confidence_prior,alias_type
i r c c s fondazione s lucia,Fondazione Santa Lucia,NA,NA,NA,llm_curated,1,NA
i-getaid,i-GETAID,NA,NA,NA,ctis_businesskey,0.95,NA
iama therapeutics,Iama Therapeutics,NA,NA,unknown,self_alias,0.94,self
iambic therapeutics,Iambic Therapeutics,NA,NA,unknown,self_alias,0.94,self
iatec,IATEC,NA,NA,unknown,self_alias,0.94,self
ibsal - instituto de investigacion biomedica de salamanca,IBSAL - Instituto de Investigación Biomédica de Salamanca,NA,NA,academic,self_alias,0.94,self
ibsal instituto de investigacin biomdica de salamanca,IBSAL - Instituto de Investigación Biomédica de Salamanca,NA,NA,academic,llm_curated,1,NA
ibsal instituto de investigacin biomdica de salamanca-fundacin institu,IBSAL - Instituto de Investigación Biomédica de Salamanca,NA,NA,academic,llm_curated,1,NA
ic targets,IC Targets,NA,NA,unknown,self_alias,0.94,self
icagen,Icagen,NA,NA,unknown,self_alias,0.94,self
ichthyol-gesellschaft cordes hermanni and co,"Ichthyol-Gesellschaft Cordes, Hermanni & Co.",NA,NA,unknown,self_alias,0.94,self
icnas producao lda,ICNAS Produção Lda.,NA,NA,unknown,self_alias,0.94,self
icr medical,Icr Medical,NA,NA,unknown,self_alias,0.94,self
ics maugeri s p a sb,ICS Maugeri S.p.A. SB,NA,NA,hospital,self_alias,0.94,self
ict de navarra,ICT de Navarra,NA,NA,unknown,self_alias,0.94,self
idea,Idea,NA,NA,unknown,self_alias,0.94,self
ideaya biosciences,Ideaya Biosciences,NA,NA,unknown,self_alias,0.94,self
idera pharmaceuticals,Idera Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
idi farmaceutici,IDI Farmaceutici,NA,NA,unknown,self_alias,0.94,self
idibell,IDIBELL - Institut d'Investigació Biomèdica de Bellvitge,NA,NA,academic,llm_curated,1,NA
idibell - institut d'investigacio biomedica de bellvitge,IDIBELL - Institut d'Investigació Biomèdica de Bellvitge,NA,NA,academic,self_alias,0.94,self
idibell institut d investigacio biomedica de bellvitge,IDIBELL - Institut d'Investigació Biomèdica de Bellvitge,NA,NA,academic,llm_curated,1,NA
idorsia pharmaceuticals,Idorsia Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
idp discovery pharma,IDP Discovery Pharma,NA,NA,unknown,self_alias,0.94,self
idrx,Idrx,NA,NA,unknown,self_alias,0.94,self
iecure,Iecure,NA,NA,unknown,self_alias,0.94,self
ifom istituto fondazione di oncologia molecolare ets in breve ifom ets,Ifom Istituto Fondazione Di Oncologia Molecolare Ets In Breve Ifom Ets,NA,NA,NA,ctis_businesskey,0.95,NA
ifsggmbh institut fur klinische studien,IFSgGmbH Institut für klinische Studien,NA,NA,unknown,self_alias,0.94,self
igi therapeutics,IGI Therapeutics,NA,NA,unknown,self_alias,0.94,self
ignyta,Ignyta,NA,NA,unknown,self_alias,0.94,self
iil - intergruppo italiano linfomi onlus,IIL - Intergruppo Italiano Linfomi ONLUS,NA,NA,unknown,self_alias,0.94,self
ikaria,Ikaria,NA,NA,unknown,self_alias,0.94,self
ikena oncology,Ikena Oncology,NA,NA,unknown,self_alias,0.94,self
ikf klinische krebsforschung gmbh am krankenhaus nordwest,Institut fuer Klinische Krebsforschung IKF GmbH,NA,NA,unknown,llm_curated,1,NA
ikfe - institute for clinical research and development,ikfe – Institute for Clinical Research and Development,NA,NA,unknown,self_alias,0.94,self
iksuda therapeutics,Iksuda Therapeutics,NA,NA,unknown,self_alias,0.94,self
il-yang pharm co,Il-Yang Pharm Co.,NA,NA,unknown,self_alias,0.94,self
ilab co,Ilab Co.,NA,NA,unknown,self_alias,0.94,self
ilkos therapeutic,Ilkos Therapeutic,NA,NA,unknown,self_alias,0.94,self
ilkos therapeutique,Ilkos Therapeutique,NA,NA,unknown,self_alias,0.94,self
ilya pharma,Ilya Pharma,NA,NA,unknown,self_alias,0.94,self
imaginab,ImaginAb,NA,NA,unknown,self_alias,0.94,self
imago biosciences,Imago BioSciences,NA,NA,unknown,self_alias,0.94,self
imara,Imara,NA,NA,unknown,self_alias,0.94,self
imarx therapeutics,ImaRx Therapeutics,NA,NA,unknown,self_alias,0.94,self
imbria pharmaceuticals,Imbria Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
imclone systems,ImClone Systems,NA,NA,unknown,self_alias,0.94,self
imcyse,ImCyse,NA,NA,unknown,self_alias,0.94,self
imea-fondation lon mba,IMEA Institut de Médecine et d'Épidémiologie Appliquée - Fondation Léon MBa,NA,NA,academic,llm_curated,1,NA
immatics biotechnologies,Immatics Biotechnologies,NA,NA,unknown,self_alias,0.94,self
immatics us,Immatics US,NA,NA,unknown,self_alias,0.94,self
immedica pharma,Immedica Pharma,NA,NA,unknown,self_alias,0.94,self
immodulon therapeutics,Immodulon Therapeutics,NA,NA,unknown,self_alias,0.94,self
immunabs,Immunabs,NA,NA,unknown,self_alias,0.94,self
immune design,Immune Design,NA,NA,unknown,self_alias,0.94,self
immune targeting systems,Immune Targeting Systems,NA,NA,unknown,self_alias,0.94,self
immunemed,ImmuneMed,NA,NA,unknown,self_alias,0.94,self
immungenetics,Immungenetics,NA,NA,unknown,self_alias,0.94,self
immunic,Immunic,NA,NA,unknown,self_alias,0.94,self
immunitybio,ImmunityBio,NA,NA,unknown,self_alias,0.94,self
immunobrain checkpoint,Immunobrain Checkpoint,NA,NA,unknown,self_alias,0.94,self
immunocellular therapeutics,ImmunoCellular Therapeutics,NA,NA,unknown,self_alias,0.94,self
immunocore,Immunocore,NA,NA,unknown,self_alias,0.94,self
immunogen,ImmunoGen,NA,NA,unknown,self_alias,0.94,self
immunome,Immunome,NA,NA,unknown,self_alias,0.94,self
immunophotonics,Immunophotonics,NA,NA,unknown,self_alias,0.94,self
immunorx pharma,Immunorx Pharma,NA,NA,unknown,self_alias,0.94,self
immunovaccine technologies inc imv,Immunovaccine Technologies Inc. IMV,NA,NA,unknown,self_alias,0.94,self
immunovant sciences,Immunovant Sciences,NA,NA,unknown,self_alias,0.94,self
impact therapeutics,IMPACT Therapeutics,NA,NA,unknown,self_alias,0.94,self
impax laboratories,Impax Laboratories,NA,NA,unknown,self_alias,0.94,self
imperial college healthcare nhs trust,Imperial College Healthcare NHS Trust,Imperial College Healthcare NHS Trust,Imperial College Healthcare NHS Trust,hospital,llm_curated,1,NA
imperial college london,Imperial College London,Imperial College London,Imperial College London,academic,llm_curated,1,NA
imperial joint research compliance office,Imperial College London,NA,NA,academic,llm_curated,1,NA
inamed research,Inamed Research,NA,NA,unknown,self_alias,0.94,self
incarda therapeutics,InCarda Therapeutics,NA,NA,unknown,self_alias,0.94,self
inchos sciences,Inchos Sciences,NA,NA,unknown,self_alias,0.94,self
incyte,Incyte,Incyte Corporation,Incyte Corporation,industry,llm_curated,0.9,NA
incyte corporation,Incyte,Incyte Corporation,Incyte Corporation,industry,llm_curated,1,NA
indena,INDENA,NA,NA,unknown,self_alias,0.94,self
independent pharmaceutica,Independent Pharmaceutica,NA,NA,unknown,self_alias,0.94,self
indivior,Indivior,NA,NA,unknown,self_alias,0.94,self
industrial farmaceutica cantabria,Industrial Farmacéutica Cantabria,NA,NA,industry,self_alias,0.94,self
industrial farmaceutica cantabria s a,Industrial Farmacéutica Cantabria,NA,NA,industry,llm_curated,1,NA
ineos healthcare,INEOS Healthcare,NA,NA,unknown,self_alias,0.94,self
infacare pharmaceutical,InfaCare Pharmaceutical,NA,NA,unknown,self_alias,0.94,self
infai,INFAI,NA,NA,unknown,self_alias,0.94,self
infectopharm arzneimittel,InfectoPharm Arzneimittel,NA,NA,unknown,self_alias,0.94,self
infinity pharmaceuticals,Infinity Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
infirst+ healthcare,Infirst+ HEALTHCARE,NA,NA,unknown,self_alias,0.94,self
inflarx,InflaRx,NA,NA,unknown,self_alias,0.94,self
inflazome,Inflazome,NA,NA,unknown,self_alias,0.94,self
inhibikase therapeutics,Inhibikase Therapeutics,NA,NA,unknown,self_alias,0.94,self
inhibrx,Inhibrx,NA,NA,unknown,self_alias,0.94,self
inmagene,Inmagene,NA,NA,unknown,self_alias,0.94,self
inmed pharmaceuticals,InMed Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
inmunal,INMUNAL,NA,NA,unknown,self_alias,0.94,self
inmune bio,Inmune Bio,NA,NA,unknown,self_alias,0.94,self
inmunotek,Inmunotek,NA,NA,unknown,self_alias,0.94,self
innocare pharma,InnoCare Pharma,NA,NA,unknown,self_alias,0.94,self
innocoll pharmaceuticals,Innocoll Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
innoup farma,InnoUP Farma,NA,NA,unknown,self_alias,0.94,self
innovaderm research,Innovaderm Research,NA,NA,unknown,self_alias,0.94,self
innovative diabetes treatments studies,Innovative Diabetes Treatments Studies,NA,NA,unknown,self_alias,0.94,self
innovative molecules,Innovative Molecules,NA,NA,unknown,self_alias,0.94,self
innovent biologics suzhou co,Innovent Biologics Suzhou Co.,NA,NA,unknown,self_alias,0.94,self
inotrem,INOTREM,NA,NA,unknown,self_alias,0.94,self
inovio pharmaceuticals,Inovio Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
inozyme pharma,Inozyme Pharma,NA,NA,unknown,self_alias,0.94,self
inselspital universitatsspital bern,"Inselspital, Universitätsspital Bern",NA,NA,unknown,self_alias,0.94,self
inserm,Inserm,NA,NA,NA,ctis_businesskey,0.95,NA
insmed,Insmed,NA,NA,unknown,self_alias,0.94,self
inspira medical,InSpira Medical,NA,NA,unknown,self_alias,0.94,self
inspirna,Inspirna,NA,NA,unknown,self_alias,0.94,self
institut catala d'oncologia girona - hospital josep trueta,Institut Català d'Oncologia Girona - Hospital Josep Trueta,NA,NA,hospital,self_alias,0.94,self
institut catala doncologia girona hospital josep trueta,Institut Català d'Oncologia Girona - Hospital Josep Trueta,NA,NA,hospital,llm_curated,1,NA
institut curie,Institut Curie,Institut Curie,Institut Curie,hospital,llm_curated,1,NA
institut d'anesthesiologie des alpes maritimes,Institut d'Anesthésiologie des Alpes Maritimes,NA,NA,unknown,self_alias,0.94,self
institut de cancerologie de l'ouest,Institut de Cancérologie de l'Ouest,NA,NA,unknown,self_alias,0.94,self
institut de cancerologie de lorraine - alexis vautrin,Institut de Cancérologie de Lorraine - Alexis Vautrin,NA,NA,unknown,self_alias,0.94,self
institut de cancerologie lucien neuwirth,Institut de Cancérologie Lucien Neuwirth,NA,NA,hospital,self_alias,0.94,self
institut de cancrologie de la loire,Institut de Cancérologie de la Loire,NA,NA,hospital,llm_curated,1,NA
institut de cancrologie lucien neuwirth,Institut de Cancérologie Lucien Neuwirth,NA,NA,hospital,llm_curated,1,NA
institut de recerca h santa creu i sant pau,Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau - IIB Sant Pau,NA,NA,hospital,llm_curated,1,NA
institut de recherches internationales,Servier,Servier,Servier,industry,llm_curated,0.9,NA
institut de recherches internationales servier,Servier,Servier,Servier,industry,llm_curated,1,NA
institut de recherches internationales servier i.r.i.s.,Servier,NA,NA,industry,llm_curated,1,NA
institut de recherches internationales servier i.r.i.s. / laboratorios servier,Servier,NA,NA,industry,llm_curated,1,NA
institut de recherches internationales servier iris,Servier,Servier,Servier,industry,llm_curated,1,NA
institut des maladies genetiques - imagine,Institut des Maladies Génétiques - Imagine,NA,NA,unknown,self_alias,0.94,self
institut fr klinische krebsforschung ikf gmbh at krankenhaus nordwest,Institut fuer Klinische Krebsforschung IKF GmbH,NA,NA,unknown,llm_curated,1,NA
institut fuer klinische krebsforschung ikf gmbh,Institut fuer Klinische Krebsforschung IKF GmbH,NA,NA,NA,ctis_businesskey,0.95,NA
institut fur anwendungsorientierte forschung und klinische studien ggmbh der umg gottingen,Institut für anwendungsorientierte Forschung und klinische Studien gGmbH der UMG Göttingen,NA,NA,unknown,self_alias,0.94,self
institut fur frauengesundheit gmbh,Institut Für Frauengesundheit GmbH,NA,NA,NA,ctis_businesskey,0.95,NA
institut fur klinische krebsforschung ikf gmbh at krankenhaus nordwest,Institut fuer Klinische Krebsforschung IKF GmbH,NA,NA,unknown,llm_curated,1,NA
institut gustave roussy,Gustave Roussy,Gustave Roussy,Gustave Roussy,hospital,llm_curated,1,NA
institut hospitalier franco-britannique,Institut Hospitalier Franco-Britannique,NA,NA,unknown,self_alias,0.94,self
institut klinicke a experimentalni mediciny ikem,Institut Klinické a Experimentální Medicíny (IKEM),NA,NA,unknown,self_alias,0.94,self
institut paoli-calmettes,Institut Paoli-Calmettes,NA,NA,NA,ctis_businesskey,0.95,NA
institut regional de cancerologie de montpellier - val d'aurelle,Institut Régional de Cancérologie de Montpellier - Val d'Aurelle,NA,NA,unknown,self_alias,0.94,self
institut regional du cancer de montpellier,Institut Régional du Cancer de Montpellier,NA,NA,hospital,llm_curated,1,NA
institute for study research education and therapy of vascular heart brain disease,Institute for Study Research Education and Therapy of Vascular Heart Brain Disease,NA,NA,unknown,self_alias,0.94,self
institute of endocrinology,Institute of Endocrinology,NA,NA,unknown,self_alias,0.94,self
institute of molecular medicine and biomedical research - i m b e,Institute of Molecular Medicine and Biomedical Research - I.M.B.E.,NA,NA,unknown,self_alias,0.94,self
institute of rheumatology prague,Institute of Rheumatology Prague,NA,NA,unknown,self_alias,0.94,self
instituto aragones de ciencias de la salud,Instituto Aragonés de Ciencias de la Salud,NA,NA,unknown,self_alias,0.94,self
instituto catalan de oncologia,Instituto Catalán de Oncología,NA,NA,hospital,self_alias,0.94,self
instituto cataln de oncologa,Instituto Catalán de Oncología,NA,NA,hospital,llm_curated,1,NA
instituto de investigacin del hospital de la santa creu i sant pau,Institut de Recerca Hospital de la Santa Creu i Sant Pau - IIB Sant Pau,NA,NA,hospital,llm_curated,1,NA
instituto de investigacin sanitaria aragn,Instituto de Investigación Sanitaria Aragón (IIS Aragón),NA,NA,academic,llm_curated,1,NA
instituto de investigacion biomedica de salamanca,Instituto de Investigación Biomédica de Salamanca,NA,NA,unknown,self_alias,0.94,self
instituto de investigacion sanitaria fundacion para la investigacion del hospital clinico de valencia-incliva,Instituto de Investigacion Sanitaria Fundacion para la Investigacion del Hospital Clinico de Valencia-INCLIVA,NA,NA,NA,ctis_businesskey,0.95,NA
instituto de investigaciones del sueno,Instituto de Investigaciones del Sueño,NA,NA,unknown,self_alias,0.94,self
instituto de saude publica universidade porto,Instituto de Saúde Pública Universidade Porto,NA,NA,academic,self_alias,0.94,self
instituto portugues de oncologia de lisboa francisco gentil e p e,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E.P.E.",NA,NA,unknown,self_alias,0.94,self
instituto tecnologico pet s a u itp,"Instituto Tecnológico PET, S.A.U. ITP",NA,NA,unknown,self_alias,0.94,self
instituto valenciano de infertilidad ivi,IVI - Instituto Valenciano de Infertilidad,NA,NA,hospital,llm_curated,1,NA
instituto valenciano de infertilidade - clinica de reproducao assistida,Instituto Valenciano de Infertilidade - Clínica de Reprodução Assistida,NA,NA,unknown,self_alias,0.94,self
instytut immunologii i terapii doswiadczalnej im ludwika hirszfelda pan,Instytut Immunologii i Terapii Doświadczalnej Im. Ludwika Hirszfelda PAN,NA,NA,unknown,self_alias,0.94,self
instytut kardiologii im kard stefana wyszynskiego,Instytut Kardiologii im. Kard. Stefana Wyszyńskiego,NA,NA,unknown,self_alias,0.94,self
insusense aps / insusense,Insusense ApS / Insusense,NA,NA,NA,self_alias,0.94,self
insusense aps / insusense aps,Insusense ApS / Insusense,NA,NA,NA,ctis_businesskey,0.95,NA
intarcia therapeutics,Intarcia Therapeutics,NA,NA,unknown,self_alias,0.94,self
intas pharmaceuticals,Intas Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
intec pharma,Intec Pharma,NA,NA,unknown,self_alias,0.94,self
intellia therapeutics,Intellia Therapeutics,NA,NA,unknown,self_alias,0.94,self
intendis,INTENDIS,NA,NA,unknown,self_alias,0.94,self
intensity therapeutics,Intensity Therapeutics,NA,NA,unknown,self_alias,0.94,self
interdos pharma,Interdos Pharma,NA,NA,unknown,self_alias,0.94,self
interessenverband zur qualitatssicherung der arbeit niedergelassener uro-onkologen in deutschland iquo e v,Interessenverband zur Qualitätssicherung der Arbeit niedergelassener Uro-Onkologen in Deutschland IQUO e.V.,NA,NA,unknown,self_alias,0.94,self
intergroupe francophone de cancerologie thoracique,Intergroupe Francophone de Cancerologie Thoracique,NA,NA,NA,ctis_businesskey,0.95,NA
interius biotherapeutics,Interius Biotherapeutics,NA,NA,unknown,self_alias,0.94,self
intermed,Intermed,NA,NA,unknown,self_alias,0.94,self
international aids vaccine initiative,International AIDS Vaccine Initiative,NA,NA,unknown,self_alias,0.94,self
intexo societa benefit,Intexo Societa Benefit,NA,NA,unknown,self_alias,0.94,self
intra-cellular therapies,Intra-Cellular Therapies,NA,NA,unknown,self_alias,0.94,self
inversago pharma,Inversago Pharma,NA,NA,unknown,self_alias,0.94,self
investigator trondheim hudlegesenter,Investigator Trondheim Hudlegesenter,NA,NA,unknown,self_alias,0.94,self
invex therapeutics,Invex Therapeutics,NA,NA,unknown,self_alias,0.94,self
invios,Invios,NA,NA,unknown,self_alias,0.94,self
invivyd,Invivyd,NA,NA,unknown,self_alias,0.94,self
invox belgium / ccdrd cooperative clinical drug research and development,invoX Belgium / CCDRD Cooperative Clinical Drug Research and Development,NA,NA,unknown,self_alias,0.94,self
invox pharma,Invox Pharma,NA,NA,unknown,self_alias,0.94,self
io biotech,IO Biotech,NA,NA,NA,self_alias,0.94,self
io biotech aps,IO Biotech,NA,NA,NA,ctis_businesskey,0.95,NA
iomx therapeutics,iOmx Therapeutics,NA,NA,unknown,self_alias,0.94,self
ionctura,iOnctura,NA,NA,unknown,self_alias,0.94,self
ionis,Ionis Pharmaceuticals,Ionis Pharmaceuticals,Ionis Pharmaceuticals,industry,llm_curated,0.9,NA
ionis pharmaceuticals,Ionis Pharmaceuticals,Ionis Pharmaceuticals,Ionis Pharmaceuticals,industry,llm_curated,1,NA
ionis pharmaceuticals inc,Ionis Pharmaceuticals,Ionis Pharmaceuticals,Ionis Pharmaceuticals,industry,llm_curated,1,NA
ioulia irene tseti pharmaceutical,Ioulia Irene Tseti Pharmaceutical,NA,NA,unknown,self_alias,0.94,self
iovance biotherapeutics,Iovance Biotherapeutics,NA,NA,unknown,self_alias,0.94,self
ippmed,IPPMed,NA,NA,unknown,self_alias,0.94,self
ipsen,Ipsen,Ipsen,Ipsen,industry,llm_curated,1,NA
ipsen innovation,Ipsen,Ipsen,Ipsen,industry,llm_curated,1,NA
iqvia commercial gmbh and co ohg,IQVIA Commercial GmbH & Co. OHG,NA,NA,unknown,self_alias,0.94,self
iqvia rds france,IQVIA RDS France,NA,NA,unknown,self_alias,0.94,self
irccs - istituto di ricerche farmacologiche mario negri,Istituto Di Ricerche Farmacologiche Mario Negri,NA,NA,academic,llm_curated,1,NA
irccs casa sollievo della sofferenza,IRCCS Casa Sollievo della Sofferenza,NA,NA,hospital,llm_curated,1,NA
irccs di reggio emilia,IRCCS di Reggio Emilia,NA,NA,hospital,self_alias,0.94,self
irccs fondazione g b bietti per lo studio e la ricerca in oftalmologia,IRCCS Fondazione G.B. Bietti per lo Studio e la Ricerca in Oftalmologia,NA,NA,foundation,self_alias,0.94,self
irccs fondazione gb bietti,IRCCS Fondazione GB Bietti,NA,NA,foundation,self_alias,0.94,self
irccs inrca,IRCCS Inrca,NA,NA,unknown,self_alias,0.94,self
irccs irst romagna,IRCCS IRST Romagna,NA,NA,unknown,self_alias,0.94,self
irccs istituto giannina gaslini,IRCCS Istituto Giannina Gaslini,NA,NA,NA,ctis_businesskey,0.95,NA
irccs istituto nazionale dei tumori,IRCCS Istituto Nazionale dei Tumori,NA,NA,foundation,self_alias,0.94,self
irccs istituto ortopedico galeazzi,IRCCS Istituto Ortopedico Galeazzi,NA,NA,unknown,self_alias,0.94,self
irccs istituto scientifico romagnolo per lo studio e la cura dei tumori irst,IRCCS Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori IRST,NA,NA,hospital,self_alias,0.94,self
irccs san raffaele pisana gestito da san raffaele roma,IRCCS San Raffaele Pisana Gestito da San Raffaele Roma,NA,NA,unknown,self_alias,0.94,self
iron therapeutics,Iron Therapeutics,NA,NA,unknown,self_alias,0.94,self
ironwood pharmaceuticals,Ironwood Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
irx therapeutics,IRX Therapeutics,NA,NA,unknown,self_alias,0.94,self
isa therapeutics,ISA Therapeutics,NA,NA,unknown,self_alias,0.94,self
isarna therapeutics,Isarna Therapeutics,NA,NA,unknown,self_alias,0.94,self
isifer,Isifer,NA,NA,unknown,self_alias,0.94,self
isis pharmaceuticals inc,Ionis Pharmaceuticals,Ionis Pharmaceuticals,Ionis Pharmaceuticals,industry,llm_curated,1,NA
ismail gogenur,Ismail Gögenür,NA,NA,unknown,self_alias,0.94,self
ismett,ISMETT,NA,NA,hospital,self_alias,0.94,self
isofol medical,ISOFOL Medical,NA,NA,unknown,self_alias,0.94,self
isotechnika,Isotechnika,NA,NA,unknown,self_alias,0.94,self
ist di ricerche farmacolog m negri,Istituto Di Ricerche Farmacologiche Mario Negri,NA,NA,NA,llm_curated,1,NA
istituti clinici scientifici maugeri in forma abbreviata istituti clinici scientifici maugeri o anche ics maugeri o maugeri s p a sb,ICS Maugeri S.p.A. SB,NA,NA,hospital,llm_curated,1,NA
istituti fisioterapici ospitalieri ifo,Istituti Fisioterapici Ospitalieri (IFO),NA,NA,unknown,self_alias,0.94,self
istituto biochimico italiano giovanni lorenzini,Istituto Biochimico Italiano Giovanni Lorenzini,NA,NA,unknown,self_alias,0.94,self
istituto dermopatico dell'immacolata idi irccs,Istituto Dermopatico dell'Immacolata (IDI IRCCS),NA,NA,unknown,self_alias,0.94,self
istituto di ricerche farmacologiche mario negri,Istituto Di Ricerche Farmacologiche Mario Negri,NA,NA,NA,ctis_businesskey,0.95,NA
istituto europeo di oncologia,Istituto Europeo di Oncologia,Istituto Europeo di Oncologia,Istituto Europeo di Oncologia,hospital,llm_curated,1,NA
istituto mediterraneo per i trapianti e terapie ad alta  specializzazione,ISMETT,NA,NA,hospital,llm_curated,1,NA
istituto mediterraneo per i trapianti e terapie ad alta specializzazione - ismett,ISMETT,NA,NA,hospital,llm_curated,1,NA
istituto oncologico veneto  iovirccs,IRCCS Istituto Oncologico Veneto,NA,NA,hospital,llm_curated,1,NA
istituto romagnolo per lo studio dei tumori dino amadori irst,Istituto Romagnolo Per Lo Studio Dei Tumori Dino Amadori IRST,NA,NA,unknown,self_alias,0.94,self
istituto scientifico romagnolo per lo studio e la cura dei tumori irst - irccs,IRCCS Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori IRST,NA,NA,hospital,llm_curated,1,NA
italchimici,Italchimici,NA,NA,unknown,self_alias,0.94,self
itb-med,Itb-Med,NA,NA,unknown,self_alias,0.94,self
itel telecomunicazioni,Itel Telecomunicazioni,NA,NA,unknown,self_alias,0.94,self
iterum therapeutics international,Iterum Therapeutics International,NA,NA,unknown,self_alias,0.94,self
itf research pharma,ITF Research Pharma,NA,NA,industry,self_alias,0.94,self
itf research pharma s l,ITF Research Pharma,NA,NA,industry,llm_curated,1,NA
itm oncologics,ITM Oncologics,NA,NA,unknown,self_alias,0.94,self
itm solucin,ITM Solucin,NA,NA,unknown,self_alias,0.94,self
ivascular,iVascular,NA,NA,unknown,self_alias,0.94,self
ivax research,IVAX Research,NA,NA,unknown,self_alias,0.94,self
ixaka,Ixaka,NA,NA,unknown,self_alias,0.94,self
izana bioscience,Izana Bioscience,NA,NA,unknown,self_alias,0.94,self
j uriach y compania,J. Uriach y Compañía,NA,NA,unknown,self_alias,0.94,self
j w goethe university represented by dean of the medical faculty,Goethe-Universität Frankfurt am Main,NA,NA,academic,llm_curated,1,NA
j w goethe-university,Goethe-Universität Frankfurt am Main,NA,NA,academic,llm_curated,1,NA
jacobio pharmaceuticals,Jacobio Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
jado technologies,JADO Technologies,NA,NA,unknown,self_alias,0.94,self
janne rasanen,Janne Räsänen,NA,NA,unknown,self_alias,0.94,self
janssen,Janssen,Johnson & Johnson,Janssen / Johnson & Johnson,industry,llm_curated,1,NA
janssen and cilag,Janssen,Johnson & Johnson,Janssen / Johnson & Johnson,industry,llm_curated,1,NA
janssen biologics bv,Janssen,Johnson & Johnson,Janssen / Johnson & Johnson,industry,llm_curated,1,NA
janssen cilag,Janssen,Johnson & Johnson,Janssen / Johnson & Johnson,industry,llm_curated,1,NA
janssen research and development llc,Janssen,Johnson & Johnson,Janssen / Johnson & Johnson,industry,llm_curated,1,NA
janssen-cilag,Janssen,Johnson & Johnson,Janssen / Johnson & Johnson,industry,llm_curated,1,NA
janssen-cilag international,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,unknown,self_alias,0.94,self
jasper therapeutics,Jasper Therapeutics,NA,NA,unknown,self_alias,0.94,self
jcr pharmaceuticals,JCR Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
jelfa,Jelfa,NA,NA,unknown,self_alias,0.94,self
jennerex,Jennerex,NA,NA,unknown,self_alias,0.94,self
jerini,Jerini,NA,NA,unknown,self_alias,0.94,self
jessa ziekenhuis vzw,Jessa Hospital,NA,NA,hospital,llm_curated,1,NA
jesus rodriguez requena / jose luis perez albiac,Jesús Rodríguez Requena / José Luis Pérez Albiac,NA,NA,unknown,self_alias,0.94,self
jhl biotech,JHL Biotech,NA,NA,unknown,self_alias,0.94,self
jiangsu hansoh pharmaceutical group co,Jiangsu Hansoh Pharmaceutical Group Co.,NA,NA,unknown,self_alias,0.94,self
jiangsu hengrui medicine co,Jiangsu Hengrui Medicine Co.,NA,NA,unknown,self_alias,0.94,self
jiangsu hengrui pharmaceuticals,Jiangsu Hengrui Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
johann wolfgang goethe universitt,Goethe-Universität Frankfurt am Main,NA,NA,academic,llm_curated,1,NA
johann wolfgang goethe-universitt frankfurt am main,Goethe-Universität Frankfurt am Main,NA,NA,academic,llm_curated,1,NA
johann wolfgang goethe-university frankfurt am main,Goethe-Universität Frankfurt am Main,NA,NA,academic,llm_curated,1,NA
johannes kepler universitat linz,Johannes Kepler Universität Linz,NA,NA,unknown,self_alias,0.94,self
johns hopkins university department of neurology,Johns Hopkins University,NA,NA,unknown,llm_curated,1,NA
johnson and johnson,Johnson & Johnson,Johnson & Johnson,Janssen / Johnson & Johnson,industry,llm_curated,1,NA
joint research compliance office,Imperial College London,NA,NA,academic,llm_curated,1,NA
jose antonio perez simon,José Antonio Pérez Simón,NA,NA,unknown,self_alias,0.94,self
jose luis ponce diaz-reixa,Jose Luis Ponce Díaz-Reixa,NA,NA,unknown,self_alias,0.94,self
jose maria palazon azorin,José María Palazón Azorín,NA,NA,unknown,self_alias,0.94,self
jounce therapeutics,Jounce Therapeutics,NA,NA,unknown,self_alias,0.94,self
jsw lifesciences,JSW Lifesciences,NA,NA,unknown,self_alias,0.94,self
juan enrique dominguez munoz,Juan Enrique Domínguez Muñoz,NA,NA,unknown,self_alias,0.94,self
juan francisco navarro gonzalez,Juan Francisco Navarro González,NA,NA,unknown,self_alias,0.94,self
julius clinical research,Julius Clinical Research,NA,NA,unknown,self_alias,0.94,self
julius maximilians universitt wrzburg,Universitätsklinikum Würzburg,NA,NA,hospital,llm_curated,1,NA
julius-maximilian university of wrzburg,Julius-Maximilians-Universität Würzburg,NA,NA,academic,llm_curated,1,NA
julius-maximilians-universitat wurzburg,Julius-Maximilians-Universität Würzburg,NA,NA,academic,self_alias,0.94,self
