loser_id,winner_id,loser_name,winner_name,salt_form,n_assigned,reason
ent_008600,ent_008599,Labetalol hydrochloride,Labetalol,hydrochloride,4,salt/ester rollup: 'Labetalol hydrochloride' -> 'Labetalol' (hydrochloride)
ent_008611,ent_008610,Lactisole sodium,Lactisole,sodium,0,salt/ester rollup: 'Lactisole sodium' -> 'Lactisole' (sodium)
ent_008625,ent_008624,Ladostigil tartrate,Ladostigil,tartrate,0,salt/ester rollup: 'Ladostigil tartrate' -> 'Ladostigil' (tartrate)
ent_008647,ent_008646,Landiolol hydrochloride,Landiolol,hydrochloride,3,salt/ester rollup: 'Landiolol hydrochloride' -> 'Landiolol' (hydrochloride)
ent_008661,ent_008660,Lanopepden mesylate,Lanopepden,mesylate,0,salt/ester rollup: 'Lanopepden mesylate' -> 'Lanopepden' (mesylate)
ent_008666,ent_008665,Lanraplenib succinate,Lanraplenib,succinate,0,salt/ester rollup: 'Lanraplenib succinate' -> 'Lanraplenib' (succinate)
ent_008668,ent_008667,Lanreotide acetate,Lanreotide,acetate,5,salt/ester rollup: 'Lanreotide acetate' -> 'Lanreotide' (acetate)
ent_008680,ent_008679,Lapyrium chloride,Lapyrium,chloride,0,salt/ester rollup: 'Lapyrium chloride' -> 'Lapyrium' (chloride)
ent_008683,ent_008682,Larazotide acetate,Larazotide,acetate,1,salt/ester rollup: 'Larazotide acetate' -> 'Larazotide' (acetate)
ent_008694,ent_008693,Larotrectinib sulfate,Larotrectinib,sulfate,0,salt/ester rollup: 'Larotrectinib sulfate' -> 'Larotrectinib' (sulfate)
ent_008696,ent_008695,Larsucosterol sodium,Larsucosterol,sodium,0,salt/ester rollup: 'Larsucosterol sodium' -> 'Larsucosterol' (sodium)
ent_008707,ent_008706,Lasmiditan succinate,Lasmiditan,succinate,0,salt/ester rollup: 'Lasmiditan succinate' -> 'Lasmiditan' (succinate)
ent_008709,ent_008708,Lasofoxifene tartrate,Lasofoxifene,tartrate,1,salt/ester rollup: 'Lasofoxifene tartrate' -> 'Lasofoxifene' (tartrate)
ent_008722,ent_008721,Lauralkonium chloride,Lauralkonium,chloride,0,salt/ester rollup: 'Lauralkonium chloride' -> 'Lauralkonium' (chloride)
ent_008724,ent_008723,Laurcetium bromide,Laurcetium,bromide,0,salt/ester rollup: 'Laurcetium bromide' -> 'Laurcetium' (bromide)
ent_008729,ent_008728,Laurolinium acetate,Laurolinium,acetate,0,salt/ester rollup: 'Laurolinium acetate' -> 'Laurolinium' (acetate)
ent_008735,ent_008733,Lazertinib mesylate,Lazertinib,mesylate,0,salt/ester rollup: 'Lazertinib mesylate' -> 'Lazertinib' (mesylate)
ent_008737,ent_008736,Lazucirnon hydrochloride,Lazucirnon,hydrochloride,0,salt/ester rollup: 'Lazucirnon hydrochloride' -> 'Lazucirnon' (hydrochloride)
ent_008753,ent_008752,Lecozotan hydrochloride,Lecozotan,hydrochloride,0,salt/ester rollup: 'Lecozotan hydrochloride' -> 'Lecozotan' (hydrochloride)
ent_008763,ent_008762,Lefamulin acetate,Lefamulin,acetate,0,salt/ester rollup: 'Lefamulin acetate' -> 'Lefamulin' (acetate)
ent_008765,ent_008764,Lefelsiran sodium,Lefelsiran,sodium,0,salt/ester rollup: 'Lefelsiran sodium' -> 'Lefelsiran' (sodium)
ent_008784,ent_008783,Lenacapavir sodium,Lenacapavir,sodium,2,salt/ester rollup: 'Lenacapavir sodium' -> 'Lenacapavir' (sodium)
ent_008793,ent_008792,Leniolisib phosphate,Leniolisib,phosphate,0,salt/ester rollup: 'Leniolisib phosphate' -> 'Leniolisib' (phosphate)
ent_008799,ent_008798,Lenrispodun phosphate,Lenrispodun,phosphate,0,salt/ester rollup: 'Lenrispodun phosphate' -> 'Lenrispodun' (phosphate)
ent_008803,ent_008802,Lenvatinib mesilate,Lenvatinib,mesilate,3,salt/ester rollup: 'Lenvatinib mesilate' -> 'Lenvatinib' (mesilate)
ent_008804,ent_008802,Lenvatinib mesylate,Lenvatinib,mesylate,2,salt/ester rollup: 'Lenvatinib mesylate' -> 'Lenvatinib' (mesylate)
ent_008810,ent_008809,Lepodisiran sodium,Lepodisiran,sodium,0,salt/ester rollup: 'Lepodisiran sodium' -> 'Lepodisiran' (sodium)
ent_008823,ent_008822,Leriglitazone hydrochloride,Leriglitazone,hydrochloride,0,salt/ester rollup: 'Leriglitazone hydrochloride' -> 'Leriglitazone' (hydrochloride)
ent_008840,ent_008839,Leteprinim potassium,Leteprinim,potassium,0,salt/ester rollup: 'Leteprinim potassium' -> 'Leteprinim' (potassium)
ent_008855,ent_008854,Leucovorin calcium,Leucovorin,calcium,39,salt/ester rollup: 'Leucovorin calcium' -> 'Leucovorin' (calcium)
ent_008856,ent_008854,Leucovorin sodium,Leucovorin,sodium,6,salt/ester rollup: 'Leucovorin sodium' -> 'Leucovorin' (sodium)
ent_008858,ent_008857,Leuprolide acetate,Leuprolide,acetate,18,salt/ester rollup: 'Leuprolide acetate' -> 'Leuprolide' (acetate)
ent_008859,ent_008857,Leuprolide mesylate,Leuprolide,mesylate,3,salt/ester rollup: 'Leuprolide mesylate' -> 'Leuprolide' (mesylate)
ent_008867,ent_008866,Levallorphan tartrate,Levallorphan,tartrate,0,salt/ester rollup: 'Levallorphan tartrate' -> 'Levallorphan' (tartrate)
ent_008870,ent_008869,Levamisole hydrochloride,Levamisole,hydrochloride,1,salt/ester rollup: 'Levamisole hydrochloride' -> 'Levamisole' (hydrochloride)
ent_008872,ent_008871,Levamlodipine malate,Levamlodipine,malate,0,salt/ester rollup: 'Levamlodipine malate' -> 'Levamlodipine' (malate)
ent_008873,ent_008871,Levamlodipine maleate,Levamlodipine,maleate,0,salt/ester rollup: 'Levamlodipine maleate' -> 'Levamlodipine' (maleate)
ent_008884,ent_008883,Levobetaxolol hydrochloride,Levobetaxolol,hydrochloride,0,salt/ester rollup: 'Levobetaxolol hydrochloride' -> 'Levobetaxolol' (hydrochloride)
ent_008886,ent_008885,Levobunolol hydrochloride,Levobunolol,hydrochloride,0,salt/ester rollup: 'Levobunolol hydrochloride' -> 'Levobunolol' (hydrochloride)
ent_008888,ent_008887,Levobupivacaine hydrochloride,Levobupivacaine,hydrochloride,14,salt/ester rollup: 'Levobupivacaine hydrochloride' -> 'Levobupivacaine' (hydrochloride)
ent_008890,ent_008889,Levocabastine hydrochloride,Levocabastine,hydrochloride,3,salt/ester rollup: 'Levocabastine hydrochloride' -> 'Levocabastine' (hydrochloride)
ent_008901,ent_008900,Levofloxacin anhydrous,Levofloxacin,anhydrous,5,salt/ester rollup: 'Levofloxacin anhydrous' -> 'Levofloxacin' (anhydrous)
ent_008906,ent_008905,Levoleucovorin calcium,Levoleucovorin,calcium,17,salt/ester rollup: 'Levoleucovorin calcium' -> 'Levoleucovorin' (calcium)
ent_008914,ent_008913,Levomethadyl acetate hydrochloride,Levomethadyl acetate,hydrochloride,0,salt/ester rollup: 'Levomethadyl acetate hydrochloride' -> 'Levomethadyl acetate' (hydrochloride)
ent_008918,ent_008917,Levomilnacipran hydrochloride,Levomilnacipran,hydrochloride,0,salt/ester rollup: 'Levomilnacipran hydrochloride' -> 'Levomilnacipran' (hydrochloride)
ent_008934,ent_008933,Levorphanol tartrate,Levorphanol,tartrate,0,salt/ester rollup: 'Levorphanol tartrate' -> 'Levorphanol' (tartrate)
ent_008940,ent_008939,Levothyroxine sodium,Levothyroxine,sodium,12,salt/ester rollup: 'Levothyroxine sodium' -> 'Levothyroxine' (sodium)
ent_008946,ent_008945,Lexanersen sodium,Lexanersen,sodium,0,salt/ester rollup: 'Lexanersen sodium' -> 'Lexanersen' (sodium)
ent_008980,ent_008979,Lidocaine hydrochloride,Lidocaine,hydrochloride,14,salt/ester rollup: 'Lidocaine hydrochloride' -> 'Lidocaine' (hydrochloride)
ent_008991,ent_008990,Lifirafenib maleate,Lifirafenib,maleate,0,salt/ester rollup: 'Lifirafenib maleate' -> 'Lifirafenib' (maleate)
ent_009002,ent_009001,Linaclotide acetate,Linaclotide,acetate,0,salt/ester rollup: 'Linaclotide acetate' -> 'Linaclotide' (acetate)
ent_009011,ent_009010,Lincomycin hydrochloride,Lincomycin,hydrochloride,0,salt/ester rollup: 'Lincomycin hydrochloride' -> 'Lincomycin' (hydrochloride)
ent_009025,ent_009024,Linrodostat mesylate,Linrodostat,mesylate,0,salt/ester rollup: 'Linrodostat mesylate' -> 'Linrodostat' (mesylate)
ent_009040,ent_009038,Liothyronine sodium,Liothyronine,sodium,4,salt/ester rollup: 'Liothyronine sodium' -> 'Liothyronine' (sodium)
ent_009048,ent_009047,Lirafugratinib hydrochloride,Lirafugratinib,hydrochloride,0,salt/ester rollup: 'Lirafugratinib hydrochloride' -> 'Lirafugratinib' (hydrochloride)
ent_009063,ent_009062,Lisinopril anhydrous,Lisinopril,anhydrous,0,salt/ester rollup: 'Lisinopril anhydrous' -> 'Lisinopril' (anhydrous)
ent_009073,ent_009072,Lithium citrate anhydrous,Lithium citrate,anhydrous,0,salt/ester rollup: 'Lithium citrate anhydrous' -> 'Lithium citrate' (anhydrous)
ent_009110,ent_009109,Lixumistat acetate,Lixumistat,acetate,0,salt/ester rollup: 'Lixumistat acetate' -> 'Lixumistat' (acetate)
ent_009121,ent_009120,Lobeglitazone sulfate,Lobeglitazone,sulfate,0,salt/ester rollup: 'Lobeglitazone sulfate' -> 'Lobeglitazone' (sulfate)
ent_009143,ent_009142,Lofepramine hydrochloride,Lofepramine,hydrochloride,0,salt/ester rollup: 'Lofepramine hydrochloride' -> 'Lofepramine' (hydrochloride)
ent_009145,ent_009144,Lofexidine hydrochloride,Lofexidine,hydrochloride,1,salt/ester rollup: 'Lofexidine hydrochloride' -> 'Lofexidine' (hydrochloride)
ent_009151,ent_009150,Lomefloxacin hydrochloride,Lomefloxacin,hydrochloride,0,salt/ester rollup: 'Lomefloxacin hydrochloride' -> 'Lomefloxacin' (hydrochloride)
ent_009160,ent_009159,Lomitapide mesylate,Lomitapide,mesylate,0,salt/ester rollup: 'Lomitapide mesylate' -> 'Lomitapide' (mesylate)
ent_009179,ent_009178,Loperamide hydrochloride,Loperamide,hydrochloride,5,salt/ester rollup: 'Loperamide hydrochloride' -> 'Loperamide' (hydrochloride)
ent_009188,ent_009187,Loracarbef anhydrous,Loracarbef,anhydrous,0,salt/ester rollup: 'Loracarbef anhydrous' -> 'Loracarbef' (anhydrous)
ent_009196,ent_009195,Lorcaserin hydrochloride,Lorcaserin,hydrochloride,0,salt/ester rollup: 'Lorcaserin hydrochloride' -> 'Lorcaserin' (hydrochloride)
ent_009209,ent_009208,Lorundrostat hydrobromide,Lorundrostat,hydrobromide,0,salt/ester rollup: 'Lorundrostat hydrobromide' -> 'Lorundrostat' (hydrobromide)
ent_009213,ent_009212,Lorzafone anhydrous,Lorzafone,anhydrous,0,salt/ester rollup: 'Lorzafone anhydrous' -> 'Lorzafone' (anhydrous)
ent_009215,ent_009214,Losartan potassium,Losartan,potassium,9,salt/ester rollup: 'Losartan potassium' -> 'Losartan' (potassium)
ent_009242,ent_009241,Loxapine hydrochloride,Loxapine,hydrochloride,0,salt/ester rollup: 'Loxapine hydrochloride' -> 'Loxapine' (hydrochloride)
ent_009243,ent_009241,Loxapine succinate,Loxapine,succinate,0,salt/ester rollup: 'Loxapine succinate' -> 'Loxapine' (succinate)
ent_009259,ent_009258,Lucanthone hydrochloride,Lucanthone,hydrochloride,0,salt/ester rollup: 'Lucanthone hydrochloride' -> 'Lucanthone' (hydrochloride)
ent_009278,ent_009277,Lumasiran sodium,Lumasiran,sodium,2,salt/ester rollup: 'Lumasiran sodium' -> 'Lumasiran' (sodium)
ent_009280,ent_009279,Lumateperone tosylate,Lumateperone,tosylate,3,salt/ester rollup: 'Lumateperone tosylate' -> 'Lumateperone' (tosylate)
ent_009299,ent_009298,Lurasidone hydrochloride,Lurasidone,hydrochloride,3,salt/ester rollup: 'Lurasidone hydrochloride' -> 'Lurasidone' (hydrochloride)
ent_009302,ent_009301,Lurosetron mesylate,Lurosetron,mesylate,0,salt/ester rollup: 'Lurosetron mesylate' -> 'Lurosetron' (mesylate)
ent_009368,ent_009367,Ly-3143921 monohydrate,Ly-3143921,monohydrate,0,salt/ester rollup: 'Ly-3143921 monohydrate' -> 'Ly-3143921' (monohydrate)
ent_009414,ent_009413,Macimorelin acetate,Macimorelin,acetate,1,salt/ester rollup: 'Macimorelin acetate' -> 'Macimorelin' (acetate)
ent_009425,ent_009424,Mafenide acetate,Mafenide,acetate,0,salt/ester rollup: 'Mafenide acetate' -> 'Mafenide' (acetate)
ent_009430,ent_009429,Magaldrate anhydrous,Magaldrate,anhydrous,0,salt/ester rollup: 'Magaldrate anhydrous' -> 'Magaldrate' (anhydrous)
ent_009436,ent_009435,Magnesium chloride anhydrous,Magnesium chloride,anhydrous,1,salt/ester rollup: 'Magnesium chloride anhydrous' -> 'Magnesium chloride' (anhydrous)
ent_009448,ent_009447,Magnesium sulfate anhydrous,Magnesium sulfate,anhydrous,1,salt/ester rollup: 'Magnesium sulfate anhydrous' -> 'Magnesium sulfate' (anhydrous)
ent_009466,ent_009465,Manganese chloride anhydrous,Manganese chloride,anhydrous,0,salt/ester rollup: 'Manganese chloride anhydrous' -> 'Manganese chloride' (anhydrous)
ent_009468,ent_009467,Manganese sulfate anhydrous,Manganese sulfate,anhydrous,0,salt/ester rollup: 'Manganese sulfate anhydrous' -> 'Manganese sulfate' (anhydrous)
ent_009486,ent_009485,Maprotiline hydrochloride,Maprotiline,hydrochloride,0,salt/ester rollup: 'Maprotiline hydrochloride' -> 'Maprotiline' (hydrochloride)
ent_009489,ent_009488,Maralixibat chloride,Maralixibat,chloride,5,salt/ester rollup: 'Maralixibat chloride' -> 'Maralixibat' (chloride)
ent_009507,ent_009506,Maropitant citrate,Maropitant,citrate,0,salt/ester rollup: 'Maropitant citrate' -> 'Maropitant' (citrate)
ent_009508,ent_009507,Maropitant citrate monohydrate,Maropitant citrate,monohydrate,0,salt/ester rollup: 'Maropitant citrate monohydrate' -> 'Maropitant citrate' (monohydrate)
ent_009515,ent_009514,Masitinib mesilate,Masitinib,mesilate,0,salt/ester rollup: 'Masitinib mesilate' -> 'Masitinib' (mesilate)
ent_009516,ent_009514,Masitinib mesylate,Masitinib,mesylate,4,salt/ester rollup: 'Masitinib mesylate' -> 'Masitinib' (mesylate)
ent_009531,ent_009530,Mavodelpar sodium,Mavodelpar,sodium,0,salt/ester rollup: 'Mavodelpar sodium' -> 'Mavodelpar' (sodium)
ent_009574,ent_009573,Mebeverine hydrochloride,Mebeverine,hydrochloride,0,salt/ester rollup: 'Mebeverine hydrochloride' -> 'Mebeverine' (hydrochloride)
ent_009584,ent_009583,Mecamylamine hydrochloride,Mecamylamine,hydrochloride,1,salt/ester rollup: 'Mecamylamine hydrochloride' -> 'Mecamylamine' (hydrochloride)
ent_009594,ent_009593,Mechlorethamine hydrochloride,Mechlorethamine,hydrochloride,0,salt/ester rollup: 'Mechlorethamine hydrochloride' -> 'Mechlorethamine' (hydrochloride)
ent_009598,ent_009597,Meclizine hydrochloride,Meclizine,hydrochloride,0,salt/ester rollup: 'Meclizine hydrochloride' -> 'Meclizine' (hydrochloride)
ent_009653,ent_009652,Mefloquine hydrochloride,Mefloquine,hydrochloride,0,salt/ester rollup: 'Mefloquine hydrochloride' -> 'Mefloquine' (hydrochloride)
ent_009679,ent_009678,Melphalan flufenamide hydrochloride,Melphalan flufenamide,hydrochloride,2,salt/ester rollup: 'Melphalan flufenamide hydrochloride' -> 'Melphalan flufenamide' (hydrochloride)
ent_009680,ent_009677,Melphalan hydrochloride,Melphalan,hydrochloride,1,salt/ester rollup: 'Melphalan hydrochloride' -> 'Melphalan' (hydrochloride)
ent_009686,ent_009685,Memantine hydrochloride,Memantine,hydrochloride,6,salt/ester rollup: 'Memantine hydrochloride' -> 'Memantine' (hydrochloride)
ent_009712,ent_009711,Mepazine acetate,Mepazine,acetate,0,salt/ester rollup: 'Mepazine acetate' -> 'Mepazine' (acetate)
ent_009714,ent_009713,Mepenzolate bromide,Mepenzolate,bromide,0,salt/ester rollup: 'Mepenzolate bromide' -> 'Mepenzolate' (bromide)
ent_009716,ent_009715,Meperidine hydrochloride,Meperidine,hydrochloride,1,salt/ester rollup: 'Meperidine hydrochloride' -> 'Meperidine' (hydrochloride)
ent_009721,ent_009720,Mephentermine sulfate,Mephentermine,sulfate,0,salt/ester rollup: 'Mephentermine sulfate' -> 'Mephentermine' (sulfate)
ent_009729,ent_009728,Mepivacaine hydrochloride,Mepivacaine,hydrochloride,3,salt/ester rollup: 'Mepivacaine hydrochloride' -> 'Mepivacaine' (hydrochloride)
ent_009740,ent_009739,Meptazinol hydrochloride,Meptazinol,hydrochloride,0,salt/ester rollup: 'Meptazinol hydrochloride' -> 'Meptazinol' (hydrochloride)
ent_009750,ent_009749,Mercaptamine bitartrate,Mercaptamine,bitartrate,0,salt/ester rollup: 'Mercaptamine bitartrate' -> 'Mercaptamine' (bitartrate)
ent_009751,ent_009749,Mercaptamine hydrochloride,Mercaptamine,hydrochloride,0,salt/ester rollup: 'Mercaptamine hydrochloride' -> 'Mercaptamine' (hydrochloride)
ent_009753,ent_009752,Mercaptopurine anhydrous,Mercaptopurine,anhydrous,0,salt/ester rollup: 'Mercaptopurine anhydrous' -> 'Mercaptopurine' (anhydrous)
ent_009774,ent_009773,Mesoridazine besylate,Mesoridazine,besylate,0,salt/ester rollup: 'Mesoridazine besylate' -> 'Mesoridazine' (besylate)
ent_009794,ent_009793,Metalkonium chloride,Metalkonium,chloride,0,salt/ester rollup: 'Metalkonium chloride' -> 'Metalkonium' (chloride)
ent_009804,ent_009802,Metaproterenol sulfate,Metaproterenol,sulfate,0,salt/ester rollup: 'Metaproterenol sulfate' -> 'Metaproterenol' (sulfate)
ent_009806,ent_009805,Metaraminol bitartrate,Metaraminol,bitartrate,0,salt/ester rollup: 'Metaraminol bitartrate' -> 'Metaraminol' (bitartrate)
ent_009823,ent_009821,Metformin hydrochloride,Metformin,hydrochloride,20,salt/ester rollup: 'Metformin hydrochloride' -> 'Metformin' (hydrochloride)
ent_009831,ent_009830,Methacholine chloride,Methacholine,chloride,2,salt/ester rollup: 'Methacholine chloride' -> 'Methacholine' (chloride)
ent_009833,ent_009832,Methacycline hydrochloride,Methacycline,hydrochloride,0,salt/ester rollup: 'Methacycline hydrochloride' -> 'Methacycline' (hydrochloride)
ent_009835,ent_009834,Methadone hydrochloride,Methadone,hydrochloride,5,salt/ester rollup: 'Methadone hydrochloride' -> 'Methadone' (hydrochloride)
ent_009840,ent_009839,Methamphetamine hydrochloride,Methamphetamine,hydrochloride,0,salt/ester rollup: 'Methamphetamine hydrochloride' -> 'Methamphetamine' (hydrochloride)
ent_009846,ent_009845,Methantheline bromide,Methantheline,bromide,1,salt/ester rollup: 'Methantheline bromide' -> 'Methantheline' (bromide)
ent_009849,ent_009848,Methapyrilene fumarate,Methapyrilene,fumarate,0,salt/ester rollup: 'Methapyrilene fumarate' -> 'Methapyrilene' (fumarate)
ent_009850,ent_009848,Methapyrilene hydrochloride,Methapyrilene,hydrochloride,0,salt/ester rollup: 'Methapyrilene hydrochloride' -> 'Methapyrilene' (hydrochloride)
ent_009852,ent_009851,Methaqualone hydrochloride,Methaqualone,hydrochloride,0,salt/ester rollup: 'Methaqualone hydrochloride' -> 'Methaqualone' (hydrochloride)
ent_009857,ent_009856,Methdilazine hydrochloride,Methdilazine,hydrochloride,0,salt/ester rollup: 'Methdilazine hydrochloride' -> 'Methdilazine' (hydrochloride)
ent_009865,ent_009864,Methicillin sodium,Methicillin,sodium,0,salt/ester rollup: 'Methicillin sodium' -> 'Methicillin' (sodium)
ent_009868,ent_009867,Methiodal sodium,Methiodal,sodium,0,salt/ester rollup: 'Methiodal sodium' -> 'Methiodal' (sodium)
ent_009874,ent_009873,Methixene hydrochloride,Methixene,hydrochloride,0,salt/ester rollup: 'Methixene hydrochloride' -> 'Methixene' (hydrochloride)
ent_009878,ent_009877,Methohexital sodium,Methohexital,sodium,1,salt/ester rollup: 'Methohexital sodium' -> 'Methohexital' (sodium)
ent_009883,ent_009882,Methotrexate sodium,Methotrexate,sodium,9,salt/ester rollup: 'Methotrexate sodium' -> 'Methotrexate' (sodium)
ent_009885,ent_009884,Methoxamine hydrochloride,Methoxamine,hydrochloride,0,salt/ester rollup: 'Methoxamine hydrochloride' -> 'Methoxamine' (hydrochloride)
ent_009889,ent_009888,Methoxyamine hydrochloride,Methoxyamine,hydrochloride,0,salt/ester rollup: 'Methoxyamine hydrochloride' -> 'Methoxyamine' (hydrochloride)
ent_009896,ent_009895,Methscopolamine bromide,Methscopolamine,bromide,0,salt/ester rollup: 'Methscopolamine bromide' -> 'Methscopolamine' (bromide)
ent_009900,ent_009899,Methyl aminolevulinate hydrochloride,Methyl aminolevulinate,hydrochloride,8,salt/ester rollup: 'Methyl aminolevulinate hydrochloride' -> 'Methyl aminolevulinate' (hydrochloride)
ent_009904,ent_009903,Methylatropine nitrate,Methylatropine,nitrate,0,salt/ester rollup: 'Methylatropine nitrate' -> 'Methylatropine' (nitrate)
ent_009906,ent_009905,Methylbenactyzium bromide,Methylbenactyzium,bromide,0,salt/ester rollup: 'Methylbenactyzium bromide' -> 'Methylbenactyzium' (bromide)
ent_009908,ent_009907,Methylbenzethonium chloride,Methylbenzethonium,chloride,0,salt/ester rollup: 'Methylbenzethonium chloride' -> 'Methylbenzethonium' (chloride)
ent_009917,ent_009916,Methyldopate hydrochloride,Methyldopate,hydrochloride,0,salt/ester rollup: 'Methyldopate hydrochloride' -> 'Methyldopate' (hydrochloride)
ent_009919,ent_009918,Methylene blue anhydrous,Methylene blue,anhydrous,4,salt/ester rollup: 'Methylene blue anhydrous' -> 'Methylene blue' (anhydrous)
ent_009922,ent_009921,Methylergonovine maleate,Methylergonovine,maleate,0,salt/ester rollup: 'Methylergonovine maleate' -> 'Methylergonovine' (maleate)
ent_009926,ent_009925,Methylnaltrexone bromide,Methylnaltrexone,bromide,6,salt/ester rollup: 'Methylnaltrexone bromide' -> 'Methylnaltrexone' (bromide)
ent_009929,ent_009928,Methylphenidate hydrochloride,Methylphenidate,hydrochloride,14,salt/ester rollup: 'Methylphenidate hydrochloride' -> 'Methylphenidate' (hydrochloride)
ent_009933,ent_009930,Methylprednisolone acetate,Methylprednisolone,acetate,13,salt/ester rollup: 'Methylprednisolone acetate' -> 'Methylprednisolone' (acetate)
ent_009940,ent_009939,Methylsamidorphan chloride,Methylsamidorphan,chloride,0,salt/ester rollup: 'Methylsamidorphan chloride' -> 'Methylsamidorphan' (chloride)
ent_009948,ent_009947,Methysergide maleate,Methysergide,maleate,0,salt/ester rollup: 'Methysergide maleate' -> 'Methysergide' (maleate)
ent_009960,ent_009959,Metipranolol hydrochloride,Metipranolol,hydrochloride,0,salt/ester rollup: 'Metipranolol hydrochloride' -> 'Metipranolol' (hydrochloride)
ent_009969,ent_009968,Metoclopramide hydrochloride,Metoclopramide,hydrochloride,3,salt/ester rollup: 'Metoclopramide hydrochloride' -> 'Metoclopramide' (hydrochloride)
ent_009979,ent_009978,Metoprolol fumarate,Metoprolol,fumarate,0,salt/ester rollup: 'Metoprolol fumarate' -> 'Metoprolol' (fumarate)
ent_009980,ent_009978,Metoprolol succinate,Metoprolol,succinate,8,salt/ester rollup: 'Metoprolol succinate' -> 'Metoprolol' (succinate)
ent_009981,ent_009978,Metoprolol tartrate,Metoprolol,tartrate,13,salt/ester rollup: 'Metoprolol tartrate' -> 'Metoprolol' (tartrate)
ent_009999,ent_009997,Metronidazole hydrochloride,Metronidazole,hydrochloride,0,salt/ester rollup: 'Metronidazole hydrochloride' -> 'Metronidazole' (hydrochloride)
ent_010013,ent_010012,Mexiletine hydrochloride,Mexiletine,hydrochloride,1,salt/ester rollup: 'Mexiletine hydrochloride' -> 'Mexiletine' (hydrochloride)
ent_010023,ent_010022,Mezlocillin sodium,Mezlocillin,sodium,0,salt/ester rollup: 'Mezlocillin sodium' -> 'Mezlocillin' (sodium)
ent_010041,ent_010040,Micafungin sodium,Micafungin,sodium,0,salt/ester rollup: 'Micafungin sodium' -> 'Micafungin' (sodium)
ent_010044,ent_010043,Miconazole nitrate,Miconazole,nitrate,3,salt/ester rollup: 'Miconazole nitrate' -> 'Miconazole' (nitrate)
ent_010056,ent_010055,Midazolam hydrochloride,Midazolam,hydrochloride,4,salt/ester rollup: 'Midazolam hydrochloride' -> 'Midazolam' (hydrochloride)
ent_010061,ent_010060,Midodrine hydrochloride,Midodrine,hydrochloride,2,salt/ester rollup: 'Midodrine hydrochloride' -> 'Midodrine' (hydrochloride)
ent_010063,ent_010062,Midomafetamine hydrochloride,Midomafetamine,hydrochloride,1,salt/ester rollup: 'Midomafetamine hydrochloride' -> 'Midomafetamine' (hydrochloride)
ent_010073,ent_010072,Migalastat hydrochloride,Migalastat,hydrochloride,2,salt/ester rollup: 'Migalastat hydrochloride' -> 'Migalastat' (hydrochloride)
ent_010084,ent_010083,Milademetan tosylate,Milademetan,tosylate,0,salt/ester rollup: 'Milademetan tosylate' -> 'Milademetan' (tosylate)
ent_010089,ent_010088,Milciclib maleate,Milciclib,maleate,3,salt/ester rollup: 'Milciclib maleate' -> 'Milciclib' (maleate)
ent_010095,ent_010094,Milnacipran hydrochloride,Milnacipran,hydrochloride,2,salt/ester rollup: 'Milnacipran hydrochloride' -> 'Milnacipran' (hydrochloride)
ent_010102,ent_010101,Milrinone lactate,Milrinone,lactate,3,salt/ester rollup: 'Milrinone lactate' -> 'Milrinone' (lactate)
ent_010111,ent_010110,Minaprine hydrochloride,Minaprine,hydrochloride,0,salt/ester rollup: 'Minaprine hydrochloride' -> 'Minaprine' (hydrochloride)
ent_010121,ent_010120,Minocycline hydrochloride,Minocycline,hydrochloride,6,salt/ester rollup: 'Minocycline hydrochloride' -> 'Minocycline' (hydrochloride)
ent_010140,ent_010139,Mipomersen sodium,Mipomersen,sodium,2,salt/ester rollup: 'Mipomersen sodium' -> 'Mipomersen' (sodium)
ent_010148,ent_010147,Miransertib mesylate,Miransertib,mesylate,0,salt/ester rollup: 'Miransertib mesylate' -> 'Miransertib' (mesylate)
ent_010158,ent_010157,Miripirium chloride,Miripirium,chloride,0,salt/ester rollup: 'Miripirium chloride' -> 'Miripirium' (chloride)
ent_010179,ent_010178,Mitapivat sulfate,Mitapivat,sulfate,3,salt/ester rollup: 'Mitapivat sulfate' -> 'Mitapivat' (sulfate)
ent_010182,ent_010181,Mitemcinal fumarate,Mitemcinal,fumarate,0,salt/ester rollup: 'Mitemcinal fumarate' -> 'Mitemcinal' (fumarate)
ent_010208,ent_010207,Mitoxantrone hydrochloride,Mitoxantrone,hydrochloride,2,salt/ester rollup: 'Mitoxantrone hydrochloride' -> 'Mitoxantrone' (hydrochloride)
ent_010214,ent_010213,Mivacurium chloride,Mivacurium,chloride,2,salt/ester rollup: 'Mivacurium chloride' -> 'Mivacurium' (chloride)
ent_010217,ent_010216,Mivavotinib citrate,Mivavotinib,citrate,1,salt/ester rollup: 'Mivavotinib citrate' -> 'Mivavotinib' (citrate)
ent_010291,ent_010290,Mobocertinib succinate,Mobocertinib,succinate,0,salt/ester rollup: 'Mobocertinib succinate' -> 'Mobocertinib' (succinate)
ent_010299,ent_010298,Mocravimod hydrochloride,Mocravimod,hydrochloride,0,salt/ester rollup: 'Mocravimod hydrochloride' -> 'Mocravimod' (hydrochloride)
ent_010313,ent_010312,Moexipril hydrochloride,Moexipril,hydrochloride,1,salt/ester rollup: 'Moexipril hydrochloride' -> 'Moexipril' (hydrochloride)
ent_010327,ent_010326,Molibresib besylate,Molibresib,besylate,0,salt/ester rollup: 'Molibresib besylate' -> 'Molibresib' (besylate)
